EnsemblId,TranscriptionFactorBindingSites
ENSG00000006468,AP-4|Arid3a|CHX10|CTCF|Cdx2|Dlx2|Dlx5|E2A|Ebox|Egr|Elf3|Elk1|Err-alpha|Esr1|Foxj2|GATA|GCNF|HNF4|HNF6|Hoxa10|Hoxa5|Hoxb9|Irf|KROX|LF-A1|Lhx3|Lhx4|Mef2|Msx2|Myc|Myf|NF-I|Nkx6-1|OTX|Octamer|Osf2|PPARG|PU.1|Pou2f1|Pou5f1|RAR|Rfx|STAT|Sox|Sp1|Sp4|Srf|YY1|Zfp161
ENSG00000006555,E2A|Sp1
ENSG00000006607,Hsf|NF-Y|PPARG|PU.1|Rfx|Sp1
ENSG00000006611,Irf|Klf7|Sp1|Sp4
ENSG00000006625,Hmx|Hoxb8|Hoxd8|NF-Y|Nkx6-1
ENSG00000006638,Egr|Ets|Klf7|Sp1|Sp4
ENSG00000006695,Elk1|GABP|HNF6|Myc|PPARG|RAR|Sp1|Sp4|Tcf|Tel2|YY1
ENSG00000006704,Arnt|Ascl2|CDP|CTCF|Egr|Err-alpha|Foxd3|GCNF|GLI|NR4A2|Pou6f1|RORalpha1|SF1|Sp1|Sp4|Tgif1|Zic
ENSG00000006712,ATF3|ATF4|ATF|CREB|Jundm2|NF-Y|STAT|Sp4
ENSG00000006715,Arid3a|CDP|CTCF|Ehf|Elf3|Eomes|Esr1|Foxa|Foxd3|Foxj2|HNF6|Hoxa5|Hoxc6|Hoxd8|Irf|Jundm2|Lhx3|Mrg|NR4A2|Nkx2|Nkx6-1|Octamer|Pbx|Pou2f1|RAR|RORalpha1|Rfx|STAT|Tcf|znf143
ENSG00000006740,Barhl1|Dbx1|Dbx2|E2F|En-1|Esx1|Foxa|HEN1|Hlx1|Hmx|Hoxb4|Hoxd8|Isl2|Lhx3|Msx-1|Myf|NF-kappaB|NR4A2|Octamer|Pax-6|Pou3f2|Pou3f4|RORalpha1|Rfx|STAT
ENSG00000006744,AP-1|CTCF|Egr|GABP|Klf7|NF-Y|PPARG|Sp1
ENSG00000006747,Arid3a|CTCF|Elf3|En-1|GATA|Hoxa7|Hoxb4|Hoxb7|Isl2|Lhx3|Nkx6-1|Osf2|Pbx-1|Pou6f1|Prrx2|RP58|RREB-1|Tal1
ENSG00000006757,ATF3|ATF|CREB|GABP|Hoxa7|Jundm2|Lhx3|Nkx6-1|RAR|STAT
ENSG00000006788,Hsf|LXR|Mef2
ENSG00000006831,Ascl2|Elk1|Ets|GABP|Nrf-2|Pou2f1
ENSG00000006837,Ets|GABP
ENSG00000007001,Barx2|CHX10|Dbx2|En-1|Err-alpha|Ets|Foxa|HNF4|Hlx1|Hoxa3|Hoxa7|Hoxb4|Hoxb7|Hoxb8|Hoxc6|Hoxc9|Hoxd8|Lhx3|Lhx4|MafB|Msx-1|Nkx6-1|OTX|Otx2|PPARG|Pax-6|Pou2f1|Pou3f2|Pou3f4|Pou4f3|Prrx1|Prrx2|RAR|RORalpha1|RXR::LXR
ENSG00000007038,Hsf|TLX1::NFIC
ENSG00000007047,PPARG|Sp1
ENSG00000007062,Ascl2|Lmo2-complex|Myf
ENSG00000007168,ATF3|ATF4|ATF|Arid3a|Barx1|CREB|Hoxb9|KROX|NF-Y|Nrf-2|RREB-1|Sp1|TCF11::MafG|Tal1|YY1
ENSG00000007171,HEB|Hoxc9|NF-kappaB|Pou2f1
ENSG00000007174,Arid3a|Egr|Ets|GCNF|HNF6|Isx|Klf7|NF-I|NR3C|Pax7|Pbx-1|Phox2a|RAR|Rfx|Sp1|Sp4|Tcf
ENSG00000007202,CTCF|Elf1|Err-alpha|GABP|KROX|PPARG|Sp1|Sp4|Tal1|Zfp161
ENSG00000007216,Ets|HNF1|Hsf|Nrf-2|RAR|RXR::LXR|Tal1
ENSG00000007237,FEV|GCNF|HEB|HEN1|Klf7|LRH1|NERF1a|Olf-1|RORalpha1|RREB-1|Rfx|SF1|STAT|Sp1|Sp4
ENSG00000007255,CACD|Ehf|NF-Y|Sp1|Sp4|Spdef
ENSG00000007264,Bach1|E2A|Elf1|Err-alpha|HNF4|MIF-1|RORalpha1|Rfx|SF1|Sp1
ENSG00000007312,ATF3|Elf1|Ets|HEN1|HNF4|Klf7|NERF1a|NF-I|NR3C|Olf-1|PU.1|RP58|Sp1|Sp4|Tal1beta
ENSG00000007314,Ascl2|E2A|HEN1|Klf7|Myf
ENSG00000007341,Bsx|Elf1|Elf3|FEV|Foxk1|HNF1|HNF4|Hoxb3|Mef2|NR3C|PU.1|Pbx-1|Pou2f1|Pou4f3|Pou6f1|RAR|Rfx|Tal1
ENSG00000007350,Err-alpha|NR3C|NR4A2
ENSG00000007372,AREB6|ATF3|ATF4|ATF|Barx1|CDP|CHX10|CREB|CTCF|Cdx2|Crx|Dbx1|E2A|E2F|Ebox|Egr|Elk1|Ets|Foxj2|GABP|GATA|Gbx2|Gsc|HEN1|HNF4|HNF6|Hoxa5|Hoxa9|Hoxb13|Hoxb6|Hoxb9|Hoxd8|Isx|Jundm2|KROX|Klf7|LF-A1|LXR|Lhx3|Lhx8|MafB|Mrg|Msx2|Myf|NF-E2|NF-Y|NR4A2|Nkx2|Obox3|Obox6|Octamer|Osf2|Otx2|PU.1|Pax-4|Pax-5|Pou2f1|Pou3f3|Pou4f3|Pou5f1|Prrx2|RAR|RORalpha1|RREB-1|Rfx|Sp1|Sp4|Srf|YY1
ENSG00000007376,E2F|NF-Y|Sp1|Sp4
ENSG00000007384,CTCF|E2A|Ehf|Elk1|Ets|GABP|NERF1a|NF-kappaB|Nrf-1|RP58|RREB-1|Sp1|TEF-1|TLX1::NFIC|Tel2|Zfp161
ENSG00000007392,Ets
ENSG00000007516,ATF4|Klf7|PU.1|RP58|Rfx|Sp1|Sp4
ENSG00000007520,Ebox|GABP|Myc|Stra13
ENSG00000007541,Arid3a|CDP|CTCF|Hsf|Klf7|Mef2|Sp1|Tal1beta
ENSG00000007545,ATF|NF-Y|Sp1
ENSG00000007866,Esr2|HEB|Klf7|Mef2|NF-kappaB|SF1|Sp1|Sp4|Tal1beta
ENSG00000007908,ATF3|Ets|NF-kappaB
ENSG00000007923,CTCF|Egr|GCNF|HNF4|Hoxb13|Hoxb9|KROX|Myf|NF-kappaB|Nrf-2|RP58|RREB-1|SF1|Tcf
ENSG00000007933,Gbx2
ENSG00000007944,E2A|Ets|Klf7|LXR|Maf|NERF1a|PPARG|Sp1|Sp4|Tal1beta
ENSG00000007952,Bach2|FEV|Hoxa5|Nobox|Pax7|Phox2a|Pou4f3
ENSG00000007968,Ascl2|Barhl1|E2F|GCNF|KROX|Lhx4|NRSF|Nobox|RREB-1|Sp1
ENSG00000008018,Ehf|Elk1|Ets|GABP|Klf7|Sp1|Tel2
ENSG00000008056,ATF3|ATF|Bach1|CREB|E2A|Egr|HEN1|Jundm2|KROX|Klf7|NF-E2|NRSF|Nrf-1|YY1
ENSG00000008083,AP-4|Bsx|Dlx2|Elf1|Hoxb9|Hsf|KROX|LXR|NF-Y|NRSF|Nkx6-1|Obox3|Octamer|Pou2f1|Pou5f1|Pou6f1|RREB-1|Sp1|Sp4|YY1|znf143
ENSG00000008086,CTCF|Dmbx1|En-1|Err-alpha|Gbx2|HEB|HNF1|HNF4|Hoxa3|Hoxa9|Hoxb13|Hoxb3|Irf|Isx|Klf7|Lhx3|Lhx4|Lhx8|MIF-1|NF-Y|NF-kappaB|Nkx6-1|Nobox|Nrf-1|Obox6|Pax7|Pou2f1|Pou3f2|Rfx|SF1|Sp1|Sp4|Tcf
ENSG00000008118,ATF|CTCF|Crx|GABP|Irf|NF-kappaB|Pitx3|RREB-1|RXR|TEF-1|Tel2|Zic
ENSG00000008128,Nrf-1
ENSG00000008130,Ehf|GABP|Nrf-1|PPARG|SF1|Sp4
ENSG00000008196,AP-1|Bach2|Elk1|GABP|HEB|HEN1|HNF6|Hoxd8|NF-E2|Pax-6|Pdx1|Pou2f1|Pou6f1|YY1
ENSG00000008197,Arid3a|Esx1|Foxa|Foxc1|Foxj2|Foxk1|Hoxa7|Hoxb4|Hoxb8|Hsf|Irf|KROX|Lhx3|Mef2|Nkx2|Nkx3|Osf2|Pax7|Pou3f4|RREB-1|Srf|TCF11::MafG
ENSG00000008226,CTCF|Gbx1|HEN1|Tal1
ENSG00000008256,Arnt|HEB|Klf7|Myc|Sp1|Stra13|TLX1::NFIC|Tcf
ENSG00000008283,CTCF|GABP|Hsf|Rfx|Sp1
ENSG00000008294,AP-1|ATF3|ATF|Arid3a|CREB|Err-alpha|Esr1|Esr2|GCNF|Gsc|Hoxa3|Hoxa7|Hoxb4|Hoxc9|Jundm2|Klf7|LRH1|Lhx3|Maf|NF-Y|Nobox|Octamer|Pou2f1|Pou3f2|Pou5f1|Pou6f1|SF1|Sox|Sp1|Sp4|Tal1beta|YY1
ENSG00000008300,E2A|GABP|HNF4|KROX|NF-Y|PPARG|YY1
ENSG00000008323,AP-1|AP-4|CACD|NF-kappaB|NR3C|PPARG|RREB-1|Six|Sp1
ENSG00000008324,Klf7|Nobox|Nrf-1|Zfp161
ENSG00000008382,NF-Y|Sp1
ENSG00000008394,CDP|CHX10|E2F|Err-alpha|HNF4|Hoxd8|Maf|Mef2|NF-I|Nrf-2|OTX|PPARG|RAR|RORalpha1|TCF11::MafG
ENSG00000008405,Bach2|Barhl1|Barx1|Barx2|CTCF|Isl2|KROX|Klf7|Lhx4|Mef2|Msx-1|Msx2|NF-Y|Nobox|Pax-6|Prrx1|Sp1|Sp4|Zfp161
ENSG00000008441,AP-1|Ascl2|Barx1|Dbx1|Foxa|Foxd3|Foxj2|Foxk1|Foxo|HEN1|HNF1|HNF6|Hoxa5|Hoxc6|Hoxd8|INSM1|Irf|Isl2|LXR|Lhx3|NF-kappaB|Nkx6-1|Nrf-2|Olf-1|Pax-4|Pou2f1|Pou3f4|RREB-1|Sp1|Tcf|YY1|Zfp161|Zic|znf143
ENSG00000008513,Egr|Ets|GCNF|MIF-1|NR4A2|Nrf-1|RREB-1|Rfx|TEF-1
ENSG00000008516,NF-kappaB|STAT|Sp4
ENSG00000008517,ATF|Sp1|Sp4
ENSG00000008735,HEN1|HNF4|PPARG
ENSG00000008838,AP-4|CACD|CTCF|Maf|Nrf-2|STAT|Sp1|YY1
ENSG00000008853,CACD|Dlx3|Ets|Hoxb6|KROX|Octamer|Pou2f1|Rfx|Sp1|Sp4|Zfp161
ENSG00000008869,Arid3a|Barhl1|Barx1|Bsx|Eomes|GABP|HNF6|Hoxa9|Hoxb4|Hoxb9|Hoxc9|NF-I|Nrf-1|OTX|Prrx2|Spdef|TBX5
ENSG00000008988,AP-1|Bach1|Bach2|E2F|Ehf|Tal1beta
ENSG00000009307,AP-1|Err-alpha|Myc|NF-Y|NR4A2|Nrf-1|Nrf-2|RAR|RP58|Sp1|WT1|YY1|Zic
ENSG00000009413,Barx1|Dlx3|E2F|Gbx1|Hoxa5|Hoxb6|Hoxb9|Hoxc9|Jundm2|Lhx3|Myf|Nkx2|Nkx6-1|Pax-6|Phox2a|Pou2f1|Pou3f2|Prrx1|RREB-1|RXR|Rfx|Sp1
ENSG00000009694,AP-2|Dbx1|Dlx5|Eomes|Ets|Foxa|Foxd1|GATA|HEN1|HNF1|HNF4|Hoxb13|Hoxd8|Mef2|Nkx6-1|PPARG|Pou2f1|Pou6f1|Tel2
ENSG00000009709,CTCF|Esr1|HNF4|LF-A1|LXR|NR4A2|PPARG|PPAR|RAR|RREB-1|RXR::LXR|Sp1|Tcf
ENSG00000009724,Klf7|PPAR|STAT|Sp4|Tcf
ENSG00000009765,HEB
ENSG00000009780,Egr|Elk1|KROX|MIF-1|NRSF|Rfx
ENSG00000009790,Ascl2|CTCF|Err-alpha|Ets|GABP|GLI|HNF4|Klf7|Myf|NF-kappaB|NR4A2|Octamer|Osf2|PPARG|RAR|RREB-1|SF1|STAT|Sp1|Tel2
ENSG00000009830,KROX|Klf7|NF-Y|Rfx|Sp1|Sp4
ENSG00000009844,CTCF|Ehf|GABP|HNF4|INSM1|Klf7|MIF-1|PPARG|PU.1|RXR::LXR|Sp1|Sp4
ENSG00000009950,Klf7|NF-Y|Sp1|Sp4|Tcf
ENSG00000009954,AP-4|HNF4|Hoxa9|Hoxc9|KROX|NF-kappaB|NR4A2|PPARG|RAR|RXR::LXR|Sp1|Sp4|YY1
