Spot	GeneSymbolHGNC	sixHours	twelveHours	twentyFourHours
A_23_P101111	CTDP1	0.8404478080065032	1.1128459117872662	0.8769890170502639
A_23_P101121	0	2.65754247590989	2.737268750187187	-5.348304232768653
A_23_P101131	GRP	1.7705876745749642	0.657741762787698	-4.185629399558077
A_23_P101141	0	-0.6743514032621325	-1.2689765322469713	-2.1127462683483627
A_23_P101185	NARS	-6.364814229804186	-8.228415891035997	-5.869846943665969
A_23_P101193	0	-0.5315084951819778	2.5146995678297333	-2.385144372129126
A_23_P101208	CYB5A	2.1459655492972374	1.375278231283367	4.660665117126968
A_23_P10121	SFRP1	1.6144570541152576	-0.0298973528539862	0.6045909132695002
A_23_P101237	C18orf21	2.1957944707205463	2.062917346925052	0.943427578948011
A_23_P101240	0	-0.37205594662738456	-1.3985317279475793	0.19931568569324157
A_23_P101246	VSIG10L	2.8203169525593696	3.906587439587538	6.799986810234431
A_23_P101253	0	-1.5546623484072855	-2.255589176428519	2.3120619540416043
A_23_P101258	0	1.1427432646412523	-5.607414624169868	2.238979535954083
A_23_P10127	0	6.899644653081052	1.5513404203123982	0.8570574484809393
A_23_P101272	0	0.1561306204597058	0.9268179384735742	-0.5614058480359645
A_23_P101281	ZNF587	-1.345380878429382	-1.139421336546365	-0.820516239437178
A_23_P101297	EML2	-3.2488456767998413	2.288808457377393	-6.491047497409906
A_23_P101303	0	-2.2688768888080686	-2.4515829340268733	-2.65754247590989
A_23_P101308	0	-3.1026808406247968	-3.989635641959722	-2.1426436212023487
A_23_P101319	ZNF285	-3.557784989624365	-7.557386415868749	-6.8896788687963895
A_23_P101321	0	-0.2823638880654255	0.11626748332105802	-0.3587682342478356
A_23_P101332	KRI1	-1.936684079319333	-0.7673653899189808	-0.059794705707971844
A_23_P101342	ATG4D;MIR1238	0.3521243780580607	1.3420589503344944	1.2125037546338875
A_23_P10135	NKIRAS2	0.46506993328423063	3.996279498149497	3.0561738472963733
A_23_P101351	ZNF426	1.5446965641226234	1.3320931660498319	1.906786726465346
A_23_P101374	CYP2S1	-0.5082549985177665	-1.0995581994077173	0.5148988547075413
A_23_P101380	B3GNT8	-0.6278444099337115	-0.5979470570797243	1.2091818265390009
A_23_P101392	TMEM38A	-2.5977477702019174	-1.391887871757805	-2.6608644040047764
A_23_P1014	LINC00467	0.7441118932547699	1.4383948650862273	2.2721988169029563
A_23_P101407	C3	-0.009965784284662344	0.3886655871018214	-2.0230542097864035
A_23_P101427	0	-0.40195329948137104	0.08304820237218406	-2.8236388806542583
A_23_P101434	NLRP12	-4.178985543368303	-4.032820707193258	-3.627545479617
A_23_P101461	CCDC130	-0.7673653899189812	2.262233032618294	1.0131880689406456
A_23_P101476	ZNF442	-2.6475766916252277	-3.6408331919965495	6.231937106008692
A_23_P101480	MAST1	1.01983192513042	2.5944258421070305	0.8371258799116152
A_23_P101505	KLK11	-0.04318506523353568	-0.15280869236481862	1.1560309770208022
A_23_P101516	KCNC3	-0.20928146997790373	-1.9134305826551208	-0.9367837227582362
A_23_P101521	IZUMO2	0.1361990518903819	-1.1493871208310273	-1.1527090489259149
A_23_P101532	RPS11	-0.4517822209046814	-0.697604899926346	-1.8270604521880491
A_23_P101551	BCAT2	-0.5813374166052885	-4.056074203857469	-3.9364847924415245
A_23_P10156	CHMP6	0.17938411712391786	0.5281865670870904	0.1361990518903816
A_23_P101564	FGF21	2.182506758340997	3.521243780580604	1.345380878429382
A_23_P101573	0	-3.6607647605658733	0.7042487561161208	2.185828686435884
A_23_P101615	ZNF565	-2.222369895479645	-2.494767999260409	-0.5580839199410769
A_23_P101623	0	-7.95933971535012	-4.673952829506519	-5.07590612898789
A_23_P101636	0	-0.23253496664211484	-2.3685347316546896	1.3786001593782555
A_23_P101642	PTPRH	-1.8270604521880502	1.7938411712391757	0.7075706842110085
A_23_P101655	ACTN4	-1.3885659436629179	-0.833803951816728	1.883533229801135
A_23_P101671	ATCAY	-0.09965784284662076	-0.14616483617504383	0.8470916641962776
A_23_P101683	CLC	-1.8569578050420346	-0.8969205856195877	1.3985317279475789
A_23_P101699	HDGFL2	-1.674251759823231	-4.295253026689359	-2.1027804840637003
A_23_P101707	PLIN3	-0.3853436590069345	1.3586685908089313	-0.5680497042257389
A_23_P10172	PRSS50	-0.2690761756858763	-9.982393925136524	0.6677075470723597
A_23_P101737	DOT1L	1.5712719888817224	1.5978474136408214	0.06976048999263433
A_23_P101742	MRPL54	-2.697405613048538	-1.109523983692379	-1.0231538532253077
A_23_P101759	0	-1.0530512060792936	-2.325349666421154	-2.375178587844464
A_23_P101761	0	1.5380527079328483	2.803707312084933	0.6677075470723592
A_23_P101774	SLC5A5	5.009467567090143	-3.341859663456687	1.8204165959982745
A_23_P101783	0	-0.3388366656785111	-0.1229113395108322	1.5480184922175109
A_23_P101796	SYDE1	1.1095239836923794	4.421486294295079	-3.4116201534493213
A_23_P101806	0	10.816197876953252	9.673454612312	6.580739555971864
A_23_P101811	ZNF14	-1.2490449636776482	-5.8665250155710815	-0.3355147375836236
A_23_P10182	ACOX2	-2.574494273537706	-4.959638645666831	-10.650101472208883
A_23_P101829	LPAR2	-1.0430854217946322	1.189250257969676	0.30561738472963756
A_23_P101871	FBXO17	-0.4252067961455825	11.530412417354034	1.3320931660498325
A_23_P101893	0	0.47171378947400566	1.4815799303197634	-1.9233963669397827
A_23_P101905	APC2	-1.3653124469987061	4.328472307638234	-0.5680497042257389
A_23_P101908	0	-0.0764043461824091	1.0763047027435055	-0.3554463061529477
A_23_P10194	SEZ6L2	1.910108654560234	1.3885659436629179	3.3950105129748835
A_23_P101943	0	-0.6311663380285988	-2.9465502201650904	-3.2056606115663047
A_23_P101950	MDH1	-0.84376973610139006	-3.6109358391425626	-3.86672430244889
A_23_P101960	ZFP36L2	-3.4215859377339823	-6.371458085993962	-4.823439593776452
A_23_P101972	CAPN13	5.996080211271689	1.797163099334063	-0.6344882661234861
A_23_P101992	MARCO	1.1493871208310276	0.8803109451451513	1.6377105507794694
A_23_P102000	CXCR4	-4.301896882879134	-2.4549048621217606	0.7042487561161206
A_23_P102017	ERMN	-3.956416361010849	-1.2390791793929858	-0.5713716323206262
A_23_P102037	COQ10B	2.7405906782820733	5.607414624169868	4.527787993331476
A_23_P102058	MATN3	-2.8767897301724554	5.461249787994824	0.6477759785030358
A_23_P10206	HAS2	-1.5314088517430742	-0.20595954188301638	-1.7240806812465408
A_23_P102060	SSFA2	-0.2591103914012138	-1.5314088517430742	-0.30229545663474977
A_23_P102071	0	-0.24582267902166485	-1.6642859755385686	-1.4417167931811152
A_23_P102083	BOLL	3.1657974744276562	3.1857290429969805	1.6642859755385684
A_23_P102109	TUBA4B	-2.0463077064506154	-2.637610907340566	-2.5977477702019165
A_23_P10211	0	6.693685111198034	4.05607420385747	-0.38866558710182064
A_23_P102113	0	-0.8637013046707134	0.9567152913275612	1.777231530764739
A_23_P102117	WNT10A	4.1125469814705555	0.84376973610138994	1.8270604521880487
A_23_P102122	ARPC2	-0.7374680370649946	-0.4418164366200192	0.03321928094887358
A_23_P102160	0	-4.079327700521682	-7.779955598226203	-4.34508194811267
A_23_P102172	CPO	-0.02325349666421159	0.3753778747222718	-4.009567210529046
A_23_P102183	0	-1.0962362713128289	0.25578846330632676	1.192572186064564
A_23_P102192	0	4.906487796148634	3.494668355821505	1.249044963677648
A_23_P102202	MSH6	-0.4650699332842309	-2.22901375166942	-1.5579842765021725
A_23_P102235	SNRPG	0.8371258799116154	0.4949672861382172	0.39198751519670877
A_23_P102242	MARCH7	1.7141148969618791	1.6742517598232305	3.6806963291351975
A_23_P102258	MRPL53;CCDC142	-0.05315084951819787	0.5281865670870907	-0.20928146997790392
A_23_P102262	MRPL19	-1.770587674574964	-2.710693325428087	-0.5049330704228789
A_23_P102278	0	-0.21592532616767862	4.235458320981388	0.7474338213496565
A_23_P102286	LHCGR	-2.5180214959246205	1.843670092662486	-1.7041491126772172
A_23_P10232	BANK1	2.614357410676354	1.8071288836187238	3.4514832905879715
A_23_P102320	NUP35	-4.056074203857469	-7.069062985920307	-2.4150417249831126
A_23_P102331	SCN7A	-4.580938842849673	-6.946151646409475	-6.753479816906008
A_23_P102351	CHST10	-1.2058598984441125	-2.9930572134935134	-0.501611142327992
A_23_P102364	NGEF	8.341361446262168	9.045610202378288	8.095538767240502
A_23_P102391	SLC40A1	6.693685111198036	4.3616915885871075	-4.00292335433927
A_23_P102404	CCT7	-1.38524401556803	-4.109225053375668	-2.7173371816178626
A_23_P102412	PLEKHA3	0.23585689473700266	0.5315084951819778	1.9233963669397829
A_23_P102420	CCT4	-2.0762050593046015	-3.205660611566305	-1.6742517598232307
A_23_P102439	0	1.1659967613054643	1.956615647888656	1.4051755841373545
A_23_P102454	0	9.337939874728377	9.444241573764772	9.563830985180717
A_23_P102462	FBLN7	-0.6544198346928101	3.0196326382526126	-0.41856293995580734
A_23_P102471	MSH2	-5.8665250155710815	-10.35112794366902	-6.81327452261398
A_23_P102481	0	1.920074438844895	4.7038501823605054	7.414543507788593
A_23_P102494	0	0.6643856189774724	0.49496728613821694	2.3319935226109285
A_23_P102508	SLC5A6	-2.421685581172887	-3.9099093676824257	-3.9530944329159614
A_23_P102517	PDE6D	-1.0596950622690686	-1.760621890290302	0.813872383247404
A_23_P102523	0	-1.6875394722027801	-2.6542205478150027	-2.816995024464483
A_23_P102542	AFTPH	0.5780154885104011	0.8570574484809393	3.4847025715368427
A_23_P102551	0	-1.6078131979254833	1.8835332298011345	0.651097906597923
A_23_P102571	SLC2A4RG	-2.0429857783557286	-2.0728831312097147	1.0929143432179422
A_23_P102575	0	-0.7142145404007838	-0.9932565003713213	1.0962362713128297
A_23_P102582	C20orf24	0.7540776775394318	3.5345314929601535	3.391688584879997
A_23_P102607	CHD6	0.8138723832474039	-0.1760621890290302	-1.4815799303197634
A_23_P102611	WISP2	-4.723781750929828	-5.537654134177233	-0.41856293995580773
A_23_P102622	0	3.3053184544129253	2.534631136399058	4.6573431890320816
A_23_P102634	WFDC6	0.039863137138648405	-0.10630169903639557	0.9666810756122219
A_23_P102681	LINC01711	-3.3684350882157856	2.577816201632593	0.6112347694592746
A_23_P102694	DEFB129	5.318406879914667	1.302195813195846	-4.341760020017783
A_23_P102706	SNPH	1.8636016612318116	2.0562734907352764	2.1559313335818984
A_23_P102731	SMOX	-0.4650699332842309	1.0862704870281676	-0.2491446071165523
A_23_P102743	0	-1.7838753869545148	0.39863137138648314	-0.49496728613821694
A_23_P102759	0	1.6177789822101458	7.969305499634783	-1.9699033602682057
A_23_P102769	0	-0.544796207561527	-1.2224695389185491	-0.7308241808752194
A_23_P102770	NAA20	-1.2390791793929863	-2.434973293552436	-2.973125644924189
A_23_P102816	0	2.1891506145307718	2.1658971178665603	4.654021260937195
A_23_P102832	CEP250	-2.4582267902166484	-0.5447962075615274	-1.1228116960719288
A_23_P102842	NFS1	-2.6475766916252277	-2.650898619720115	-1.7639438183851892
A_23_P102864	TMPRSS15	3.0395642068219364	-0.20928146997790373	-1.1693186894003513
A_23_P102876	CCT8	-1.4383948650862284	-3.6375112639016622	-2.2090821831000964
A_23_P102884	0	-0.5182207828024286	-1.6377105507794696	-2.0728831312097142
A_23_P102890	MRPS6	-2.1592532616767857	-3.056173847296373	1.6011693417357078
A_23_P1029	MFAP2	-1.5745939169766099	4.697206326170731	-2.325349666421154
A_23_P10291	CTSE	2.285486529282506	-0.04318506523353535	0.7573996056343177
A_23_P102917	0	0.8969205856195877	-0.20263761378812914	0.6710294751672474
A_23_P102919	B3GALT5	-0.11626748332105788	2.033019994071066	0.8072285270576289
A_23_P102925	PWP2	-3.0727834877708102	-2.501411855450184	-0.7009268280212333
A_23_P102937	SUMO3	-3.750456819127832	-3.1093246968145714	-3.5876823424783515
A_23_P102950	0	-10.241504316537737	-4.866624659009986	-14.380626722767392
A_23_P102965	BCL2L13	4.032820707193258	3.2920307420333756	3.594326198668126
A_23_P102973	0	0.18602797331369203	-0.47835764566378014	0.03321928094887358
A_23_P102988	TXNRD2	-1.677573687918118	-2.714015253522975	-1.1294555522617034
A_23_P102994	0	-2.577816201632593	-3.5843604143834633	-3.7869980281715927
A_23_P103011	RAB36	-4.567651130470123	-3.9730260014852856	-5.112447338031651
A_23_P103034	CRYBA4	-0.8935986575247001	-0.4318506523353569	-0.5879812727950632
A_23_P103041	0	-6.540876418833216	-1.2822642446265218	-5.162276259454961
A_23_P10305	CTPS2	1.4882237865095385	2.943228292070203	3.0063449258730635
A_23_P103062	0	0.9600372194224478	0.14948676426993154	0.12623326760571987
A_23_P103070	YWHAH	-1.999800713122192	-1.2091818265389995	-1.8768893736113594
A_23_P103084	0	-0.3222270252040739	3.169119402522543	2.697405613048538
A_23_P103099	RBFOX2	0.29565160044497524	3.1956948272816432	3.614257767237449
A_23_P103104	MFNG	-2.238979535954082	-3.7238813943687328	-3.2388798925151785
A_23_P103110	MAFF	1.418463296516904	2.3020961697569424	1.4084975122322416
A_23_P103120	0	5.713716323206263	6.790021025949768	6.833206091183304
A_23_P103131	MIEF1	-5.182207828024285	-5.547619918461895	-4.049430347667695
A_23_P103149	ACO2	-0.7740092461087554	-1.677573687918118	-4.717137894740054
A_23_P103172	0	0.8404478080065032	-0.16277447664948047	1.5679500607868346
A_23_P103180	0	0.013287712379549586	0.4916453580433297	-0.8836328732400385
A_23_P103201	0	3.607613911047675	5.065940344703227	4.833405378061112
A_23_P103226	FAAH	-1.165996761305464	-0.06643856189774651	-1.8004850274289497
A_23_P103232	0	-2.7904195997053844	-5.228714821352708	-4.438095934769516
A_23_P103248	0	-6.52426677835878	-4.856658874725324	-0.9666810756122224
A_23_P103256	CFHR3	6.454506288366146	6.0957380541183115	13.875693652344513
A_23_P103269	0	-2.229013751669421	-1.8636016612318103	-7.982593212014331
A_23_P103276	KTI12	0.4252067961455823	0.4019532994813711	0.8404478080065027
A_23_P103282	TMEM59	0.9666810756122226	0.9268179384735742	1.5048334269839754
A_23_P103310	S100A7	1.5280869236481869	4.228814464791613	-0.04982892142331065
A_23_P103315	0	0.2126033980727914	0.551440063751302	-0.7341461089701067
A_23_P103328	PTGER3	1.797163099334063	4.933063220907733	5.683818970352277
A_23_P103334	0	3.4215859377339837	4.288609170499585	1.8004850274289503
A_23_P103349	OCLM	0.25246653521143964	-2.8302827368440324	1.9101086545602335
A_23_P103361	LCK	0.5846593447001762	0.7474338213496552	0.8969205856195893
A_23_P103371	AZIN2	10.90588993551521	9.806331736107493	8.1486896167587
A_23_P103398	PSEN2	-0.9334617946633487	0.18934990140857924	2.856858161603131
A_23_P103405	0	0.47171378947400516	-1.7672657464800767	-1.9998007131221915
A_23_P103414	YTHDF2	-1.0962362713128295	-0.4517822209046812	0.4683918613791181
A_23_P103424	RGS8	0.006643856189774814	1.8569578050420354	0.2956516004449755
A_23_P103433	OSCP1;SNORA63C	2.2024383269103205	-0.5979470570797255	-2.4382952216473246
A_23_P103442	MEAF6	-1.8270604521880496	-1.777231530764739	0.5547619918461895
A_23_P103454	0	1.079626630838393	6.009367923651239	6.7800552416651065
A_23_P103465	PLA2G5	0.5680497042257391	0.13952097998526924	0.1660964047443683
A_23_P103476	UBIAD1	-0.7474338213496565	0.3355147375836236	1.1194897679770406
A_23_P103486	CYP2J2	3.9829917857699475	7.583961840627849	19.888383504090637
A_23_P103496	0	27.140152535229753	25.960868061544737	25.485832343975844
A_23_P103503	MDM4	2.1127462683483627	4.119190837660329	3.125934337289008
A_23_P103511	0	-1.7207587531516548	-1.8170946679033866	3.365113160120898
A_23_P103522	0	-0.003321928094888389	0.7673653899189804	2.714015253522976
A_23_P103532	GPR161	-0.35212437805806046	0.1561306204597061	11.477261567835837
A_23_P10356	0	-4.969604429951494	0.8404478080065023	-1.8768893736113594
A_23_P103561	0	1.557984276502173	5.381523513717527	2.816995024464483
A_23_P103571	0	-3.328571951077137	-2.1924725426256595	-1.6343886226845823
A_23_P103588	HMGCS2	-0.35876823424783455	0.9301398665684614	-0.5680497042257384
A_23_P103601	MAN1C1	-1.886855157896022	-6.972727071168574	-10.015613206085398
A_23_P103617	ANXA9	-0.6876391156416841	-5.165598187549849	-9.42098807710056
A_23_P103628	HEATR1	-4.032820707193258	-7.158755044482266	-5.517722565607908
A_23_P103631	EBNA1BP2	-3.3086403825078134	-6.2385809621984665	-6.288409883621776
A_23_P103661	YY1AP1	0.29565160044497524	1.6642859755385682	3.089393128245247
A_23_P103672	NES	-0.8072285270576287	-3.0262764944423868	0.671029475167247
A_23_P103690	FAM189B	4.654021260937195	3.531209564865266	2.939906363975316
A_23_P103698	0	-1.8303823802829369	-3.737169106748283	-2.667508260194552
A_23_P103703	HSPB7	-0.8238381675320661	-3.504634140106167	-3.5577849896243654
A_23_P103720	AGMAT	-0.9832907160866602	-0.4218848680506959	0.18270604521880554
A_23_P10374	R3HDM2	-1.0829485589332803	-0.12291133951083273	-1.3885659436629172
A_23_P103743	0	-3.285386885843601	-2.873467802077568	-2.312061954041604
A_23_P103756	OVGP1	-2.611035482581467	-2.919974795405992	-1.2789423165316345
A_23_P103765	FCER1A	-2.6874398287638765	-3.2455237487049535	-1.7606218902903015
A_23_P103775	LRRC8C	-0.5580839199410769	4.301896882879134	5.647277761308516
A_23_P103787	0	1.016509997035532	1.2257914670134367	-0.3953094432915959
A_23_P103795	0	0.09301398665684629	-0.6344882661234861	0.8470916641962773
A_23_P1038	0	0.0797262742772967	0.9035644418093629	-0.920174082283799
A_23_P103803	FCRL3	-0.35876823424783544	0.9832907160866586	-2.860180089698019
A_23_P103812	BRINP3	1.9964787850273047	1.0032222846559837	1.1028801275026043
A_23_P103824	0	-0.7341461089701069	1.1925721860645633	1.4749360741299886
A_23_P103837	UBAP2L	-0.003321928094887265	-1.0397634936997442	-1.8503139488522606
A_23_P10385	DTL	-2.7206591097127495	-6.2086836093444795	-14.49689420608845
A_23_P103864	TTC13	-3.208982539661192	-5.966182858417702	-3.042886134916824
A_23_P103877	LRRC38	-0.4982892142331046	8.411121936254801	3.182407114902093
A_23_P103885	0	-2.640932835435453	-2.8601800896980194	-2.723981037807637
A_23_P103897	SPATA1	0.11294555522617039	-0.5547619918461895	1.9067867264653462
A_23_P103905	UFC1	-0.8470916641962773	-3.670730544850535	-2.4715145025961975
A_23_P10391	0	0.08969205856195918	2.959837932544639	-3.999601426244385
A_23_P103919	B4GALT3	-1.5546623484072855	-2.086170843589264	-0.9567152913275605
A_23_P103923	0	1.7373683936260902	1.9964787850273042	1.1294555522617036
A_23_P103932	FGR	0.28236388806542667	1.7174368250567662	-1.9665814321733184
A_23_P103942	0	-3.3418596634566864	-4.258711817645599	-3.7438129629380574
A_23_P103951	0	3.604291982952788	8.630369190517367	8.474238570057661
A_23_P103968	0	-1.8934990140857966	-5.222070965162934	-6.291731811716665
A_23_P103971	CYP4Z1	2.95983793254464	1.9798691445528676	1.2457230355827607
A_23_P103981	0	5.102481553746988	10.606916406975348	12.739594243893036
A_23_P103996	0	2.640932835435453	7.434475076357916	8.268279028174645
A_23_P10401	0	0.9301398665684592	-2.554562704968382	6.195395896964932
A_23_P104012	0	2.0961366278739253	0.08969205856195858	-1.3885659436629172
A_23_P104022	0	-1.790519243144288	-2.0728831312097142	-0.348802449963173
A_23_P104025	TSEN15	-1.5579842765021725	-2.6508986197201145	-0.7407899651598822
A_23_P104046	BPNT1	-0.8039065989627414	-2.5545627049683812	-0.7872969584883047
A_23_P104054	SUCO	3.062817703486148	4.355047732397332	5.521044493702797
A_23_P104065	0	-3.6939840415147467	-6.328273020760425	-1.5845597012612713
A_23_P104073	S100A3	1.9200744388448965	7.3215295211317475	3.9863137138648352
A_23_P104086	0	-0.8039065989627417	0.5746935604155139	0.272398103780764
A_23_P104098	SYT2	-2.6741521163843265	3.830183093405129	-2.89672129874178
A_23_P104109	RPS6KC1	6.501013281694568	4.504534496667263	4.3484038762075565
A_23_P104116	RBM8A;RBM8B	1.9532937197937694	2.361890875464915	3.9065874395875384
A_23_P104138	0	-2.820316952559371	-2.810351168274708	-2.375178587844464
A_23_P104146	ZMYM4	0.059794705707972635	0.32222702520407465	-0.03321928094887381
A_23_P104151	TMEM69	-1.0131880689406454	-2.238979535954082	-0.37537787472227185
A_23_P104188	ELF3	0.6643856189774717	10.563731341741812	5.90638815270973
A_23_P104193	0	-2.245623392143857	-3.5444972772448153	-3.424907865828871
A_23_P104199	ITGB1	-1.0763047027435049	-2.5014118554501836	-2.780453815420722
A_23_P104201	YME1L1	3.4747367872521804	2.9930572134935134	3.3186061667924753
A_23_P104224	A1CF	-3.5179218524857165	-0.10630169903639575	0.9334617946633488
A_23_P104237	0	-2.9266186515957657	-4.733747535214491	-3.2355579644202916
A_23_P104252	0	6.567451843592315	6.394711582658172	0.8836328732400386
A_23_P104275	0	-0.05979470570797252	4.3783012290615435	5.577517271315881
