Gene,Adult cDC2 ,Adult CD14 DC,Adult cDC1,Fetal cDC2,Fetal CD14 DC,Fetal cDC1
CLPP,8.6382134586,8.3864149864,8.4877577025,7.726116318,7.7684645165,8.0087003603
CLPTM1,8.4170012044,8.2982943777,8.6086683348,7.7358231649,7.3728488648,7.3397195385
CLU,6.6956491674,6.7882034675,6.6149283557,6.9593064265,6.8940998218,6.8856722645
CMPK2,6.9502872069,6.936952553,6.9885045114,6.8029683962,6.8779701612,6.8671369165
CMTM1,7.033866619,7.0786690181,7.108343586,7.18617918,7.2099769873,7.3255297799
CMTM7,10.0031595741,10.2933274487,9.9196275218,9.7374177455,9.7439324256,8.7544789103
CNGB1,6.8803431917,6.889356951,6.810364579,6.7179451179,6.6617193362,6.8043906986
CNIH,7.6157545899,7.8933287002,7.8886333423,8.8743071302,8.5873061824,8.3071042998
CNKSR2,7.2160437066,7.2383485688,7.1166779601,7.1046209511,7.0703454095,6.9964003939
CNN3,7.5928073463,7.8238613169,8.2701917628,8.1900348863,8.9357905343,10.2562033046
CNNM1,6.8346140358,6.8552205311,6.8848310423,6.8274512574,6.699051665,6.6859557532
CNOT2,9.227506823,9.4748797851,9.2387060612,10.2273057998,10.0418319055,9.8739204189
CNPY4,7.3884672292,7.4806445727,7.4525372215,7.8787785525,8.2357596089,7.9999547676
CNR1,7.3863841926,7.4318257187,7.4147608976,7.1920096752,7.2792140501,7.2120721025
CNTN5,6.9097470837,6.8282883966,6.9376662829,7.087410062,7.0385343385,7.0596953896
CNTN6,6.7410501879,6.7587091114,6.9036992527,6.9584793287,7.0648761872,6.8449969502
CNTNAP4,6.7743600392,6.7078759934,6.7223366676,6.6738008994,6.588379785,6.5585256202
COASY,8.3826423646,8.1749611085,7.9425167732,7.9526784262,7.5369172759,7.1638733947
COBRA1,8.1668103001,8.2192043995,8.8867143811,7.9413844315,7.5257692309,7.2154550592
COL11A1,7.08903682,7.0957190096,7.0290386128,6.8584598654,6.9776496588,6.9799443339
COL1A1,7.1237385214,7.2389715409,7.1580806328,9.1188077508,10.1303982529,11.1707616657
COL1A2,6.9511035222,7.0733938858,7.2884524661,8.4389329477,9.1469190496,10.361789339
COL23A1,7.5023787223,7.872963406,7.3922945369,7.1522115916,7.256581866,7.2453736041
COL2A1,6.7340442231,6.7438122568,6.7998274689,6.9950092251,6.9594354949,6.9692454801
COL3A1,6.8908418903,7.0943594908,7.1890759474,9.1277240213,9.7563572481,11.0340761268
COL5A2,6.5982307971,6.6824609776,6.8540539649,8.447597903,8.5065158068,10.0993676421
COL6A2,6.9829378413,6.9897357664,6.9782468233,7.1589242739,7.2674316705,7.2247715887
COL7A1,8.8672014858,8.3833176031,8.326401056,7.4339590529,7.7575521793,7.4138684646
COLQ,6.5702174675,6.6653948775,6.6379178575,6.4785340044,6.5080294829,6.4832283125
COMMD6,7.4384286677,7.1861257998,7.4913793086,8.012010116,7.846590773,7.5986301582
COMMD8,7.5423165531,7.4340606008,7.2640373169,8.0016738003,7.8094972338,8.2552529773
COMMD9,8.8935105044,9.2727822048,8.6244060179,9.7731117016,9.9870688133,9.3769107731
COPA,10.7861968523,11.0427477688,10.7526087371,11.383792732,11.4150956107,11.2290062239
COPB1,10.8217971061,10.7978808969,10.9420156688,11.6443989851,11.2913347019,11.6346226606
COPE,8.3462825431,8.1267370241,8.3583422418,7.423724941,7.3947690496,7.4630565192
COPS2,6.8616128497,6.8977230855,6.9315935911,6.7826906778,6.6736263056,6.7583272994
COPS3,10.1158333816,9.725458918,10.12597636,11.7229141258,10.8933484174,11.2394330708
COPS4,7.9825137657,8.0703548035,8.122418671,8.9244235749,8.4161127719,8.583158382
COQ10B,10.7113885987,10.7862518303,10.7944581264,11.441903018,11.514123805,11.7353490729
COQ2,7.8174868483,8.8539789493,7.1001460877,9.8536640199,10.5751806612,8.887459572
CORO1B,6.9239512773,6.9290084499,6.8317754551,6.5788720301,6.679503897,6.5910377363
COTL1,9.182626619,8.5602447087,9.9174932416,10.9911328604,10.2458875728,11.2175991216
COX7C,9.3851031987,9.2731675003,9.7683491587,9.9625211611,9.8074447403,10.3444288602
CPM,6.7842700653,6.8171855185,6.7558636738,6.6209211618,6.6435294076,6.723766657
CPN2,7.1612581654,7.2582885925,7.2564192541,7.5843768279,7.5638771575,7.5955411925
CPNE7,6.7158053598,6.7615980366,6.610178199,6.6159419678,6.5221840909,6.4946325326
CPSF2,8.1238824472,8.3922427618,7.8593662596,7.6930836027,7.7150915469,7.1552444674
CPSF3L,7.8826175048,7.9069435675,7.8270159609,7.4859380317,7.3878601814,7.5235835897
CPSF4,7.5403731058,7.613263863,7.5484453379,7.2739366791,7.2163120543,7.418358989
CPSF4L,7.1753486773,7.0479159789,6.9812261635,7.3627695225,7.4102968738,7.289148888
CRAMP1L,8.9981931995,8.7360974392,8.6925614889,8.1436653669,7.8421994793,8.5863255396
CRB1,6.9411030176,6.8831308208,6.8984760202,7.058664798,7.137128822,7.0485476373
CRB3,6.743227578,6.685991579,6.6719843151,6.5242538863,6.6378414973,6.5150746994
CREBL2,8.3926372136,8.134572512,8.0025241887,7.7346708422,7.9024462558,7.5728550367
CRELD1,6.9328846772,6.9451343911,6.9396622027,6.7155643498,6.6474913809,6.7304173175
CRIP1,13.0320891248,11.8713348309,12.9736464666,11.9079781265,10.5089240921,11.9661188983
CRYGN,6.8705132582,6.9044368924,6.8655712764,6.7066947885,6.6931743358,6.7040427128
CRYGS,8.2624183406,8.750701677,7.6542125606,7.0053814589,7.6405440411,7.1617356385
CRYM,6.9994997238,6.8805039356,6.8521744956,6.8125816185,6.7059373306,6.7446827055
CSDE1,9.1168386416,8.7252287212,9.1642356102,8.4283008932,8.4384720203,8.650881586
CSF2RA,14.6287468644,14.0526885736,14.108530696,13.7155084653,13.1005984199,13.7431414386
CSNK1D,8.5447775352,8.1118881492,8.1483436202,7.7210594226,7.6794463077,7.3394427206
CSNK1E,8.8723143073,8.6245944467,9.4261066748,7.970226472,8.0557734036,8.4867224669
CSPP1,7.3946414207,7.399503481,7.4924152637,8.3648955072,8.1105121554,8.1272219942
CSRNP2,9.3515093329,8.9992902312,8.8842377002,8.37893167,8.2110100686,7.8101053272
CST3,13.3524355588,12.7602907304,13.9826351764,12.3529098521,12.4236159506,12.9317478632
CST7,14.1188673766,12.6713135858,13.4862970955,10.1908835527,8.1853059724,10.6892318784
CTAGE1,6.6700536215,6.5726577868,6.5397025775,6.4573202458,6.4866939292,6.4403362913
CTBS,8.7682577573,9.2387674194,8.8114307851,9.4668517829,10.3263237594,9.1805173448
CTDSP2,11.0257186364,10.363749406,10.8149289805,10.2082437409,9.8838627623,9.8503177947
CTGF,7.3451736031,7.6082523173,8.1477007185,7.9091621954,8.5726951591,9.7854647748
CTH,7.4200167013,7.2597422583,7.1738788643,7.087096911,7.0717982216,7.1568218309
CTNNA1,13.6643234631,13.5838456503,13.2361649873,12.8518028953,13.0410556539,12.6603789189
CTNNA3,6.8222662238,6.8444735733,6.8593877587,6.6228670528,6.7677591942,6.7102630235
CTNNAL1,7.8764323571,7.4474051644,8.0946961197,8.7424419417,7.978878225,9.2321863752
CTR9,7.0953902194,7.0685274968,7.1177199565,7.4552301987,7.4931334997,7.3833514842
CTSC,7.6928625765,7.9860845638,7.3656658276,8.1251210979,9.3477978946,8.087272282
CTSE,6.8148436392,6.8108998574,6.7846233976,7.0828525212,6.9888098619,6.8948364953
CTSF,7.4309875763,7.5160411361,7.4807155468,7.806103679,8.2659474606,8.4083633424
CTSL2,6.9632734768,7.0898345692,6.7701546846,8.2780950297,7.2736551217,8.4107804118
CUEDC2,9.1546902216,9.4719651123,9.3318869476,8.408481701,8.7398225462,8.6722376308
CUGBP2,9.4687956447,7.8092546399,9.1090713038,7.6344387647,7.2632716522,8.0975765397
CUL1,11.8958443334,10.9634302441,11.3791670987,10.8906452359,10.479196202,10.7440569602
CUL2,8.822751114,8.6724137953,8.7480364247,9.2087640133,9.2497515816,9.2131604584
CUL4B,6.555807622,6.5025922295,6.5472204105,6.7360306906,7.2005986075,6.6025341937
CUTA,11.2288079748,11.6300351735,11.6017919358,12.6983085722,12.2694252832,11.6633307185
CWC15,8.4652958193,8.2509787254,8.7934940385,9.1242297247,8.9567635576,9.08041665
CWC22,6.9532658635,6.8886293421,6.9431250591,6.9991223484,7.0391802611,7.0325005244
CX3CL1,8.1743845166,7.6571926141,7.8289379948,7.22422006,6.8825720909,6.9894794619
CXCL13,9.5178267226,8.9921229376,9.2332034393,7.2796205345,7.4654221153,7.7945555922
CXCL16,14.6976539664,14.3248515847,14.5749937504,13.2975322443,13.2060619551,13.8598859788
CXCL5,8.5496852368,11.4566016358,7.2868823897,6.9282638792,8.2431261143,6.8806583743
CXCL6,7.4775074185,8.394647912,7.0167076619,6.7127993019,7.1970335924,6.9483084688
CXORF24,6.6019304728,6.578711037,6.6223056944,6.7117890708,6.8321076289,6.649254028
CXORF30,6.7546379835,6.7677378169,6.7816018516,6.873065926,6.9140052917,6.8661085401
CXORF36,6.9137742053,6.8694796804,6.8190251542,7.350614189,7.1749541178,7.2319644711
CXORF57,7.2027115574,6.7202449968,7.2469091807,6.3759927244,6.4971319577,6.4535159977
CXORF64,7.3296213218,6.9574830139,7.5104311082,7.7886943265,7.4539758497,7.7353240759
CXXC4,7.0643282818,7.1429090623,7.003099614,6.8243680955,6.811541143,6.8114652836
CXXC5,11.6790495421,11.6682832466,11.4710772221,10.6917021336,10.7420172204,10.2491927134
CYB5B,10.756963956,10.3962150778,10.6248394679,11.5289426669,10.9617474083,11.8673904066
CYB5R3,9.1112467024,8.7633280596,9.6848895728,8.1789249851,8.2987439231,8.9569707809
CYBA,11.1018743528,11.6010895821,10.7342846264,9.9913156539,10.6944333967,8.7706550305
CYBB,7.1749757826,7.8075278052,7.1272675234,9.259680318,10.6627517122,8.1845797945
CYCSL1,8.9276381088,8.7793020531,9.3992775596,9.7729039732,9.9888253951,9.8975561384
CYFIP2,8.1923111615,6.8432698614,8.3580520807,6.7889628776,6.6766575964,7.3015221185
CYGB,8.8723031838,8.8002938637,7.70736692,7.5681355042,7.1786775268,7.5820684951
CYORF15B,7.2308394318,7.1260862206,7.2703086577,8.2535066495,7.6134183531,8.5154218321
CYP11B1,6.7846076759,6.7363108372,6.7845269356,6.8624094022,6.8331873658,6.8952836677
CYP1B1,8.3031411,10.2628530513,7.5148018866,6.9878857243,8.567304622,7.1558981805
CYP27B1,10.9203342484,10.1351516751,10.1069262188,7.8354988912,8.390024465,7.6642775566
CYP2D7P1,7.2013431344,7.1373799474,7.1522343826,7.021511623,6.9707471652,6.9395616338
CYSLTR1,7.6039739233,7.0145556955,7.2513997756,8.4121899581,9.0168385416,7.8624669863
CYSLTR2,6.6959835243,6.6237922968,6.6376035563,6.9115886378,6.8827621905,6.7899868266
CYTH1,12.6778500593,12.7075472915,12.4114748331,11.6566991869,11.664400904,11.1615857119
CYTH3,7.2942254364,7.1141312521,7.1380531531,7.6207104609,7.7529723031,7.5421802413
CYTIP,10.7220849704,10.0184539863,10.6389059905,9.7833035284,8.2021543984,9.1427341895
CYTSB,9.3797316661,8.3584709573,9.102333984,8.032729218,7.6962018905,8.2549936478
D21S2056E,6.8773849208,6.8552084176,6.8506387124,6.6481796741,6.7805695995,6.7273586968
D2HGDH,12.5570904999,12.6129704925,10.924247293,9.7952797556,11.0590997495,9.7995751918
DAAM2,7.0270104159,7.0301548856,7.1105295619,7.2285396778,7.2068112783,7.3576981014
DAB2,9.0317565381,12.4020769961,10.039699555,11.7429103739,13.9019491899,12.2132217962
DAG1,8.4227945152,8.6616370404,7.456478845,7.2798498593,7.9950300599,7.1170420162
DAO,6.819202488,6.9113376585,6.9422425976,7.1384394391,7.0306331032,7.0458947757
DAP3,9.7129680847,9.8410484981,9.8005969209,10.217454571,10.4242685636,10.3593400402
DBNDD2,12.0602779308,12.1235063105,12.351550546,11.1881561523,11.6581203852,11.4601148825
DBNL,10.2114536477,9.7043757253,9.7688597012,8.6450731599,9.1243754478,8.7662311946
DCAF15,7.2278371845,7.3031704709,7.4133058624,7.0881057411,7.1169746392,6.9866858221
DCAF6,7.8500694165,7.562581665,7.7360157973,7.1032642537,7.1194437745,7.3868463247
DCD,6.8802392169,6.9292949021,6.8510430256,7.0676096408,7.0401687055,7.1224831434
DCI,10.109540773,9.8554098696,10.2135581981,9.5212913658,9.0758455882,8.9972112537
DCLK1,7.1128842709,7.1545066143,7.1348441015,7.3479751783,7.2952610121,7.6809214712
DCLRE1B,6.9754054307,6.9975136342,6.9788211515,7.4495236896,7.3745929193,7.222707102
DCT,6.7907484404,6.8114383412,6.757925889,6.6764641226,6.6413252774,6.6788260162
DCX,6.7190457956,6.7981062332,6.6258864371,6.9750358557,6.9897248464,6.9131995056
DDB2,9.5241216357,9.0444346782,8.5008082962,7.6980026513,7.304286937,7.0965631483
DDIT3,8.7384297532,9.2241271894,8.6887747175,9.6610252433,9.867677362,9.3852050842
DDOST,11.6595508939,12.2124450163,12.0953608117,12.5869737388,12.3749262729,12.6870798489
DDR1,7.8286596243,7.9464280951,7.874632282,7.3243294336,7.370439453,7.3026458107
DDRGK1,9.6990798728,9.6989473937,9.3310870598,8.9761037207,9.1031419227,8.4864101345
DDX10,7.8946224908,7.5399164187,7.7136356821,8.5414641503,8.1572132948,8.5860154068
DDX12,7.3708490211,7.331730348,7.4551100077,7.1368253698,7.1468397332,7.1507229611
DDX19A,8.6498654729,9.1631780965,8.5061688499,9.4561780596,9.2516282059,9.915593507
DDX21,9.1520908689,8.9241403975,9.7764118251,10.5063682432,10.0497511695,10.5891112377
DDX24,11.5396421118,10.8941175757,11.1356535115,10.5937618277,10.2397735796,10.6797547552
DDX27,8.3636212383,8.4610090189,8.7417832506,9.8441761947,9.4006316142,10.1944889581
DDX3X,11.5221733644,11.6910833703,11.3761423502,11.9456995624,11.987113616,12.3955406552
DDX3Y,7.0947077608,6.9316503815,7.1380083169,7.8779121806,7.8644425395,8.1182912283
DDX47,11.9182341439,11.9362336071,11.8791041317,12.623932942,12.4717253741,12.2662178031
DEDD,9.1091679809,8.5584869921,8.9194794691,7.9581800977,8.1927814364,8.2058210919
DEDD2,11.9089337558,12.1337494374,11.2817619037,12.4144318892,12.5555627711,12.7186352288
DEFA5,7.1199409089,7.1350587313,7.2339628849,6.9502341486,6.9031088641,6.9630775878
DEFB106B,7.2546979343,7.2952581875,7.3283487337,7.1402593798,7.10814539,7.1223979518
DEFB108B,7.1088798071,7.1522774551,7.0677834794,6.9376659595,7.0053965504,6.9602290227
DEFB128,7.2051450516,7.203529357,7.2145240436,7.0693988396,7.0311772172,7.0872344959
DENND1A,8.2677541481,8.496950906,7.8432172371,7.4737750735,7.6826479867,7.0917058448
DEPDC1,6.6720794988,6.7493730765,6.5856086474,6.5723940808,6.5229778064,6.5417464421
DES,6.7859939644,6.6940706243,6.6956030318,6.5501311287,6.5928701713,6.6102304539
DFFA,7.2492935456,7.3371665253,7.2719289637,7.4960316445,7.481890425,7.5945548384
DGCR6,8.504128577,9.1826239309,9.421670067,8.1983907103,8.2116282358,8.2434148905
DGCR6L,8.156879378,8.5740907069,8.9038768014,7.9296901566,7.8417158816,7.8796689797
DGKA,9.8365968104,8.9433444401,9.3728794415,8.3585434077,8.0171512966,7.9421152127
DGKD,8.658429097,8.7681893329,8.5315192918,9.3825856965,9.8752435654,9.6906431978
DHPS,10.0990672119,10.0230335711,9.9831278873,9.5016627326,8.8336594866,8.7127778236
DHRS3,8.4466922717,7.8864416084,10.2459426401,9.4436687534,10.0025880315,9.2282011121
DHX30,8.8902799654,8.3921568903,8.4355637703,7.7988025326,7.4661507152,8.1961496884
DHX36,7.5704122646,7.3180068066,8.4222498624,8.0485696076,7.9237026415,8.753915385
DHX40,9.0379100369,9.5081809512,8.8973649825,9.7349305993,10.0574635207,9.8902752225
DHX58,9.0373461248,9.2965491922,8.0569796568,6.8956875533,7.1665017743,7.008445217
DIAPH3,7.0003730586,6.9656607031,7.0472443209,7.1831290974,7.1301604392,7.2905186229
DIDO1,8.8551241645,8.4947319543,8.7493211995,8.398867241,7.6655451371,7.8439438654
DIP2B,8.7915546346,9.2205318134,8.8836657066,10.1850664213,10.2635938153,9.8085503132
DIRAS3,7.1366296922,7.0760078035,7.0867026049,7.2779897624,7.2394866487,7.3362842915
DKFZP564C196,6.9074035768,6.90990246,6.9193793044,7.0500451395,7.2904223787,7.0576244814
DKFZP686C2281,6.8113747856,6.809534069,6.8254843325,6.9465036517,6.9838821503,6.9296084222
DKFZP686O1327,6.8612835805,6.7325230753,7.0373759528,7.0236330922,6.9946796632,7.0920907952
DLEC1,6.6728457497,6.7738532154,6.6630029584,6.8212762538,6.8892971468,6.8518505438
DLGAP4,8.2382689917,7.7963476084,8.5070821453,7.4794047974,7.2726753198,7.7147976514
DLGAP5,6.8867557964,6.7693876448,7.0027570046,8.3441373339,7.819553223,7.5263491842
DLK1,6.4290149053,6.4751465695,6.4763571616,6.8619535532,7.6189488951,8.0078950623
DLX2,6.8905867219,6.938782155,6.9358728721,7.0102436443,7.0862804685,7.0963634373
DMP1,6.7372489686,6.8834666365,6.7253515438,6.6119930697,6.6100542901,6.6677876601
DMRTB1,6.8337416181,6.8605930138,6.7182984392,6.6707120092,6.6422800018,6.6636635412
DNAJA1,13.2821202411,13.1927855063,13.1278684951,13.9731262354,14.2439846006,14.6708661386
DNAJA2,8.2117098346,8.7731408903,9.3552500262,10.6800589168,10.0874806497,10.4089462228
DNAJA4,10.5193956766,11.0628995852,10.5239914934,13.3408480343,13.3740950381,13.7089708335
DNAJB1,11.4631005147,12.2033921707,11.936267634,13.5285452297,13.6940665047,14.0557165155
DNAJB11,11.8370956888,12.475692824,12.5052791737,13.6167626733,13.5289166059,13.5878669054
DNAJB12,7.0803046563,7.1018535441,7.1806380581,7.3032317288,7.4309196754,7.2350082202
DNAJB13,6.8814425248,6.8880150386,6.8049307449,6.7242063296,6.7038430933,6.6459075864
DNAJB5,6.879303731,6.8814220324,6.8176614909,6.6170499463,6.6717482015,6.5856090855
DNAJC14,9.1494048313,8.6103866435,8.9258611285,8.139325401,7.7372950243,7.4687668362
DNAJC27,8.3090370524,8.4838583806,8.5221701723,9.4146419144,9.7235477738,9.9159967113
DNAJC28,6.9386972815,6.9692485098,6.9266718089,6.7607621329,6.7870535963,6.786909039
DNAJC3,7.7018693124,8.5008634537,7.6664050539,8.9382891514,9.5482259486,8.3871350661
DNAJC5G,6.9586517758,6.9881582702,7.0538476012,7.1247145718,7.0900349441,7.198642266
DNAJC9,10.0530346558,9.7465839202,10.3716810942,11.0635412224,10.1175434946,11.100930523
DNASE1L1,6.6832625505,6.7265638977,6.6601846838,6.9745580521,6.8345185468,6.9405580365
DNM2,8.6139145157,8.716263662,8.1771062249,7.6534870743,7.9866419352,7.7174202571
DNMT3L,6.8648763924,7.0024689638,6.8296753426,6.7941939317,6.716543585,6.7045372357
DOC2A,6.7553876258,6.8468731295,6.8763542603,6.947824542,7.0409586476,6.9460578638
DOCK11,10.2559721834,9.6377151168,10.00068366,10.5522689999,10.5092349136,10.732319078
DOCK7,8.2798189528,8.1618793863,8.602816464,9.0332116515,9.1108282978,9.0203470442
DPF3,7.2142723195,7.2719390274,7.2220501786,7.0591264427,7.0473429624,7.0991289374
DPP3,7.9857194131,7.5978733815,7.9978763261,7.3628499882,7.1583870571,7.4853876898
DPP7,9.1633813674,9.2805976559,9.0337938611,8.4206294937,8.564550553,8.1942821216
DPP9,9.9688501272,9.0647523425,9.4729625422,8.3083325877,7.9714807316,8.0750754075
DPPA3,6.8284804934,6.785977934,6.8491820084,6.9602681205,6.9252052737,6.9265761074
DRAP1,10.6429613627,10.9717521837,10.5755489534,10.1705298845,10.0779716869,9.5813035842
DRGX,7.1160836061,7.0031535122,7.0627660437,7.1807300506,7.1594053727,7.3127773843
DSC3,7.2999289645,7.2373468232,7.1533606316,7.5746640319,7.5551781321,7.4399447316
DSCC1,7.5865756448,7.2025203714,7.4709281978,8.2070934704,7.800986676,8.6753868761
DSCR10,7.4796088751,7.3571289939,7.2944446387,7.597866304,7.6281716665,7.6497693683
DSG1,6.9447490344,6.9531148546,6.8597289316,6.7711668372,6.7737936463,6.7965347591
DST,6.6596522909,6.608171598,6.6562218755,6.4343211699,6.5298780594,6.4345702677
DTL,7.0101111252,6.9004662016,6.9798838418,7.8648917335,7.2290388143,7.7827256354
DUOX1,6.6304836135,6.6345372373,6.6445391903,6.4726869756,6.50587623,6.5025218746
DUOX2,6.597043754,6.6521015831,6.5846738115,6.4891801183,6.4770487828,6.5035924806
DUSP10,7.6561060181,7.6420986164,8.0949580937,8.614633455,8.3372424891,9.0237091941
DUSP11,6.9593439457,7.0016407982,6.9527236024,6.7319752142,6.628157967,6.6752632907
DUSP22,11.3047520045,10.9758329597,10.2476270538,10.169687956,10.2048723085,8.9995814856
DUSP5P,8.1391548888,7.3119808648,8.1180450108,6.8385752095,6.5034326109,6.6398721925
DUT,6.9421603323,6.8892431075,6.8170832168,6.713023834,6.6370003709,6.6853226143
DUXAP3,6.6419640873,6.7072488461,6.7304575713,6.9783076635,6.9541090047,6.9083951411
DYNLRB1,10.8737019855,10.740252692,10.4299758955,9.85798278,10.111282089,9.8038108216
DYRK1A,8.8643433373,8.9362153535,9.1738737777,10.0075232964,9.7012504647,9.8804124046
E2F2,7.7277940366,7.1701626758,8.745218546,10.4409470067,8.4900791373,8.8382834084
E2F6,6.9720838076,6.8986446503,6.9080288817,6.7693689403,6.7348745802,6.7581831512
E2F8,6.7661216781,6.7327924674,6.744536068,6.5815143,6.5921727551,6.6814118927
EBF4,7.5322690311,7.0772918448,7.8045567766,7.0420605831,6.9877464418,7.029971583
EBI3,12.4574952065,11.9279485633,10.7222759168,9.6650780978,10.877133365,8.2299670031
EBP,7.5036269359,7.3934890214,7.2882046973,8.7089715981,7.7243117352,8.5601970545
ECE1,7.6367274436,7.1978482519,7.9562593229,6.7952898943,6.8420136748,6.9783735546
ECEL1,6.8655621537,6.7916414331,6.7658067992,6.6024715735,6.6611926255,6.6872230139
ECGF1,14.5806253281,14.8049413583,14.2871975681,13.6721837354,13.7202126316,13.5294644935
ECH1,11.6922793228,11.6490859589,10.9257737308,10.6041536854,10.9563183759,10.1589149404
ECHDC1,7.0523800166,7.086552102,7.0425985722,7.2650877664,7.3153372988,7.1802850776
EDA,6.6857908807,6.664330575,6.6187489573,6.5134016293,6.5547402981,6.542087556
EDARADD,8.3251649956,7.8819592247,8.1576967169,7.6262430105,7.7149593026,7.5854533756
EDEM3,6.9438605424,6.8148910954,6.9232022495,7.1190625912,7.0599452102,7.1209079209
EDF1,11.7147052788,11.4254932136,11.9530756009,10.9580968591,10.8519062522,11.0491910301
EEF1B2,12.9169435859,12.8136686979,13.9597377004,14.1582675823,13.6640973879,14.3643133166
EFCAB1,7.083437574,6.9087548871,6.9930691157,6.8531331629,6.8608979199,6.8482087882
EFCAB5,6.95190442,6.864517964,6.9058521373,7.1362191257,7.0755426036,7.1193630141
EFNA4,7.6163044325,7.4465552291,7.4975701655,7.0552598479,7.2361729217,7.1108396073
EFR3B,7.1111945664,7.0814617841,6.9850888152,7.2714303913,7.3896594604,7.4702361592
EGFR,6.6900791806,6.7332075312,6.6414231196,6.6037745611,6.594313953,6.5800553267
EGLN2,9.9178003937,9.7870098764,9.9799989829,8.9651935359,9.0872273208,8.803242575
EGOT,7.0737497953,6.8887639523,6.9588171942,7.3226173781,7.1561786885,7.2070727976
EGR1,8.7262200516,10.0621427186,8.8361706081,9.8467974598,10.3498726877,10.8082651941
EHBP1L1,11.6473009329,11.101106886,11.3915236925,10.0535251901,10.5634524945,10.3004102962
EHF,7.3770880223,7.2624232455,7.1492573785,6.8981442239,6.7945586285,6.9327578537
EI24,8.8958953228,9.0342190098,9.3652687281,10.0905832931,9.3578017876,10.3877549582
EIF1AX,7.4356978991,7.5770187644,8.0929959048,7.2132934342,7.2178425952,7.1718776752
EIF1AY,6.9944844532,6.9958100928,7.0781050819,7.5829509301,7.6536953924,7.8682399825
EIF1B,9.2203665431,9.9359678838,9.7638794209,10.1057841961,10.8989611142,10.3383388801
EIF2A,10.1170484609,10.352275308,10.9106011012,11.6806068201,10.8283117669,11.1328810614
EIF2S3,10.0921639251,10.4182911432,10.5451191079,11.4867915469,11.5183273617,11.6238819852
EIF3D,12.6144420407,12.7763562918,12.7467586131,13.1790832435,13.1850115901,13.1130064751
EIF3E,12.9414656102,12.5615225095,13.3785003109,13.9561393626,13.7102778873,13.8375673225
EIF3H,11.5860763384,11.4777365615,12.102536163,12.5582925439,12.2859494146,12.647274513
EIF3I,11.8784279997,12.0395734512,11.9781231738,12.5770873037,12.3659997099,12.4110493979
EIF3K,12.1812646461,12.2270406214,12.515596188,13.2092423375,12.9394923306,12.6233207031
EIF3L,14.6616087045,14.4813337019,14.7068628342,15.0912625365,14.8688740129,15.0312037029
EIF3M,8.5345844374,8.4092512867,9.091668388,9.9169419478,9.306820101,9.7618046178
EIF4A1,14.125910952,14.4415389777,14.2269525802,14.7063758499,14.6570901506,14.5067390426
EIF4A2,10.8323199636,10.7156305583,11.1652383725,10.0905658841,10.0369791677,9.6556686365
EIF4A3,12.2086877335,12.2671390779,12.6616947775,13.6876675591,13.977246111,13.9068570509
EIF4EBP3,9.1364052845,9.1051049089,8.6922889124,8.2091492975,8.2723856975,8.0440078676
EIF4ENIF1,8.5965892269,8.139311785,9.2110013756,7.6798813697,7.9626666836,7.9661010041
EIF4G2,11.5797281971,11.6141073485,11.3370872057,12.1621854456,11.8209470525,12.0371949852
ELA3A,6.8286449684,6.716418927,6.6558009139,6.9893139212,6.9958318921,6.8050024844
ELAVL1,7.7238279222,7.4225591506,8.0215419979,7.0454780492,6.884096699,6.9226183792
ELF2,8.7841345557,8.5290316639,8.8941158888,9.4651684551,9.9575070343,9.4011401707
ELK1,11.5011766429,11.0863971923,10.8144396004,10.6395432142,10.1986701853,10.2811226429
ELL,9.7372203473,10.6203994919,9.626265502,8.6578290697,9.4756237577,8.4480436131
ELMO3,7.5955143924,7.4224937559,7.304206444,7.1289453388,7.1486358463,7.3168435251
ELMOD3,7.1383195077,7.2164070192,7.1432886408,7.3592883741,7.4761701822,7.3829382509
ELN,7.1967666289,7.05553789,7.0428403088,7.3205031049,7.3236697514,7.2332954086
ELOVL5,9.2488972791,8.9638261888,10.535513638,10.6634375929,9.8171774725,10.8342659099
ELOVL7,7.6965575657,7.3406157877,7.2502661107,7.0872158475,7.2344599014,6.877299603
ENC1,7.1804344202,7.1561123577,7.236572522,7.5357167275,8.0154959658,7.9976870926
ENO1,14.7270101159,14.9448689491,14.4432638082,14.3568165829,14.0989747688,13.9648138895
ENO2,10.8616401738,12.3781791366,9.3872972072,8.7717593545,9.3343300299,8.3930273265
ENOPH1,7.3168720023,8.1379534512,7.7001458665,8.7917027352,8.8111092651,8.9044424989
ENPP2,7.7721667841,7.272976485,8.4497643696,8.2273459256,9.8166392634,9.5249867453
ENTHD1,8.7500069981,7.0754522288,8.7025595602,6.7716513899,6.5728490646,7.2256637772
ENTPD2,7.1198268462,7.0946755757,7.0247468752,6.9492269206,6.9621918016,6.9671642056
ENTPD6,9.4588391745,9.7145051235,9.4416981559,8.4773005409,8.5031582349,8.7769490937
ENY2,9.8167777859,9.6497980414,10.3494896529,10.4162696898,10.3866714641,10.9256028873
EPB41L4B,6.9727437522,6.987180492,6.9649147157,7.1404699129,7.1859588792,7.1102995392
EPHA6,7.0314778923,7.0192894856,7.058290064,7.0984171213,7.2317514663,7.1620787778
EPHX1,7.133377532,7.1622237449,6.9915517963,6.8746844345,6.7971509332,6.7641334526
EPN1,10.4545568584,11.2326069203,10.5393701354,11.3781578196,12.0705130814,11.4047477296
