EnsemblId,totalScore,IRF,NFY,NFKB,HOXD13,ZNF35,PRDM1,ATF3,IRF4,HSF,HOXB13,POU2F2,SOX7,FOXP1,DMRT2,RAD21,VENTX,BHLHE40,ZNF691,POU3F3,REL,HBP1,MYC,NRF1,HEY1,RARG,ALX1,EGR1,REST,FOXA,NR3C1
ENSG00000005882,5.132349180430084,0.6532309374281656,2.8326327761091266,2.7530514005633244,0,0,3.1105060002711213,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000005884,-2.398842811394834,1.175815687370698,0,0,0,0,0,-1.4295313214308518,0,0,0,0,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000006459,-3.0980300592997048,0,0,0.5506102801126649,0,0.5684315945292844,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000006704,-4.79165414377087,0.5225847499425325,0,0.5506102801126649,0,0,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000006756,1.66532975018109,0.9145233123994319,0,0,0,0.5684315945292844,2.332879500203341,0,0,0,0,-0.6424134351761217,1.0294803087320716,1.255332886712177,0,-0.9420176325058234,0,-1.2031095448288571,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000007202,-0.24914875665412828,1.045169499885065,0,0,0,0,0.7776265000677803,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000007216,1.3910211855358194,0.3919385624568994,0,0.5506102801126649,0,0,0.7776265000677803,0,0,1.25527691058042,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000007314,-0.16853114862701912,0.26129237497126623,0,0.5506102801126649,0,0,0.7776265000677803,0,0,0,0,-0.6424134351761217,1.0294803087320716,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000008083,12.47687047802118,0.9145233123994319,4.24894916416369,0.27530514005633244,0,5.684315945292843,0,-1.4295313214308518,0,1.25527691058042,0,-0.6424134351761217,0,5.021331546848708,0,0,0,-1.2031095448288571,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000008197,1.9012958784168688,0.3919385624568994,0,0,0,0.5684315945292844,0,0,0,1.25527691058042,0,0,0,0.6276664433560885,0,-0.9420176325058234,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000008300,3.1223563819301274,0.5225847499425325,4.957107358190972,0.27530514005633244,0,0,0,-1.4295313214308518,0,0,0,0,0,0,0,0,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000008513,-1.3689817250874003,0.3919385624568994,0,1.1012205602253298,0,0,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,1.3549310861720245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000010318,-1.3698981083911448,0.6532309374281656,1.4163163880545633,0,0,0,0.7776265000677803,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000010818,-0.20530739310247392,0.6532309374281656,0,1.6518308403379947,0,0,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,1.7067027630730198,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011451,2.5704546669712642,0.7838771249137988,0,3.0283565406196566,0,0,2.332879500203341,-1.4295313214308518,0,0,0,0,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011566,0.36814713800213844,0.13064618748563311,0,0.8259154201689973,0,2.2737263781171375,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,1.3549310861720245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000012983,4.964026514577533,0.7838771249137988,0,0.5506102801126649,0,1.1368631890585688,1.5552530001355607,0,0,0,1.440150337423494,-0.6424134351761217,1.0294803087320716,1.255332886712177,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000013583,1.2301852135295768,0,0,0.27530514005633244,0,0,0,-1.4295313214308518,0,0,0,0,1.0294803087320716,0,0,0,0,0,0,0,1.3549310861720245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000014641,7.992672847785375,0.7838771249137988,0,1.3765257002816622,1.1377637673422574,0,0,0,2.414130745855844,0,1.440150337423494,-0.6424134351761217,0,0,0,0,0,0,0,0,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000014824,11.793809470900033,1.3064618748563313,0,2.2024411204506595,0,0.5684315945292844,2.332879500203341,-1.4295313214308518,2.414130745855844,1.25527691058042,0,-0.6424134351761217,2.0589606174641433,1.255332886712177,1.7067027630730198,-0.9420176325058234,0,0,0,-1.6477772398844137,1.3549310861720245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000015475,3.6217704541085975,1.5677542498275976,0,0.5506102801126649,0,0.5684315945292844,0,-1.4295313214308518,2.414130745855844,1.25527691058042,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000015592,-0.17559668448739085,0.5225847499425325,4.24894916416369,0.27530514005633244,0,0,0,-1.4295313214308518,0,0,0,0,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000016391,10.030818954592885,0.3919385624568994,0,0,2.2755275346845147,3.9790211617049907,0.7776265000677803,0,0,0,1.440150337423494,-0.6424134351761217,1.0294803087320716,0.6276664433560885,0,0,0,-1.2031095448288571,0,0,1.3549310861720245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000017621,-0.34774595435861017,0.13064618748563311,0,0.27530514005633244,0,0,0.7776265000677803,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,0,0,0,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000019144,2.348223172415227,0.6532309374281656,0,3.3036616806759893,0,0,0.7776265000677803,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0.6276664433560885,0,-0.9420176325058234,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000019549,6.003980232625983,0.9145233123994319,0,0,2.2755275346845147,1.1368631890585688,0,-1.4295313214308518,0,1.25527691058042,1.440150337423494,-0.6424134351761217,1.0294803087320716,0.6276664433560885,1.7067027630730198,-0.9420176325058234,0,-1.2031095448288571,0,-1.6477772398844137,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000020922,9.677698988406041,1.045169499885065,7.789740134300099,0,2.2755275346845147,0.5684315945292844,0.7776265000677803,-1.4295313214308518,0,1.25527691058042,0,-0.6424134351761217,0,0.6276664433560885,0,-0.9420176325058234,0,0,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000024526,12.509909910330578,1.5677542498275976,3.540790970136409,0,3.4132913020267717,0.5684315945292844,0.7776265000677803,-1.4295313214308518,0,0,1.440150337423494,-0.6424134351761217,2.0589606174641433,0,1.7067027630730198,0,2.3590331171023227,-1.2031095448288571,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000026559,-2.411184743248569,0,0,0.5506102801126649,0,0,0,-1.4295313214308518,0,1.25527691058042,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000027075,-0.9538348276134244,0.3919385624568994,0.7081581940272816,0.5506102801126649,0,0,0,0,0,0,0,-0.6424134351761217,0,0.6276664433560885,0,-0.9420176325058234,0,0,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000027847,-1.19741701400597,0.26129237497126623,0,0,0,0,1.5552530001355607,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000033050,4.931455372351788,0.9145233123994319,4.24894916416369,0.27530514005633244,0,0,1.5552530001355607,-1.4295313214308518,0,0,0,-0.6424134351761217,1.0294803087320716,0.6276664433560885,0,0,0,0,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000033170,16.74355551333456,0.7838771249137988,4.957107358190972,0,2.2755275346845147,5.684315945292843,0.7776265000677803,0,0,1.25527691058042,0,-0.6424134351761217,0,1.8829993300682655,0,-0.9420176325058234,2.3590331171023227,0,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000034677,7.63832949736634,0.9145233123994319,0,0,1.1377637673422574,0.5684315945292844,0,-1.4295313214308518,2.414130745855844,1.25527691058042,0,-0.6424134351761217,2.0589606174641433,1.8829993300682655,0,-0.9420176325058234,0,0,2.067982848123904,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000035862,5.143750981802894,0.7838771249137988,0,2.2024411204506595,2.2755275346845147,0.5684315945292844,3.1105060002711213,-1.4295313214308518,0,0,1.440150337423494,-0.6424134351761217,0,0.6276664433560885,0,-0.9420176325058234,0,-1.2031095448288571,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000036257,12.42541779406936,0.9145233123994319,2.8326327761091266,0,0,3.9790211617049907,0,-1.4295313214308518,2.414130745855844,0,0,-0.6424134351761217,1.0294803087320716,3.765998660136531,1.7067027630730198,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000037474,4.923514379466315,0.7838771249137988,0,0.27530514005633244,0,0.5684315945292844,1.5552530001355607,-1.4295313214308518,0,0,0,-0.6424134351761217,2.0589606174641433,0.6276664433560885,0,-0.9420176325058234,0,0,2.067982848123904,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000038210,8.025377028855155,0.6532309374281656,0,2.7530514005633244,0,0.5684315945292844,0.7776265000677803,0,2.414130745855844,0,0,-0.6424134351761217,1.0294803087320716,0,1.7067027630730198,-0.9420176325058234,0,0,0,-1.6477772398844137,1.3549310861720245,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000039068,11.194074664583047,0.7838771249137988,6.373423746245535,0,3.4132913020267717,0,0,-1.4295313214308518,0,1.25527691058042,1.440150337423494,-0.6424134351761217,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000039523,0.2887331557557685,0.26129237497126623,0,0.27530514005633244,0,0.5684315945292844,1.5552530001355607,-1.4295313214308518,0,0,0,0,0,0,0,-0.9420176325058234,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000041357,9.439407208495213,3.919385624568993,0.7081581940272816,1.1012205602253298,0,0,6.221012000542243,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,1.7067027630730198,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000042304,4.330505917501687,0,0,0,0,0.5684315945292844,0,0,0,0,0,-0.6424134351761217,2.0589606174641433,2.510665773424354,0,0,0,0,0,-1.6477772398844137,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000042832,4.068631064737892,0.3919385624568994,0,0,2.2755275346845147,0,0.7776265000677803,-1.4295313214308518,0,0,1.440150337423494,-0.6424134351761217,0,1.255332886712177,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000043093,4.723860051091804,0.3919385624568994,0,0,0,0.5684315945292844,0,-1.4295313214308518,0,0,0,-0.6424134351761217,1.0294803087320716,1.255332886712177,0,0,0,0,2.067982848123904,0,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000043355,1.230426457947087,0.26129237497126623,0,0,0,2.2737263781171375,0,-1.4295313214308518,0,0,0,-0.6424134351761217,1.0294803087320716,1.8829993300682655,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000047617,10.491624802583512,0.3919385624568994,3.540790970136409,0.27530514005633244,4.5510550693690295,0.5684315945292844,0,-1.4295313214308518,0,1.25527691058042,1.440150337423494,-0.6424134351761217,0,0,0,-0.9420176325058234,0,0,0,0,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000047648,0.4857747680480895,0.5225847499425325,0,1.1012205602253298,0,0.5684315945292844,0,-1.4295313214308518,0,1.25527691058042,0,-0.6424134351761217,0,1.255332886712177,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000047662,3.1029426070348824,0.26129237497126623,0,1.3765257002816622,0,0,1.5552530001355607,-1.4295313214308518,0,0,0,-0.6424134351761217,2.0589606174641433,0,0,-0.9420176325058234,0,-1.2031095448288571,2.067982848123904,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000048052,2.2088975375847335,0.3919385624568994,0,0.8259154201689973,0,0,0,-1.4295313214308518,0,0,0,-0.6424134351761217,4.1179212349282865,1.255332886712177,0,-0.9420176325058234,0,-1.2031095448288571,0,-1.6477772398844137,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000048462,9.98086258112144,2.6129237497126625,0,0.27530514005633244,0,0,1.5552530001355607,0,2.414130745855844,0,0,-0.6424134351761217,2.0589606174641433,0,1.7067027630730198,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000048540,6.415866400861318,1.4371080623419643,0,0,0,0,3.1105060002711213,0,0,0,0,-0.6424134351761217,0,2.510665773424354,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000048828,-0.7942739847616845,0.26129237497126623,2.124474582081845,0,0,0,0,0,0,1.25527691058042,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000049167,-1.1967337487441239,0.13064618748563311,2.8326327761091266,0.27530514005633244,0,0,0,0,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000049247,7.206288430729611,0.5225847499425325,0.7081581940272816,0,1.1377637673422574,3.9790211617049907,0,-1.4295313214308518,0,0,1.440150337423494,-0.6424134351761217,0,3.138332216780442,0,0,0,0,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000049541,-2.540914062958893,0.3919385624568994,0,1.1012205602253298,0,0,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0.6276664433560885,0,-0.9420176325058234,0,0,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000051382,2.867209453297217,1.175815687370698,0,1.927135980394327,1.1377637673422574,1.1368631890585688,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,1.7067027630730198,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000053900,-1.4342220767869005,0.5225847499425325,0,0,0,0,0.7776265000677803,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000054179,-0.4391144234243495,0.5225847499425325,0,2.4777462605069918,0,0,0.7776265000677803,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000054938,-3.391156513772657,0,0,0.8259154201689973,0,0,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000055163,-1.203907296012303,1.3064618748563313,0,0,0,0,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,1.7067027630730198,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000055332,1.1620343792784604,2.220985187255763,0,0,0,0,0,-1.4295313214308518,0,1.25527691058042,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,2.067982848123904,-1.6477772398844137,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000055609,9.928300301645434,1.045169499885065,0,2.4777462605069918,5.688818836711286,1.1368631890585688,0.7776265000677803,-1.4295313214308518,0,1.25527691058042,1.440150337423494,-0.6424134351761217,1.0294803087320716,0,0,0,0,-1.2031095448288571,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000057593,-0.021046975773023613,0,0.7081581940272816,0,0,0,0,-1.4295313214308518,0,1.25527691058042,0,-0.6424134351761217,1.0294803087320716,0,0,-0.9420176325058234,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000057757,1.7923523123831822,0.26129237497126623,0,0,0,0,0.7776265000677803,-1.4295313214308518,0,1.25527691058042,0,-0.6424134351761217,1.0294803087320716,0,0,-0.9420176325058234,0,0,0,0,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000058085,8.5867562179122,0.6532309374281656,0,0,4.5510550693690295,0,1.5552530001355607,0,0,0,1.440150337423494,-0.6424134351761217,1.0294803087320716,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000058091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000060642,5.154789451963612,2.09033899977013,0,4.680187380957652,0,0.5684315945292844,0.7776265000677803,-1.4295313214308518,0,1.25527691058042,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000061987,10.58873278752972,0.6532309374281656,0,0,1.1377637673422574,4.547452756234275,0.7776265000677803,-1.4295313214308518,0,0,1.440150337423494,-0.6424134351761217,0,3.765998660136531,1.7067027630730198,0,0,-1.2031095448288571,0,-1.6477772398844137,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000062038,0.041506380844176904,0,0.7081581940272816,0,0,0,0.7776265000677803,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0.6276664433560885,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000063127,-1.0375927589739524,0.3919385624568994,0,0,0,0,0,-1.4295313214308518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064195,1.5983132082763176,0.6532309374281656,3.540790970136409,0.27530514005633244,0,0.5684315945292844,0.7776265000677803,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064547,-3.5638409965134885,0.6532309374281656,0,0,0,0,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064787,5.637841599590963,0.9145233123994319,0,0.27530514005633244,3.4132913020267717,0,0,-1.4295313214308518,0,0,1.440150337423494,-0.6424134351761217,2.0589606174641433,1.255332886712177,0,0,0,0,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065357,-0.2860116153591553,0.6532309374281656,0,0,1.1377637673422574,0,1.5552530001355607,-1.4295313214308518,0,0,0,-0.6424134351761217,1.0294803087320716,0,0,-0.9420176325058234,0,0,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065427,-0.5643168040330859,1.8290466247988637,0,0,0,0.5684315945292844,0,-1.4295313214308518,0,1.25527691058042,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065457,-4.008508691569045,0.6532309374281656,0,0,0,0,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,0,0,-1.6477772398844137,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065534,1.6108012513843377,0.5225847499425325,2.8326327761091266,0.27530514005633244,0,0,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,1.255332886712177,0,0,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065717,-2.2075786861629108,0.13064618748563311,0,1.1012205602253298,0,0,0.7776265000677803,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065802,-3.955779558970388,0.26129237497126623,0,0,0,0,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000066185,-0.6941561735495974,1.045169499885065,0,2.4777462605069918,0,0,0,-1.4295313214308518,0,0,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000066933,-0.19858863425471962,1.4371080623419643,0.7081581940272816,0.27530514005633244,0,0.5684315945292844,0,-1.4295313214308518,0,0,0,-0.6424134351761217,1.0294803087320716,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000067560,4.103166653077551,0.3919385624568994,1.4163163880545633,0,1.1377637673422574,0.5684315945292844,0,-1.4295313214308518,0,0,1.440150337423494,-0.6424134351761217,0,1.8829993300682655,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,1.4826386071444408,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000067842,-1.3379897131933718,0.5225847499425325,0,1.1012205602253298,0,0,0,-1.4295313214308518,0,1.25527691058042,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000068001,-0.6226648983118745,0.7838771249137988,0,0,0,0,1.5552530001355607,-1.4295313214308518,0,1.25527691058042,0,-0.6424134351761217,0,0,0,-0.9420176325058234,0,-1.2031095448288571,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
