EnsemblId,totalScore,IRF,NFKB,TFAP2,NFY,ZNF281,MYC,UNCX,ZSCAN16,HOXD13,CCNT2,EWSR1::FLI1,TFAP4,STAT,JDP2,POU3F2,ALX1,MEIS1,PAX4,HSFY2,SRY,RREB1,YY1,FOXJ1,TGIF1,SOX1,RAD21,E2F,LMX1B
ENSG00000006459,3.612009583628841,0,0.4274609091547271,-0.5435622498243827,0,0.6677878886736399,-0.7326269769840632,0,0,0,0.2678794897622275,0.8785655378265883,0.8953714614220494,0.2948364799712744,0,0,0,1.1136474961734517,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000006625,-0.27314553288749543,0.3612026174394763,0,0,0,0,-0.7326269769840632,0,0,0,0,0,0,0.09827882665709146,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000006652,3.0119582224384724,0.18060130871973815,0,-0.5435622498243827,0.5496780862651239,0,-0.7326269769840632,0,0,0,0.2678794897622275,1.7571310756531766,0.8953714614220494,0.2948364799712744,0,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000006712,3.246099731577833,0.4515032717993454,0,0,1.0993561725302479,0,-0.7326269769840632,0,0,0,0,0.8785655378265883,0,0.2948364799712744,0.9118156989811118,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000006788,-4.017744806564606,0.09030065435986907,0,0,0,0,0,-2.2065058361447494,0,0,0,0,0,0.19655765331418293,0,-1.1757895059394472,-1.26495731960779,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000006831,3.3195307199931907,0.27090196307960723,0,-0.5435622498243827,2.7483904313256198,0,0,0,0,0.8950082175318427,0,0.43928276891329415,0,0,0,-1.1757895059394472,0,0,0.6852990949066567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000008056,6.616308336520253,0.18060130871973815,0.21373045457736356,-0.5435622498243827,0.5496780862651239,2.3372576103577396,-0.7326269769840632,0,0,0,1.6072769385733647,0.43928276891329415,0,0.19655765331418293,0.9118156989811118,0,0,1.1136474961734517,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000008118,-0.6085159842188391,0.7224052348789526,0,-0.5435622498243827,0,0.33389394433681996,0,0,0,0,0,0.8785655378265883,0,0.09827882665709146,0,-1.1757895059394472,-1.26495731960779,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000008197,1.071984372411464,0.27090196307960723,0,-0.5435622498243827,0,1.0016818330104598,-0.7326269769840632,-2.2065058361447494,2.0063439616654573,0,0,1.7571310756531766,0,0.09827882665709146,0,0,-1.26495731960779,0,0.6852990949066567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000008282,1.456060417380334,1.2642091610381672,0,-0.5435622498243827,0,0,-0.7326269769840632,0,2.0063439616654573,0,0,0,0,0.2948364799712744,0,-1.1757895059394472,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000008952,2.6734923155345256,0.27090196307960723,1.7098436366189085,-0.5435622498243827,0,0.33389394433681996,-0.7326269769840632,0,0,0,0.2678794897622275,0,0.8953714614220494,0.39311530662836586,0.9118156989811118,-1.1757895059394472,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000010292,3.300769067156379,0.4515032717993454,0.21373045457736356,-0.5435622498243827,2.1987123450604957,0,0,0,0,1.7900164350636854,0.2678794897622275,0,0,0.09827882665709146,0,-1.1757895059394472,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011275,0.646645691568941,0,0,-0.5435622498243827,0,0,0,0,0,0,0,0,0.8953714614220494,0.2948364799712744,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011405,-0.5809386218859596,0.18060130871973815,0,-0.5435622498243827,0,2.0033636660209195,-0.7326269769840632,-2.2065058361447494,0,0,0.535758979524455,1.3178483067398825,0,0.39311530662836586,0.9118156989811118,-1.1757895059394472,-1.26495731960779,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011465,1.5584794222600782,0.6321045805190836,0,0,0,1.0016818330104598,-0.7326269769840632,-2.2065058361447494,0,2.6850246525955277,0.2678794897622275,0,0.8953714614220494,0,0,-1.1757895059394472,-1.26495731960779,1.1136474961734517,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011677,6.088938536777805,0.4515032717993454,0.21373045457736356,0,2.1987123450604957,0.6677878886736399,-0.7326269769840632,0,0,0,0.535758979524455,0.8785655378265883,0.8953714614220494,0.2948364799712744,0,0,0,0,0.6852990949066567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000012174,0.2760842081094248,0.09030065435986907,0,-0.5435622498243827,0,0.6677878886736399,-0.7326269769840632,0,0,0.8950082175318427,0.535758979524455,0,0,0.19655765331418293,0,-1.1757895059394472,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000013288,0.23943659051706856,0.27090196307960723,0,-0.5435622498243827,0,0,-0.7326269769840632,0,0,0,0.2678794897622275,0.8785655378265883,0,0.09827882665709146,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000013503,0.2428328116556687,0.18060130871973815,0,0,0,0,0,0,0,0,0,0,0.8953714614220494,0,0,-1.1757895059394472,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000013561,3.534208308827622,0.4515032717993454,1.9235740911962722,-0.5435622498243827,0,0.33389394433681996,-0.7326269769840632,0,0,0,0,1.3178483067398825,0,0.09827882665709146,0,0,0,0,0.6852990949066567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000014257,-1.861538340315379,0.7224052348789526,0,0,0,0.33389394433681996,0,-2.2065058361447494,0,0,0,0,0.8953714614220494,0.4913941332854574,0,-1.1757895059394472,-1.26495731960779,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000017260,0.2576107410197153,0.09030065435986907,0.21373045457736356,-0.5435622498243827,0,0,0,-2.2065058361447494,0,1.7900164350636854,0.2678794897622275,0,0,0.6879517865996403,0,-1.1757895059394472,-1.26495731960779,0,2.398546832173299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000017427,3.908291957305007,0.5418039261592145,0,-0.5435622498243827,0,1.0016818330104598,0,0,0,0,0.2678794897622275,0.43928276891329415,0.8953714614220494,0.8845094399138234,0.9118156989811118,-1.1757895059394472,0,0,0.6852990949066567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000018280,0.28371971528591644,0.27090196307960723,0.21373045457736356,-0.5435622498243827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000018625,5.34388012107487,0,0.6411913637320907,-0.5435622498243827,0,0.33389394433681996,-0.7326269769840632,0,0,0,0.8036384692866824,3.0749793823930593,0,1.0810670932280062,0,0,0,0,0.6852990949066567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000020181,8.272297797200022,0.27090196307960723,0.6411913637320907,-0.5435622498243827,0,1.0016818330104598,0,0,0,2.6850246525955277,1.07151795904891,1.3178483067398825,0.8953714614220494,0.5896729599425488,0,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000020426,1.9887357179846505,0.09030065435986907,0.8549218183094542,-0.5435622498243827,1.0993561725302479,0,0,-2.2065058361447494,0,2.6850246525955277,0,0,0.8953714614220494,0.09827882665709146,0,-1.1757895059394472,-1.26495731960779,1.1136474961734517,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000022556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000023516,1.1163669342200784,0.9933071979585598,0.21373045457736356,-0.5435622498243827,0.5496780862651239,0,-0.7326269769840632,0,0,0,0,0.43928276891329415,0,0.19655765331418293,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000023608,2.794277747581833,0.18060130871973815,0,0,0,0,0,0,0,0,0.2678794897622275,1.3178483067398825,0,0,0,0,0,0,1.027948642359985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000024048,0.5291776395336169,0.5418039261592145,0.21373045457736356,-0.5435622498243827,0,0,-0.7326269769840632,0,0,0,0,0.43928276891329415,0.8953714614220494,0.2948364799712744,0,0,-1.26495731960779,0,0.6852990949066567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000024422,0.981317066725047,0.09030065435986907,0,-0.5435622498243827,0,0,0,0,0,0,0,0,0.8953714614220494,0.19655765331418293,0,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000026751,1.1011089414182813,0,0,0,0,0,0,0,0,0,0.2678794897622275,0,0.8953714614220494,0,0,-1.1757895059394472,0,1.1136474961734517,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000028203,0.5177862908673261,0.5418039261592145,0,-0.5435622498243827,1.0993561725302479,0,-0.7326269769840632,0,0,0,0,0.8785655378265883,0,0.19655765331418293,0,0,-1.26495731960779,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000028310,4.3833808265196685,0.09030065435986907,2.564765454928363,-0.5435622498243827,0,0,0,0,0,0,0.8036384692866824,0.8785655378265883,0,0.5896729599425488,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000029364,-1.8139082881534216,0.9933071979585598,0,0,0,0,-0.7326269769840632,0,0,0,0.2678794897622275,0,0,0.09827882665709146,0,-1.1757895059394472,-1.26495731960779,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000032742,-0.7789916385917595,0.18060130871973815,0,-0.5435622498243827,0,0,-0.7326269769840632,0,0,0,0.2678794897622275,0,0,0.19655765331418293,0,-1.1757895059394472,0,0,1.027948642359985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000033170,7.701158063156771,0.5418039261592145,0,-0.5435622498243827,3.8477466038558674,0,0,-2.2065058361447494,2.0063439616654573,1.7900164350636854,0,0.43928276891329415,0.8953714614220494,1.5724612265134634,0,-1.1757895059394472,-1.26495731960779,1.1136474961734517,0.6852990949066567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000035862,9.331802843241803,0.5418039261592145,1.7098436366189085,-0.5435622498243827,0,2.0033636660209195,-0.7326269769840632,0,0,1.7900164350636854,1.8751564283355924,2.1964138445664707,0,0.4913941332854574,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000037241,1.4010389631803688,0.09030065435986907,0,0,0,0.33389394433681996,0,0,0,0,0,0.8785655378265883,0,0.09827882665709146,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000037897,5.48900896343869,0.9030065435986908,0,0,0,0,-0.7326269769840632,0,0,2.6850246525955277,0.2678794897622275,0.8785655378265883,0,0.2948364799712744,0.9118156989811118,-1.1757895059394472,0,1.1136474961734517,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000039560,6.512884850165561,0.6321045805190836,0,-0.5435622498243827,1.649034258795372,0,0,0,0,0.8950082175318427,0,0.8785655378265883,0.8953714614220494,0.39311530662836586,0,0,0,0,1.7132477372666417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000039650,3.5857172161579816,0.4515032717993454,0,-0.5435622498243827,0,0.6677878886736399,0,0,2.0063439616654573,0,0.2678794897622275,0,0,0.39311530662836586,0,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000041880,3.7608864808043716,0.3612026174394763,0,-0.5435622498243827,0,1.3355757773472798,-0.7326269769840632,0,0,0,0.535758979524455,0.8785655378265883,0.8953714614220494,0.6879517865996403,0,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000041982,1.5493705630511811,0.3612026174394763,0.21373045457736356,-0.5435622498243827,0,0,-0.7326269769840632,0,0,0.8950082175318427,0.8036384692866824,0.43928276891329415,0.8953714614220494,0.39311530662836586,0,-1.1757895059394472,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000042304,-3.23876868554726,0,0,0,0,0,0,-2.2065058361447494,0,0,0,0,0,0.2948364799712744,0,-1.1757895059394472,-1.26495731960779,1.1136474961734517,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000043514,0.22397814203003064,0.27090196307960723,0,-0.5435622498243827,0,0.33389394433681996,-0.7326269769840632,0,0,0,0,0,0.8953714614220494,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000044524,4.773802108211484,1.083607852318429,1.0686522728868177,0,0,0.33389394433681996,-0.7326269769840632,0,0,1.7900164350636854,0.535758979524455,0,0.8953714614220494,0.09827882665709146,0,-1.1757895059394472,-1.26495731960779,1.1136474961734517,1.027948642359985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000046774,1.7300482935901125,0.18060130871973815,2.1373045457736355,-0.5435622498243827,0,0.33389394433681996,0,-2.2065058361447494,0,0,0.535758979524455,0.8785655378265883,0.8953714614220494,0.09827882665709146,0,0,-1.26495731960779,0,0.6852990949066567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000047579,0.8661703839735636,0.09030065435986907,0.21373045457736356,-0.5435622498243827,0,1.6694697216840997,-0.7326269769840632,0,0,0,0.2678794897622275,0.43928276891329415,0,0.2948364799712744,0,-1.1757895059394472,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000048052,-3.3563151002177807,0.27090196307960723,0.6411913637320907,-0.5435622498243827,0,0.33389394433681996,-0.7326269769840632,-2.2065058361447494,0,0,0,0.43928276891329415,0,0.19655765331418293,0,-1.1757895059394472,-1.26495731960779,0,0.6852990949066567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000048392,1.1431194162316851,0.4515032717993454,0,-0.5435622498243827,0,0,-0.7326269769840632,0,0,0,0.2678794897622275,0.43928276891329415,0,0.2948364799712744,0,-1.1757895059394472,0,1.1136474961734517,1.027948642359985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000048405,1.0612240141331957,0.4515032717993454,0,0,0,0,0,-2.2065058361447494,0,4.475041087659214,0,0.43928276891329415,0,0,0,-1.1757895059394472,-1.26495731960779,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000048707,3.28898284202459,0.3612026174394763,0,-0.5435622498243827,0.5496780862651239,0,0,0,0,0.8950082175318427,0.2678794897622275,1.3178483067398825,0,0.09827882665709146,0,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000049768,13.090502780555171,0.3612026174394763,0.21373045457736356,0,0,1.6694697216840997,-0.7326269769840632,0,0,3.5800328701273707,0.2678794897622275,1.3178483067398825,0,0.39311530662836586,0,-1.1757895059394472,0,0,7.195640496519896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000049883,0.456458970779188,0.09030065435986907,0,0,0,0,0,0,0,0,0.2678794897622275,0,0,0.09827882665709146,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000050555,-0.8947368540986702,0,0.21373045457736356,-0.5435622498243827,0,0.33389394433681996,0,0,0,0,0.2678794897622275,0,0,0.09827882665709146,0,0,-1.26495731960779,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000050748,6.391854940001763,0.27090196307960723,0,-0.5435622498243827,2.1987123450604957,1.0016818330104598,-0.7326269769840632,0,2.0063439616654573,0,0.8036384692866824,0,0.8953714614220494,0.4913941332854574,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000051382,4.314910123457561,0.8127058892388217,1.496113182041545,-0.5435622498243827,0,0,0,0,0,0.8950082175318427,0.2678794897622275,0,0.8953714614220494,0.4913941332854574,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000051596,1.6007059161037849,0,0.4274609091547271,0,0,0,0,0,0,0,0.535758979524455,0,0,0.2948364799712744,0,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000051825,4.236953319725105,0.8127058892388217,0,0,2.7483904313256198,0,-0.7326269769840632,0,0,0,0,0,0,0.2948364799712744,0,0,0,1.1136474961734517,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000053371,2.566594186759413,0.5418039261592145,0,-0.5435622498243827,0,0.33389394433681996,-0.7326269769840632,0,0,0,1.8751564283355924,0,0.8953714614220494,0.19655765331418293,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000053770,0.6891091436912933,0.5418039261592145,0,0,0,0,0,-2.2065058361447494,2.0063439616654573,0,0.535758979524455,0,0,0.19655765331418293,0,-1.1757895059394472,-1.26495731960779,0,2.05589728471997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000054598,3.515093125509743,0.27090196307960723,0.8549218183094542,-0.5435622498243827,2.1987123450604957,0,0,0,0,0,0,0.43928276891329415,0,0.2948364799712744,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000054690,4.3745212860913885,0.09030065435986907,0,-0.5435622498243827,0.5496780862651239,0,0,0,0,3.5800328701273707,0,0.43928276891329415,0.8953714614220494,0.19655765331418293,0,-1.1757895059394472,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000054796,-2.1816835660209377,0.27090196307960723,0.21373045457736356,-0.5435622498243827,0,0,0,-2.2065058361447494,0,0.8950082175318427,0,0.43928276891329415,0.8953714614220494,0.2948364799712744,0,-1.1757895059394472,-1.26495731960779,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000054967,4.040298880722726,0.27090196307960723,0.21373045457736356,-0.5435622498243827,0,2.0033636660209195,-0.7326269769840632,0,0,0,1.6072769385733647,0.8785655378265883,0,0,0,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000054983,-0.8434791485749341,0.3612026174394763,0,0,0,0,-0.7326269769840632,0,0,0,0.535758979524455,0.43928276891329415,0.8953714614220494,0.09827882665709146,0,-1.1757895059394472,-1.26495731960779,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000055609,8.585107988779336,0.7224052348789526,1.9235740911962722,-0.5435622498243827,0,1.0016818330104598,-0.7326269769840632,0,0,4.475041087659214,0.2678794897622275,0,0.8953714614220494,0.2948364799712744,0,-1.1757895059394472,0,1.1136474961734517,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000055732,0.6821663797112467,0.09030065435986907,0,-0.5435622498243827,0,0,0,0,0,0,0,0,0.8953714614220494,0.19655765331418293,0,-1.1757895059394472,-1.26495731960779,1.1136474961734517,1.3705981898133135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000055955,2.627926472949981,0.3612026174394763,0.21373045457736356,-0.5435622498243827,0,0,-0.7326269769840632,0,0,0,0,0,0.8953714614220494,1.1793459198850975,0.9118156989811118,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000056277,3.5276542392715875,0.4515032717993454,1.496113182041545,-0.5435622498243827,0,0.33389394433681996,-0.7326269769840632,0,0,1.7900164350636854,0.535758979524455,0,0,0.19655765331418293,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000056586,8.903299605393784,0.18060130871973815,4.702070000701998,-0.5435622498243827,0,2.6711515546945597,-0.7326269769840632,0,0,0,0,2.1964138445664707,0,0.4913941332854574,0,-1.1757895059394472,0,1.1136474961734517,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000057663,1.8673048035074105,0.09030065435986907,0,-0.5435622498243827,0,0,-0.7326269769840632,0,0,0.8950082175318427,0.2678794897622275,0.43928276891329415,0,0.19655765331418293,0.9118156989811118,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000058799,3.554084043994198,0.3612026174394763,0,0,0,1.0016818330104598,0,0,0,0,0.2678794897622275,0,0.8953714614220494,0,0,0,0,0,1.027948642359985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000061273,4.712398805746113,0.27090196307960723,0.6411913637320907,0,0,1.3355757773472798,-0.7326269769840632,0,0,0,1.3393974488111373,1.3178483067398825,0,0.6879517865996403,0,-1.1757895059394472,0,0,1.027948642359985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000061492,1.8185730609568325,1.173908506678298,0.4274609091547271,-0.5435622498243827,0,0,-0.7326269769840632,0,0,0,0.2678794897622275,0.43928276891329415,0,0.7862306132567317,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000061676,4.440614355870409,0.3612026174394763,0,-0.5435622498243827,0.5496780862651239,0,0,0,0,2.6850246525955277,0.8036384692866824,0.8785655378265883,0,0.19655765331418293,0,-1.1757895059394472,0,0,0.6852990949066567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000062370,0.18223917048507834,0.18060130871973815,0,-0.5435622498243827,0,1.0016818330104598,-0.7326269769840632,0,0,0,0.2678794897622275,0,0,0.39311530662836586,0,-1.1757895059394472,-1.26495731960779,0,2.05589728471997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000062582,-0.8180357846526097,0.6321045805190836,0,0,0.5496780862651239,0,0,0,0,0,0,0,0,0.09827882665709146,0,-1.1757895059394472,-1.26495731960779,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000062725,6.308225975486553,0.09030065435986907,0.8549218183094542,0,0,0.6677878886736399,-0.7326269769840632,0,0,2.6850246525955277,0.2678794897622275,1.3178483067398825,0,0.39311530662836586,0.9118156989811118,-1.1757895059394472,0,0,1.027948642359985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064115,2.0796070256793175,1.3545098153980362,0,0,0,0,-0.7326269769840632,0,0,0.8950082175318427,0.2678794897622275,0,0,0.2948364799712744,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064218,4.141439162284543,0.4515032717993454,1.2823827274641815,-0.5435622498243827,0,0,-0.7326269769840632,0,0,0,0,0.8785655378265883,0.8953714614220494,0.19655765331418293,0,0,0,0,1.7132477372666417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064309,1.8212106489429036,0.27090196307960723,0.8549218183094542,-0.5435622498243827,0,0.33389394433681996,-0.7326269769840632,0,0,0,0.8036384692866824,0,0,0.4913941332854574,0,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064489,1.4661593512009323,0.3612026174394763,0.4274609091547271,-0.5435622498243827,0,0,0,0,0,0,0.535758979524455,0,0,0,0,0,0,0,0.6852990949066567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065150,-1.0814503670949365,0.5418039261592145,0.8549218183094542,0,0,0,0,-2.2065058361447494,0,0.8950082175318427,0,0,0,0.09827882665709146,0,0,-1.26495731960779,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065526,5.068338713714651,0.5418039261592145,0.4274609091547271,-0.5435622498243827,0,0.6677878886736399,-0.7326269769840632,0,0,1.7900164350636854,0.535758979524455,0.43928276891329415,0,0.6879517865996403,0.9118156989811118,0,0,0,0.3426495474533284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
