EnsemblId,totalScore,IRF,NFKB,JDP2,NFY,HOXD13,ZNF281,TFAP2,RREB1,CCNT2,EWSR1::FLI1,HSFY2,PAX4,ZSCAN16,SOX1,RAD21,MZF1,STAT,ARID5A,MEIS1,YY1,TGIF1,CREB3,POU3F2,FOXJ1,E2F,MYC,SRY
ENSG00000009790,6.332831306240798,0.08416953829276062,1.5179753969554173,0,0,3.4837674250080424,0,-0.36259006235280433,0.8084505125378876,0,0.8010584957994938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000009950,3.921666559792986,0.42084769146380313,0,0,1.5917528995741548,0,0.8865375416091814,-0.36259006235280433,0.26948350417929584,0.7151057374196081,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000010310,3.295751839812056,0.25250861487828186,0,0,0,0,2.659612624827544,-0.36259006235280433,0.26948350417929584,0.4767371582797388,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000010322,3.74983117826952,0.5050172297565637,0.3794938492388543,0,0,0,0.2955125138697271,-0.36259006235280433,0.5389670083585917,1.1918428956993468,1.2015877436992408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011007,1.3123303748891986,0.42084769146380313,0,0,0,0,0,-0.36259006235280433,0.5389670083585917,0.7151057374196081,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011021,2.150589899234306,0.5891867680493243,0.3794938492388543,0,0,0,0.5910250277394542,-0.36259006235280433,0,0.9534743165594776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011114,1.1496787249504914,0.7575258446348456,0.18974692461942716,0,0,0,0.2955125138697271,-0.36259006235280433,0.26948350417929584,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011258,8.136856394681708,0.673356306342085,0.18974692461942716,0,3.1835057991483096,2.6128255687560316,0.8865375416091814,-0.36259006235280433,0,0.9534743165594776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011260,5.524030825925676,0.673356306342085,0.18974692461942716,0,3.1835057991483096,0,0.8865375416091814,-0.36259006235280433,0,0.9534743165594776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011275,-0.09310655817350849,0,0,0,0,0,0,-0.36259006235280433,0.26948350417929584,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011332,9.957279551043804,0.5050172297565637,2.8462038692914073,0,2.1223371994322067,0,0.5910250277394542,-0.36259006235280433,0.26948350417929584,2.3836857913986935,1.6021169915989877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011347,5.749570981592568,0.08416953829276062,0.18974692461942716,0,0,0,1.7730750832183628,-0.36259006235280433,1.3474175208964794,0.7151057374196081,2.0026462394987345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000011478,2.7959204813281042,0.42084769146380313,0.3794938492388543,0,1.0611685997161033,0,0.2955125138697271,0,0,0.2383685791398694,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000012822,5.579972579964867,1.8517298424407336,0.9487346230971359,0,0,0,0.8865375416091814,0,0.5389670083585917,0.9534743165594776,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000013288,0.9293456274648407,0.25250861487828186,0,0,0,0,0,-0.36259006235280433,0,0.2383685791398694,0.8010584957994938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000013588,1.98524765164866,0.16833907658552125,0.3794938492388543,0,0,0,0.5910250277394542,-0.36259006235280433,0.8084505125378876,0,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000013810,10.990136252106408,0.25250861487828186,0.3794938492388543,0,5.836427298438568,0,2.659612624827544,-0.36259006235280433,1.3474175208964794,0.4767371582797388,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000014216,3.7737293741422047,0.08416953829276062,1.5179753969554173,0,0,0,0.2955125138697271,-0.36259006235280433,0.8084505125378876,1.4302114748392163,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000015153,3.203101741275206,0,0.18974692461942716,0,0,2.6128255687560316,0,0,0,0,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000015285,8.781982271718473,0.16833907658552125,0.18974692461942716,0,4.244674398864413,0,1.4775625693486356,-0.36259006235280433,2.425351537613663,0.2383685791398694,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000017260,2.16106219638257,0.08416953829276062,0.18974692461942716,0,0,1.7418837125040212,0,-0.36259006235280433,0.26948350417929584,0.2383685791398694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000017427,14.759428413341823,0.5050172297565637,0,12.552598868930675,0,0,0.8865375416091814,-0.36259006235280433,0.5389670083585917,0.2383685791398694,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000017797,1.2055681917664272,0.3366781531710425,0.18974692461942716,0,0,0,0.2955125138697271,-0.36259006235280433,0.26948350417929584,0.4767371582797388,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000018869,1.5083645807436068,0.16833907658552125,0,0,0,0,0,0,0.5389670083585917,0,0.8010584957994938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000023734,4.220054473713858,0,0,0,0,3.4837674250080424,0.5910250277394542,-0.36259006235280433,0.26948350417929584,0.2383685791398694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000024048,0.7327033399229335,0.5050172297565637,0.18974692461942716,0,0,0,0,-0.36259006235280433,0,0,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000030066,7.798804630631785,0.5050172297565637,0.5692407738582814,0,0,0,3.5461501664367256,-0.36259006235280433,2.425351537613663,0.7151057374196081,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000031081,7.375341012140926,1.0100344595131274,0.3794938492388543,0,0,0,2.06858759708809,-0.36259006235280433,1.886384529255071,1.1918428956993468,1.2015877436992408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000033627,1.0912328929158592,0.25250861487828186,0.5692407738582814,0,0,0,0,0,0.26948350417929584,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000036448,3.174016104996666,0.16833907658552125,2.466710020052553,0,0,0,0,0,0.5389670083585917,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000036530,5.672570078769109,0.3366781531710425,0.18974692461942716,0,1.0611685997161033,0,2.9551251386972712,-0.36259006235280433,0.5389670083585917,0.9534743165594776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000038219,0.7372074010707894,0.3366781531710425,0,0,0,0,0,0,0,0,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000039068,11.445097500756294,0.5050172297565637,0,0,4.775258698722465,2.6128255687560316,1.1820500554789084,-0.36259006235280433,1.6169010250757752,0.7151057374196081,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000039139,3.033673260219835,0.42084769146380313,0,0,0,2.6128255687560316,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000039560,3.7598334615014752,0.5891867680493243,0,0,1.5917528995741548,0.8709418562520106,0,-0.36259006235280433,0.26948350417929584,0,0.8010584957994938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000039600,0.1808099047386793,0.08416953829276062,0.18974692461942716,0,0,0,0,-0.36259006235280433,0.26948350417929584,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000040341,4.3493088151005725,0.25250861487828186,0.18974692461942716,0,0,0,0.5910250277394542,-0.36259006235280433,0.8084505125378876,1.6685800539790856,1.2015877436992408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000040633,4.771587130517404,0.25250861487828186,0.18974692461942716,0,0,0,1.1820500554789084,-0.36259006235280433,2.1558680334343667,0.9534743165594776,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000044012,3.453878766349715,0,1.8974692461942717,0,0,0,0.2955125138697271,-0.36259006235280433,0.26948350417929584,0.9534743165594776,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000047644,2.8116376549710105,0.673356306342085,0.7589876984777086,0,0,1.7418837125040212,0,-0.36259006235280433,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000048540,6.583311840541636,0.9258649212203668,0,0,0,0,1.4775625693486356,0,2.425351537613663,0.9534743165594776,0.8010584957994938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000048545,1.6646815200564806,0,0.3794938492388543,0,0,0,0,0,0.8084505125378876,0.4767371582797388,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000049130,2.200670589514767,0.42084769146380313,0,0,0,1.7418837125040212,0,-0.36259006235280433,0,0,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000051108,4.568110836267925,0.673356306342085,0,0,2.652921499290258,0,0.2955125138697271,-0.36259006235280433,0.26948350417929584,0.2383685791398694,0.8010584957994938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000052802,2.889882297011611,0.5891867680493243,0,0,1.0611685997161033,0,0,-0.36259006235280433,0,0,1.6021169915989877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000052841,3.8312759409534305,1.0100344595131274,0.7589876984777086,1.046049905744223,0,0.8709418562520106,0,-0.36259006235280433,0.26948350417929584,0.2383685791398694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000053770,1.5207213963948942,0.5050172297565637,0,0,0,0,0,0,0.5389670083585917,0.4767371582797388,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000054983,2.0223950718884156,0.3366781531710425,0,0,0,0,0,0,0.8084505125378876,0.4767371582797388,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000055211,2.009263447430485,1.2625430743914094,0,0,0,0.8709418562520106,0,-0.36259006235280433,0,0.2383685791398694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000056558,8.198057494529035,0.42084769146380313,6.830889286299378,0,0,0,0,-0.36259006235280433,0.26948350417929584,0.2383685791398694,0.8010584957994938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000056586,8.616411210495961,0.16833907658552125,4.174432341627397,0,0,0,2.364100110957817,-0.36259006235280433,0.26948350417929584,0,2.0026462394987345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000056972,4.843639613302634,0.8416953829276063,0,0,0,0,2.9551251386972712,0,0.8084505125378876,0.2383685791398694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000056998,1.068875880400334,0.42084769146380313,0,0,0,0,0.2955125138697271,-0.36259006235280433,0,0.7151057374196081,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000058091,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000060069,8.56731797009851,0.673356306342085,0,6.276299434465337,0,1.7418837125040212,0,-0.36259006235280433,0,0.2383685791398694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000060656,1.4926795418628402,0,0,0,0,0,0,-0.36259006235280433,1.6169010250757752,0.2383685791398694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000061273,6.283614612869131,0.25250861487828186,0.5692407738582814,0,0,0,1.1820500554789084,0,1.886384529255071,1.1918428956993468,1.2015877436992408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000062282,1.3823976484379201,0.08416953829276062,0.18974692461942716,0,0,0,0,-0.36259006235280433,0.26948350417929584,0,1.2015877436992408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000063854,8.49930714019945,0.9258649212203668,0,0,7.428180198012723,0,0,-0.36259006235280433,0.26948350417929584,0.2383685791398694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064205,2.303072303105308,0.08416953829276062,0.9487346230971359,0,0,0,0.8865375416091814,-0.36259006235280433,0.26948350417929584,0.4767371582797388,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064607,5.436124958620826,0.3366781531710425,0,0,3.7140900990063614,0,0,-0.36259006235280433,1.3474175208964794,0,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064933,3.6134410495165312,0.3366781531710425,1.8974692461942717,0,0,1.7418837125040212,0,-0.36259006235280433,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000064995,5.204337619539353,0.3366781531710425,0,5.230249528721115,0,0,0,-0.36259006235280433,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065320,3.360559985265236,0.25250861487828186,1.32822847233599,0,0,1.7418837125040212,0,-0.36259006235280433,0,0,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065518,1.0772201183844745,0.16833907658552125,0,0,0,0.8709418562520106,0,-0.36259006235280433,0,0,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065911,1.0321868729366093,0.08416953829276062,0.3794938492388543,0,0.5305842998580517,0,0,-0.36259006235280433,0,0,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065970,10.218413985425661,0.3366781531710425,3.98468541700797,0,0,1.7418837125040212,0.5910250277394542,-0.36259006235280433,0.8084505125378876,0.7151057374196081,2.4031754873984816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000065989,9.912337600880592,0.3366781531710425,2.2769630954331257,5.230249528721115,0,0,1.4775625693486356,-0.36259006235280433,0,0.9534743165594776,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000066044,3.8955849624135435,0,1.8974692461942717,0,2.1223371994322067,0,0,-0.36259006235280433,0,0.2383685791398694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000066135,9.45006822591035,0.42084769146380313,0.5692407738582814,0,7.428180198012723,0,0.8865375416091814,-0.36259006235280433,0.26948350417929584,0.2383685791398694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000066279,4.896289180429758,0.673356306342085,0,0,3.1835057991483096,0,0,0,0,0.2383685791398694,0.8010584957994938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000066322,1.2441391320249804,0,0,0,0,0,0.5910250277394542,-0.36259006235280433,0.5389670083585917,0.4767371582797388,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000066379,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000066583,3.33440767084203,0.42084769146380313,0.5692407738582814,0,0,0.8709418562520106,0.2955125138697271,0,0.5389670083585917,0.2383685791398694,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000067606,2.825139223228464,0.3366781531710425,0.18974692461942716,0,2.1223371994322067,0,0,-0.36259006235280433,0.5389670083585917,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000067836,5.720156134275635,0.42084769146380313,0,0,3.7140900990063614,0,0,-0.36259006235280433,0.26948350417929584,0.4767371582797388,1.2015877436992408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000068079,1.8432595138275243,0.5891867680493243,0,0,0,0,0,0,0.5389670083585917,0.7151057374196081,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000068366,2.5097102653060994,0.673356306342085,0.7589876984777086,0,0,0,0,-0.36259006235280433,0,0.2383685791398694,1.2015877436992408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000068438,0.3836306001062303,0,0,0,0,0,0,-0.36259006235280433,0.26948350417929584,0.4767371582797388,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000068697,2.002129730352296,0.5891867680493243,0.18974692461942716,0,0,0,0,-0.36259006235280433,1.3474175208964794,0.2383685791398694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000068885,4.209404134340319,0.25250861487828186,0,0,0,2.6128255687560316,0.5910250277394542,-0.36259006235280433,0,0.7151057374196081,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000069974,1.34671261268417,1.34671261268417,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000070019,3.387326302691891,0.5050172297565637,0,0,0,2.6128255687560316,0,0,0.26948350417929584,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000070495,0.08416953829276062,0.08416953829276062,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000070526,2.0785618656750637,0.3366781531710425,0,0,0,1.7418837125040212,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000071677,1.0100153086943695,0,0.5692407738582814,0,0,0,0.2955125138697271,-0.36259006235280433,0.26948350417929584,0.2383685791398694,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000072134,5.730469234948061,0.25250861487828186,0,0,0,0,2.06858759708809,-0.36259006235280433,1.6169010250757752,0.9534743165594776,1.2015877436992408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000072195,1.3180409410155738,0,0,0,0,0,0.2955125138697271,-0.36259006235280433,0.26948350417929584,0.7151057374196081,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000072210,0.8124399194828021,0.5050172297565637,0,0,0,0,0,-0.36259006235280433,0.26948350417929584,0,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000072657,0.7589876984777086,0,0.7589876984777086,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000072786,6.353870064029111,0.08416953829276062,0.5692407738582814,0,0.5305842998580517,0,3.5461501664367256,-0.36259006235280433,1.3474175208964794,0.2383685791398694,0.4005292478997469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
