EnsemblID,TFBS,Count
ENSG00000003393,CREB,3
ENSG00000003393,Sp1,2
ENSG00000003400,ATF,1
ENSG00000003402,GABP,1
ENSG00000003509,GABP,1
ENSG00000003756,Sp1,1
ENSG00000003756,STAT,1
ENSG00000003756,Tcf,2
ENSG00000003756,YY1,1
ENSG00000003987,CACD,1
ENSG00000003987,HEN1,1
ENSG00000003987,Lmo2-complex,1
ENSG00000003987,Osf2,1
ENSG00000003987,Pou6f1,2
ENSG00000003987,Sp1,1
ENSG00000003989,Egr,1
ENSG00000003989,Foxd1,1
ENSG00000003989,HEN1,1
ENSG00000003989,NF-I,1
ENSG00000004059,RORalpha1,1
ENSG00000004059,Sp1,1
ENSG00000004139,Lhx3,1
ENSG00000004142,Elk1,3
ENSG00000004142,Ets,1
ENSG00000004142,GABP,2
ENSG00000004399,AREB6,1
ENSG00000004399,E2A,1
ENSG00000004455,ATF,1
ENSG00000004455,NF-Y,1
ENSG00000004455,Rfx,2
ENSG00000004478,Egr,1
ENSG00000004478,Esr1,3
ENSG00000004478,Hsf,1
ENSG00000004478,Sp1,3
ENSG00000004487,Sp1,2
ENSG00000004487,Zfp161,1
ENSG00000004534,E2F,1
ENSG00000004534,PPARG,1
ENSG00000004660,Hsf,1
ENSG00000004660,PPARG,1
ENSG00000004660,Sp1,3
ENSG00000004700,CACD,1
ENSG00000004700,NF-Y,2
ENSG00000004700,Nobox,1
ENSG00000004766,Nkx2,1
ENSG00000004766,Sp1,1
ENSG00000004776,AP-4,1
ENSG00000004776,Maf,1
ENSG00000004776,PPARG,1
ENSG00000004776,Sp1,2
ENSG00000004777,NF-Y,3
ENSG00000004777,Nkx2,1
ENSG00000004777,Sp1,4
ENSG00000004777,Tgif1,1
ENSG00000004779,Nrf-1,1
ENSG00000004799,Arid3a,1
ENSG00000004799,NF-Y,1
ENSG00000004799,NR3C,1
ENSG00000004799,Sp1,1
ENSG00000004799,Srf,1
ENSG00000004799,STAT,1
ENSG00000004809,Crx,1
ENSG00000004838,Nrf-1,1
ENSG00000004838,Sp1,1
ENSG00000004846,NR3C,2
ENSG00000004846,Prrx2,1
ENSG00000004848,E2F,1
ENSG00000004848,HNF4,2
ENSG00000004848,Myc,1
ENSG00000004848,NF-kappaB,1
ENSG00000004848,NF-Y,1
ENSG00000004848,RREB-1,2
ENSG00000004864,Arid3a,1
ENSG00000004864,Arnt,1
ENSG00000004864,Cdx2,1
ENSG00000004864,HNF4,1
ENSG00000004864,Myc,2
ENSG00000004864,NF-Y,2
ENSG00000004864,Pou2f1,1
ENSG00000004864,Sp1,1
ENSG00000004897,GABP,1
ENSG00000004897,NF-I,1
ENSG00000004897,Nobox,1
ENSG00000004939,AP-1,1
ENSG00000004939,AP-4,1
ENSG00000004939,E2A,1
ENSG00000004939,GATA,5
ENSG00000004939,Lmo2-complex,1
ENSG00000004939,RORalpha1,1
ENSG00000004939,RREB-1,1
ENSG00000004939,Sp1,3
ENSG00000004948,Brachyury,1
ENSG00000004948,HNF1,1
ENSG00000004948,Lhx3,1
ENSG00000004948,Pax-6,1
ENSG00000004948,Pou2f1,1
ENSG00000004948,Sp1,2
ENSG00000004948,TBX5,2
ENSG00000004961,GABP,1
ENSG00000004961,PU.1,1
ENSG00000004961,Sp1,1
ENSG00000004975,AP-4,1
ENSG00000004975,Arnt,1
ENSG00000004975,Egr,1
ENSG00000004975,Myc,3
ENSG00000004975,Nrf-1,1
ENSG00000004975,Stra13,7
ENSG00000005001,AP-1,1
ENSG00000005001,Nrf-2,1
ENSG00000005001,Sp1,1
ENSG00000005007,E2F,2
ENSG00000005007,Elk1,1
ENSG00000005007,Nrf-1,2
ENSG00000005007,Sp1,1
ENSG00000005007,Zfp161,2
ENSG00000005007,Zic,3
ENSG00000005020,AP-1,1
ENSG00000005020,E2A,1
ENSG00000005020,Foxj2,1
ENSG00000005020,HNF4,1
ENSG00000005020,Myf,1
ENSG00000005020,Nkx6-1,1
ENSG00000005020,Pou5f1,1
ENSG00000005022,Egr,2
ENSG00000005022,Ets,1
ENSG00000005022,GABP,1
ENSG00000005022,HNF4,1
ENSG00000005022,PPAR,1
ENSG00000005022,PPARG,1
ENSG00000005059,Elk1,1
ENSG00000005059,Ets,1
ENSG00000005059,GABP,1
ENSG00000005059,Irf,1
ENSG00000005059,Myf,1
ENSG00000005073,AREB6,1
ENSG00000005073,Foxa,1
ENSG00000005073,Irf,1
ENSG00000005073,Lmo2-complex,1
ENSG00000005073,Mrg1::Hoxa9,1
ENSG00000005073,NF-kappaB,2
ENSG00000005073,Pax-6,1
ENSG00000005073,Pou3f2,1
ENSG00000005073,Tcf,1
ENSG00000005075,Nrf-1,2
ENSG00000005100,Myc,1
ENSG00000005100,STAT,1
ENSG00000005102,E2A,1
ENSG00000005102,Mef2,2
ENSG00000005102,Pou2f1,1
ENSG00000005102,Prrx2,1
ENSG00000005102,RREB-1,1
ENSG00000005102,Srf,1
ENSG00000005108,AP-1,1
ENSG00000005108,AP-4,1
ENSG00000005108,Arid3a,1
ENSG00000005108,Foxa,2
ENSG00000005108,Foxc1,1
ENSG00000005108,Foxd1,1
ENSG00000005108,Foxj1,1
ENSG00000005108,Foxo,1
ENSG00000005108,GATA,2
ENSG00000005108,Irf,1
ENSG00000005108,Lhx3,1
ENSG00000005108,MafB,1
ENSG00000005108,Nrf-2,1
ENSG00000005156,Myc,3
ENSG00000005156,Nrf-1,1
ENSG00000005156,Sp1,2
ENSG00000005175,Sp1,1
ENSG00000005189,Elk1,1
ENSG00000005189,Ets,1
ENSG00000005189,GABP,4
ENSG00000005194,RXR,1
ENSG00000005238,AP-2,2
ENSG00000005238,Egr,3
ENSG00000005238,Myc,2
ENSG00000005238,NF-Y,1
ENSG00000005238,Nkx2,1
ENSG00000005238,RREB-1,1
ENSG00000005238,Sp1,6
ENSG00000005243,AP-4,1
ENSG00000005249,Arnt,1
ENSG00000005249,E2F,1
ENSG00000005249,Egr,1
ENSG00000005249,Hoxa5,1
ENSG00000005249,Myc,1
ENSG00000005249,Osf2,1
ENSG00000005249,Rfx,2
ENSG00000005249,RREB-1,1
ENSG00000005302,Nrf-1,1
ENSG00000005339,CREB,2
ENSG00000005339,Lmo2-complex,1
ENSG00000005339,Myf,1
ENSG00000005339,Sp1,4
ENSG00000005339,YY1,1
ENSG00000005379,Hsf,1
ENSG00000005379,Rfx,2
ENSG00000005379,RREB-1,1
ENSG00000005381,AP-4,1
ENSG00000005381,Myf,1
ENSG00000005381,PU.1,1
ENSG00000005381,RREB-1,1
ENSG00000005421,MafB,1
ENSG00000005421,Sp1,1
ENSG00000005436,Zfp161,3
ENSG00000005448,Sp1,1
ENSG00000005471,PPARG,2
ENSG00000005483,AP-4,1
ENSG00000005483,CACD,1
ENSG00000005483,E2F,1
ENSG00000005483,Evi-1,1
ENSG00000005483,Foxj1,1
ENSG00000005483,GATA,3
ENSG00000005483,HEN1,2
ENSG00000005483,Lhx3,1
ENSG00000005483,NF-I,1
ENSG00000005483,NF-kappaB,3
ENSG00000005483,NF-Y,2
ENSG00000005483,Sp1,2
ENSG00000005483,STAT,1
ENSG00000005483,TEF-1,1
ENSG00000005483,YY1,5
ENSG00000005486,Nrf-2,1
ENSG00000005513,Myc,1
ENSG00000005513,Sp1,2
ENSG00000005513,Zfp161,1
ENSG00000005513,Zic,3
ENSG00000005700,E2F,1
ENSG00000005700,NF-Y,1
ENSG00000005810,Irf,1
ENSG00000005810,Lhx3,1
ENSG00000005810,Mrg,1
ENSG00000005810,Ncx,1
ENSG00000005810,Nkx6-1,1
ENSG00000005810,RREB-1,1
ENSG00000005810,Sp1,1
ENSG00000005810,Tgif1,2
ENSG00000005812,RORalpha1,1
ENSG00000005812,Zfp161,1
ENSG00000005844,NF-kappaB,3
ENSG00000005882,Arnt,1
ENSG00000005882,Ets,1
ENSG00000005882,HEN1,1
ENSG00000005882,Myc,2
ENSG00000005882,Myf,2
ENSG00000005882,NF-Y,1
ENSG00000005882,Sp1,1
ENSG00000005884,AP-4,1
ENSG00000005884,CACD,2
ENSG00000005884,E2A,1
ENSG00000005884,Foxa,1
ENSG00000005884,Foxj2,1
ENSG00000005884,GABP,3
ENSG00000005884,HNF4,1
ENSG00000005884,Myf,1
ENSG00000005884,Sp1,5
ENSG00000005884,TEF-1,1
ENSG00000005884,Zfp161,1
ENSG00000005889,Pou6f1,1
ENSG00000005889,YY1,5
ENSG00000005893,HNF4,2
ENSG00000005893,Hoxa3,1
ENSG00000005893,Rfx,2
ENSG00000005893,Sp1,3
ENSG00000005893,Zic,1
ENSG00000005955,Foxa,1
ENSG00000005955,NF-kappaB,3
ENSG00000005955,NF-Y,2
ENSG00000005955,Sp1,3
ENSG00000005955,YY1,1
ENSG00000005961,Ets,3
ENSG00000005961,GATA,1
ENSG00000005961,Nrf-2,1
ENSG00000005961,PU.1,1
ENSG00000005981,AP-4,2
ENSG00000005981,CACD,1
ENSG00000005981,HNF1,1
ENSG00000005981,Pax-4,1
ENSG00000005981,RXR,1
ENSG00000006007,Elk1,1
ENSG00000006007,Ets,1
ENSG00000006007,GABP,3
ENSG00000006007,GATA,1
ENSG00000006007,NF-Y,3
ENSG00000006007,Nrf-2,1
ENSG00000006007,Rfx,1
ENSG00000006007,Sp1,1
ENSG00000006007,Tgif1,1
ENSG00000006007,YY1,1
ENSG00000006015,Sp1,1
ENSG00000006016,HNF4,1
ENSG00000006016,PPARG,1
ENSG00000006016,Sp1,3
ENSG00000006025,AP-1,2
ENSG00000006025,E2A,2
ENSG00000006025,HEN1,4
ENSG00000006025,Nrf-2,1
ENSG00000006025,Olf-1,1
ENSG00000006025,Pou5f1,1
ENSG00000006025,RREB-1,1
ENSG00000006025,Sp1,2
ENSG00000006042,Zfp161,1
ENSG00000006042,Zic,2
ENSG00000006047,AREB6,1
ENSG00000006047,E2F,1
ENSG00000006047,Ets,1
ENSG00000006047,HNF4,1
ENSG00000006047,Myc,3
ENSG00000006047,Sp1,9
ENSG00000006047,Stra13,1
ENSG00000006059,ATF,1
ENSG00000006059,CACD,1
ENSG00000006059,CREB,1
ENSG00000006059,Ets,1
ENSG00000006059,NRSF,1
ENSG00000006059,Pou2f1,2
ENSG00000006071,Elk1,1
ENSG00000006071,GABP,1
ENSG00000006071,NRSF,1
ENSG00000006075,Srf,1
ENSG00000006075,STAT,1
ENSG00000006114,AP-4,1
ENSG00000006114,Arnt,1
ENSG00000006114,E2F,1
ENSG00000006114,GABP,2
ENSG00000006114,Myc,2
ENSG00000006114,Sp1,1
ENSG00000006114,Stra13,1
ENSG00000006114,Zfp161,1
ENSG00000006116,GATA,1
ENSG00000006116,LXR,2
ENSG00000006116,Mrg1::Hoxa9,1
ENSG00000006116,NF-kappaB,1
ENSG00000006116,Nkx6-1,1
ENSG00000006116,NRSF,3
ENSG00000006116,RXR,1
ENSG00000006118,E2A,1
ENSG00000006118,Myf,2
ENSG00000006125,Gfi1,1
ENSG00000006125,Rfx,1
ENSG00000006128,AP-1,1
ENSG00000006128,Foxa,1
ENSG00000006128,HNF1,1
ENSG00000006128,Lhx3,3
ENSG00000006128,Myc,2
ENSG00000006128,Nkx6-1,2
ENSG00000006128,Pbx-1,1
ENSG00000006128,Prrx2,1
ENSG00000006128,Sp1,1
ENSG00000006194,Nrf-1,1
ENSG00000006194,Tcf,1
ENSG00000006210,Esr1,1
ENSG00000006210,Rfx,2
ENSG00000006210,RREB-1,1
ENSG00000006282,HNF4,1
ENSG00000006283,AP-4,2
ENSG00000006283,Egr,1
ENSG00000006283,Myc,1
ENSG00000006283,NF-kappaB,1
ENSG00000006283,NF-Y,3
ENSG00000006283,RREB-1,1
ENSG00000006283,Sp1,7
ENSG00000006283,TEF-1,1
ENSG00000006327,ATF,5
ENSG00000006327,CREB,3
ENSG00000006327,Myf,1
ENSG00000006327,Sp1,5
ENSG00000006377,ATF,4
ENSG00000006377,CREB,1
ENSG00000006377,GATA,1
ENSG00000006377,HNF1,1
ENSG00000006377,Irf,1
ENSG00000006377,Mef2,2
ENSG00000006377,NF-Y,1
ENSG00000006377,NRSF,1
ENSG00000006377,Osf2,1
ENSG00000006377,Pou2f1,4
ENSG00000006377,Pou6f1,1
ENSG00000006432,Myf,1
ENSG00000006432,NF-Y,2
ENSG00000006432,Sp1,1
ENSG00000006451,Ets,3
ENSG00000006451,Sp1,2
ENSG00000006451,YY1,4
ENSG00000006453,HNF4,1
ENSG00000006453,Mef2,2
ENSG00000006453,Sp1,1
ENSG00000006459,Elk1,1
ENSG00000006459,GABP,1
ENSG00000006459,Srf,6
ENSG00000006459,Zfp161,1
ENSG00000006468,AP-4,2
ENSG00000006468,E2A,1
ENSG00000006468,Egr,1
ENSG00000006468,Elk1,1
ENSG00000006468,Foxj2,1
ENSG00000006468,Irf,1
ENSG00000006468,Myc,2
ENSG00000006468,Myf,3
ENSG00000006468,NF-I,1
ENSG00000006468,Osf2,1
ENSG00000006468,Pou5f1,1
ENSG00000006468,PPARG,1
ENSG00000006468,PU.1,1
ENSG00000006468,Sox,2
ENSG00000006468,Sp1,2
ENSG00000006468,Srf,2
ENSG00000006468,Zfp161,1
ENSG00000006534,E2A,1
ENSG00000006534,Myc,2
ENSG00000006534,Sp1,1
ENSG00000006555,E2A,1
ENSG00000006576,Egr,1
ENSG00000006576,Prrx2,1
ENSG00000006576,Sp1,3
ENSG00000006576,STAT,1
ENSG00000006607,NF-Y,1
ENSG00000006607,PU.1,1
ENSG00000006607,Sp1,2
ENSG00000006611,Irf,1
ENSG00000006611,Sp1,3
ENSG00000006634,RREB-1,1
ENSG00000006638,Egr,1
ENSG00000006638,Ets,1
ENSG00000006638,Sp1,3
ENSG00000006652,AP-1,2
ENSG00000006652,AP-4,1
ENSG00000006652,Ets,1
ENSG00000006652,Maf,1
ENSG00000006652,Nobox,1
ENSG00000006652,Nrf-2,2
ENSG00000006652,RORalpha1,2
ENSG00000006695,Elk1,1
ENSG00000006695,GABP,2
ENSG00000006695,Myc,1
ENSG00000006695,PPARG,1
ENSG00000006695,Sp1,1
ENSG00000006695,Tcf,1
ENSG00000006695,YY1,2
ENSG00000006704,Arnt,1
ENSG00000006704,CDP,1
ENSG00000006704,Pou6f1,1
ENSG00000006704,Sp1,1
ENSG00000006704,Zic,3
ENSG00000006712,ATF,1
ENSG00000006712,CREB,2
ENSG00000006712,NF-Y,1
ENSG00000006712,STAT,1
ENSG00000006715,Arid3a,1
ENSG00000006715,Foxa,1
ENSG00000006715,Foxj2,1
ENSG00000006715,Nkx2,1
ENSG00000006715,Nkx6-1,1
ENSG00000006715,Pou2f1,1
ENSG00000006715,RORalpha1,1
ENSG00000006740,E2F,1
ENSG00000006740,En-1,1
ENSG00000006740,Foxa,1
ENSG00000006740,HEN1,1
ENSG00000006740,Hmx,1
ENSG00000006740,Lhx3,2
ENSG00000006740,Msx-1,1
ENSG00000006740,Myf,2
ENSG00000006740,NF-kappaB,1
ENSG00000006740,Pax-6,1
ENSG00000006740,Pou3f2,1
ENSG00000006740,Rfx,2
ENSG00000006740,RORalpha1,1
ENSG00000006740,STAT,1
ENSG00000006744,AP-1,2
ENSG00000006744,Egr,1
ENSG00000006744,GABP,1
ENSG00000006744,NF-Y,2
ENSG00000006744,Sp1,1
ENSG00000006747,En-1,1
ENSG00000006747,Lhx3,1
ENSG00000006747,Nkx6-1,1
ENSG00000006747,Osf2,1
ENSG00000006747,RREB-1,1
ENSG00000006757,ATF,3
ENSG00000006757,CREB,3
ENSG00000006757,GABP,4
ENSG00000006757,Hoxa7,1
ENSG00000006757,Lhx3,1
ENSG00000006757,Nkx6-1,1
ENSG00000006757,STAT,2
ENSG00000006788,Hsf,1
ENSG00000006788,LXR,1
ENSG00000006788,Mef2,1
ENSG00000006831,Foxd1,1
ENSG00000006831,NF-Y,1
ENSG00000006831,Nkx2,1
ENSG00000006837,AP-4,1
ENSG00000006837,Arnt,1
ENSG00000006837,E2A,1
ENSG00000006837,Myc,2
ENSG00000006837,Sp1,1
ENSG00000006837,STAT,1
ENSG00000006837,Stra13,5
ENSG00000007001,Elk1,1
ENSG00000007001,Myc,1
ENSG00000007001,NF-Y,1
ENSG00000007001,Sp1,1
ENSG00000007001,TEF-1,1
ENSG00000007038,Hsf,2
ENSG00000007047,GABP,2
ENSG00000007047,Myc,1
ENSG00000007047,Nkx2,1
ENSG00000007062,Lmo2-complex,1
ENSG00000007062,Myf,2
ENSG00000007080,AP-4,1
ENSG00000007080,ATF,2
ENSG00000007080,CREB,3
ENSG00000007080,Sp1,1
ENSG00000007080,YY1,3
ENSG00000007168,ATF,6
ENSG00000007168,CREB,1
ENSG00000007168,Nrf-2,3
ENSG00000007168,Sp1,2
ENSG00000007168,YY1,1
ENSG00000007171,NF-kappaB,1
ENSG00000007171,Pou2f1,1
ENSG00000007174,Egr,1
ENSG00000007174,NF-I,1
ENSG00000007174,Pbx-1,3
ENSG00000007174,Rfx,1
ENSG00000007174,Sp1,4
ENSG00000007174,Tcf,1
ENSG00000007202,GABP,1
ENSG00000007202,PPARG,1
ENSG00000007202,Sp1,1
ENSG00000007202,Zfp161,1
ENSG00000007216,Ets,1
ENSG00000007216,HNF1,1
ENSG00000007216,Hsf,1
ENSG00000007216,Nrf-2,1
ENSG00000007237,HEN1,1
ENSG00000007237,Olf-1,1
ENSG00000007237,RORalpha1,1
ENSG00000007237,RREB-1,1
ENSG00000007237,Sp1,1
ENSG00000007237,STAT,2
ENSG00000007255,CACD,1
ENSG00000007255,NF-Y,2
ENSG00000007255,Sp1,1
ENSG00000007264,Rfx,2
ENSG00000007306,NRSF,1
ENSG00000007312,Ets,2
ENSG00000007312,HEN1,2
ENSG00000007312,HNF4,2
ENSG00000007312,NF-I,1
ENSG00000007312,NR3C,2
ENSG00000007312,Olf-1,1
ENSG00000007312,PU.1,1
ENSG00000007312,Sp1,2
ENSG00000007314,E2A,1
ENSG00000007314,HEN1,2
ENSG00000007314,Myf,1
ENSG00000007341,HNF4,1
ENSG00000007341,Pou2f1,1
ENSG00000007341,PU.1,2
ENSG00000007372,AREB6,1
ENSG00000007372,ATF,2
ENSG00000007372,CREB,2
ENSG00000007372,E2A,1
ENSG00000007372,Foxj2,1
ENSG00000007372,GABP,1
ENSG00000007372,GATA,2
ENSG00000007372,Mrg,1
ENSG00000007372,Myf,1
ENSG00000007372,NF-Y,2
ENSG00000007372,RORalpha1,3
ENSG00000007372,Sp1,1
ENSG00000007372,YY1,2
ENSG00000007376,E2F,2
ENSG00000007376,NF-Y,1
ENSG00000007376,Sp1,2
ENSG00000007384,E2A,1
ENSG00000007384,Ets,2
ENSG00000007384,GABP,2
ENSG00000007384,Nrf-1,1
ENSG00000007384,RREB-1,1
ENSG00000007384,Sp1,2
ENSG00000007384,Zfp161,1
ENSG00000007392,Ets,1
ENSG00000007402,E2A,2
ENSG00000007402,Hoxa3,1
ENSG00000007402,Myf,2
ENSG00000007402,Srf,1
ENSG00000007516,PU.1,1
ENSG00000007516,Sp1,1
ENSG00000007520,GABP,3
ENSG00000007520,Myc,2
ENSG00000007520,Stra13,3
ENSG00000007541,Sp1,1
ENSG00000007545,NF-Y,2
ENSG00000007545,Sp1,1
ENSG00000007866,Mef2,1
ENSG00000007866,NF-kappaB,1
ENSG00000007866,Sp1,3
ENSG00000007908,NF-kappaB,3
ENSG00000007908,PPARG,1
ENSG00000007923,Egr,1
ENSG00000007923,HNF4,1
ENSG00000007923,Myf,2
ENSG00000007923,NF-kappaB,1
ENSG00000007923,Nrf-2,1
ENSG00000007944,E2A,2
ENSG00000007944,LXR,3
ENSG00000007944,Maf,1
ENSG00000007944,PPARG,1
ENSG00000007944,Sp1,1
ENSG00000007952,Nobox,1
ENSG00000007968,E2F,1
ENSG00000007968,RREB-1,1
ENSG00000007968,Sp1,1
ENSG00000008018,Elk1,1
ENSG00000008018,Ets,2
ENSG00000008018,GABP,4
ENSG00000008018,Sp1,1
ENSG00000008056,ATF,4
ENSG00000008056,CREB,1
ENSG00000008056,E2A,1
ENSG00000008056,Egr,1
ENSG00000008056,HEN1,4
ENSG00000008056,Nrf-1,1
ENSG00000008056,NRSF,3
ENSG00000008056,YY1,1
ENSG00000008083,AP-4,1
ENSG00000008083,Hsf,1
ENSG00000008083,LXR,1
ENSG00000008083,NF-Y,2
ENSG00000008083,Nkx6-1,1
ENSG00000008083,NRSF,2
ENSG00000008083,Pou2f1,1
ENSG00000008083,Pou5f1,1
ENSG00000008083,Pou6f1,1
ENSG00000008083,RREB-1,1
ENSG00000008083,Sp1,1
ENSG00000008083,YY1,1
ENSG00000008086,En-1,1
ENSG00000008086,HNF1,1
ENSG00000008086,HNF4,1
ENSG00000008086,Hoxa3,1
ENSG00000008086,Irf,1
ENSG00000008086,Lhx3,1
ENSG00000008086,NF-kappaB,1
ENSG00000008086,NF-Y,1
ENSG00000008086,Nkx6-1,1
ENSG00000008086,Nobox,1
ENSG00000008086,Nrf-1,1
ENSG00000008086,Pou2f1,1
ENSG00000008086,Pou3f2,1
ENSG00000008086,Rfx,1
ENSG00000008086,Sp1,4
ENSG00000008086,Tcf,1
ENSG00000008128,Nrf-1,1
ENSG00000008130,Nrf-1,3
ENSG00000008196,Elk1,1
ENSG00000008196,GABP,1
ENSG00000008196,Pdx1,1
ENSG00000008196,Pou6f1,1
ENSG00000008196,YY1,1
ENSG00000008197,Arid3a,3
ENSG00000008197,Foxc1,1
ENSG00000008197,Hoxa7,1
ENSG00000008197,Hsf,1
ENSG00000008197,Lhx3,1
ENSG00000008197,Nkx2,2
ENSG00000008197,Nkx3,2
ENSG00000008197,RREB-1,1
ENSG00000008197,Srf,5
ENSG00000008256,Arnt,1
ENSG00000008256,Myc,2
ENSG00000008256,Sp1,2
ENSG00000008256,Stra13,2
ENSG00000008256,Tcf,1
ENSG00000008277,AP-4,1
ENSG00000008277,E2F,1
ENSG00000008277,NF-kappaB,2
ENSG00000008277,Nkx3,1
ENSG00000008277,Pdx1,2
ENSG00000008277,Zfp161,1
ENSG00000008282,GABP,1
ENSG00000008282,Irf,1
ENSG00000008282,Lhx3,1
ENSG00000008282,Myf,1
ENSG00000008282,Nrf-1,1
ENSG00000008282,Tcf,1
ENSG00000008282,Zfp161,1
ENSG00000008283,GABP,2
ENSG00000008283,Rfx,1
ENSG00000008283,Sp1,1
ENSG00000008294,AP-1,1
ENSG00000008294,Maf,1
ENSG00000008294,Sp1,3
ENSG00000008294,YY1,1
ENSG00000008300,GABP,1
ENSG00000008300,NF-Y,3
ENSG00000008300,YY1,1
ENSG00000008311,NF-Y,1
ENSG00000008323,Six,1
ENSG00000008323,Sp1,1
ENSG00000008324,Nobox,1
ENSG00000008324,Nrf-1,1
ENSG00000008324,Zfp161,2
ENSG00000008382,NF-Y,4
ENSG00000008382,Sp1,1
ENSG00000008394,CDP,1
ENSG00000008394,E2F,1
ENSG00000008394,HNF4,2
ENSG00000008394,Mef2,2
ENSG00000008394,PPARG,1
ENSG00000008394,RORalpha1,1
ENSG00000008405,NF-Y,1
ENSG00000008405,Sp1,3
ENSG00000008405,Zfp161,2
ENSG00000008441,LXR,1
ENSG00000008441,NF-kappaB,1
ENSG00000008441,Olf-1,1
ENSG00000008441,YY1,1
ENSG00000008441,Zfp161,1
ENSG00000008441,Zic,1
ENSG00000008513,Egr,1
ENSG00000008513,Ets,2
ENSG00000008513,Nrf-1,1
ENSG00000008513,Rfx,1
ENSG00000008513,RREB-1,1
ENSG00000008513,TEF-1,1
ENSG00000008516,NF-kappaB,1
ENSG00000008516,STAT,1
ENSG00000008517,ATF,2
ENSG00000008517,Sp1,1
ENSG00000008710,Sp1,2
ENSG00000008735,HNF4,1
ENSG00000008735,PPARG,1
ENSG00000008838,AP-4,1
ENSG00000008838,E2A,1
