Ensembl_ID,Motifs
ENSG00000003056,Ehf-1|Elk1-3|Ets-1|GABP-1|NF-Y-2|PU.1-1
ENSG00000003096,MafB-1|Rfx-1
ENSG00000003137,AREB6-1|Esr1-1|Esr2-1|Foxa-1|Foxc1-1|HEN1-1|INSM1-1|Klf7-1|Nkx2-1|Nkx6-1-1|RAR-1|Sp1-2|Sp4-1|Zfp161-1
ENSG00000003147,AP-1-1|Bach1-1|Bach2-1|E2A-1|Klf7-1|Maf-1|Mrg1::Hoxa9-1|Myf-1|Olf-1-1|Sp1-2|Sp4-1|Zfp161-1
ENSG00000003249,Mef2-1|NF-Y-1|Sp1-2|Sp4-1
ENSG00000003393,ATF-4|ATF3-1|CREB-3|Jundm2-2|Klf7-1|KROX-1|RAR-1|Sp1-2
ENSG00000003400,ATF-1|Jundm2-1
ENSG00000003402,GABP-1|RXR::LXR-1
ENSG00000003436,
ENSG00000003509,GABP-1
ENSG00000003756,Sp1-1|STAT-1|Tcf-2|YY1-1
ENSG00000003987,CACD-1|HEN1-1|HNF6-1|Hoxc9-1|Lmo2-complex-1|Osf2-1|Pou3f4-2|Pou6f1-2|Sp1-1
ENSG00000003989,Ebox-1|Egr-1|Foxd1-1|Gsc-1|HEN1-1|NF-I-1|TLX1::NFIC-2
ENSG00000004059,Klf7-1|RORalpha1-1|Sp1-1
ENSG00000004139,Lhx3-1|OTX-1|Tal1beta-1
ENSG00000004142,Elk1-3|Ets-1|GABP-2|Tel2-1
ENSG00000004399,AREB6-1|E2A-1|LRH1-1|NR4A2-1
ENSG00000004455,ATF-1|Hoxa9-1|NF-Y-1|Rfx-2
ENSG00000004468,
ENSG00000004478,Egr-1|Esr1-3|Esr2-2|Hsf-1|Klf7-1|Sp1-3|Sp4-2
ENSG00000004487,Klf7-1|Sp1-2|Zfp161-1
ENSG00000004534,E2F-1|HEB-1|PPARG-1|TLX1::NFIC-1|znf143-1
ENSG00000004660,Hsf-1|PPARG-1|Sp1-3|Sp4-1
ENSG00000004700,CACD-1|Klf7-1|KROX-1|Msx2-1|NF-Y-2|Nobox-1|NR4A2-1|OTX-1|Sp4-1
ENSG00000004766,Ebox-1|Klf7-1|Nkx2-1|Sp1-1|znf143-1
ENSG00000004776,AP-4-1|Ascl2-1|INSM1-1|Klf7-1|Maf-1|PPARG-1|Sp1-2|Tal1-1
ENSG00000004777,Klf7-2|NF-Y-3|Nkx2-1|Sp1-4|Tgif1-1
ENSG00000004779,Nrf-1-1
ENSG00000004799,Arid3a-1|Foxk1-1|NF-Y-1|NR3C-1|Octamer-1|Sp1-1|Srf-1|STAT-1
ENSG00000004809,Crx-1|Gsc-1
ENSG00000004838,Klf7-1|Nrf-1-1|Sp1-1
ENSG00000004846,NR3C-2|Prrx2-1
ENSG00000004848,E2F-1|Err-alpha-1|HNF4-2|Klf7-1|Myc-1|NF-kappaB-1|NF-Y-1|NR4A2-1|Pbx-1|RAR-1|RP58-1|RREB-1-2
ENSG00000004864,Arid3a-1|Arnt-1|Cdx2-1|Dlx3-1|HNF4-1|Hoxb9-1|Myc-2|NF-Y-2|Pou2f1-1|RAR-2|Sp1-1
ENSG00000004866,
ENSG00000004897,GABP-1|NF-I-1|Nkx1-1-1|Nobox-1|OTX-1|Vax2-1
ENSG00000004939,AP-1-1|AP-4-1|Bach1-1|Bach2-1|CTCF-1|E2A-1|GATA-5|HEB-1|Lmo2-complex-1|RORalpha1-1|RP58-1|RREB-1-1|Sp1-3
ENSG00000004948,Brachyury-1|CTCF-1|Eomes-1|HNF1-1|KROX-1|Lhx3-1|MIF-1-1|Pax-6-1|Pou2f1-1|Pou3f3-1|Pou3f4-1|Prrx1-1|Sp1-2|TBX5-2
ENSG00000004961,ATF6-1|GABP-1|PU.1-1|Sp1-1|znf143-1
ENSG00000004975,AP-4-1|Arnt-1|Ebox-1|Egr-1|Myc-3|Nrf-1-1|Sp4-1|Stra13-7
ENSG00000005001,AP-1-1|Klf7-1|Nrf-2-1|Sp1-1
ENSG00000005007,E2F-2|Elk1-1|GLI-1|Nrf-1-2|Sp1-1|Zfp161-2|Zic-3
ENSG00000005020,AP-1-1|E2A-1|FEV-1|Foxj2-1|HNF4-1|Myf-1|Nkx6-1-1|Octamer-1|Pou5f1-1
ENSG00000005022,CTCF-1|Egr-2|Ehf-1|Ets-1|GABP-1|HNF4-1|KROX-1|NR4A2-1|PPAR-1|PPARG-1|Tel2-1
ENSG00000005059,Ehf-1|Elk1-1|Ets-1|GABP-1|Irf-1|Myf-1|Tel2-1
ENSG00000005073,AREB6-1|ATF6-1|Ebox-1|Foxa-1|Irf-1|Lmo2-complex-1|Mrg1::Hoxa9-1|NF-kappaB-2|Pax-6-1|Pou3f2-1|RP58-1|Tcf-1
ENSG00000005075,CTCF-1|Nrf-1-2
ENSG00000005100,ATF3-1|Myc-1|Sp4-1|STAT-1|Tel2-1|znf143-1
ENSG00000005102,E2A-1|Gbx2-1|Hoxa9-1|Hoxb13-1|Hoxb9-1|Mef2-2|NERF1a-1|Pou2f1-1|Prrx2-1|RREB-1-1|Srf-1
ENSG00000005108,AP-1-1|AP-4-1|Arid3a-1|Elf1-1|Foxa-2|Foxc1-1|Foxd1-1|Foxj1-1|Foxk1-1|Foxo-1|GATA-2|Hoxa9-1|Hoxb13-1|Irf-1|Lhx3-1|MafB-1|Nrf-2-1
ENSG00000005156,ATF6-1|CTCF-1|E4F1-1|KROX-2|Myc-3|Nrf-1-1|Sp1-2|Sp4-1
ENSG00000005175,CTCF-1|Err-alpha-1|Klf7-1|SF1-1|Sp1-1|Sp4-2
ENSG00000005187,
ENSG00000005189,Elk1-1|Ets-1|GABP-4|Sp4-1|Tel2-1|TLX1::NFIC-1
ENSG00000005194,KROX-1|RXR-1
ENSG00000005238,AP-2-2|CTCF-1|Egr-3|Klf7-4|KROX-1|Myc-2|NF-Y-1|Nkx2-1|RREB-1-1|Sp1-6|Sp4-2
ENSG00000005243,AP-4-1|RP58-1
ENSG00000005249,Arnt-1|E2F-1|Ebox-1|Egr-1|Hoxa5-1|Hoxd8-1|KROX-1|Myc-1|Osf2-1|Rfx-2|RREB-1-1
ENSG00000005302,CTCF-1|Nrf-1-1
ENSG00000005339,CREB-2|Elf1-1|Klf7-2|Lmo2-complex-1|MIF-1-1|Myf-1|Sp1-4|Sp4-1|YY1-1
ENSG00000005379,Hsf-1|Rfx-2|RREB-1-1
ENSG00000005381,AP-4-1|Elf1-1|FEV-1|Klf7-1|Myf-1|PU.1-1|RREB-1-1|Tal1-1
ENSG00000005421,LRH1-1|MafB-1|NF-E2-1|Sp1-1
ENSG00000005436,RAR-1|Zfp161-3
ENSG00000005448,Klf7-1|Sp1-1
ENSG00000005469,Tal1-1
ENSG00000005471,LRH1-1|MIF-1-1|NR4A2-1|PPARG-2|RXR::LXR-1|SF1-1
ENSG00000005483,AP-4-1|ATF3-1|CACD-1|E2F-1|Evi-1-1|Foxj1-1|GATA-3|HEN1-2|KROX-1|Lhx3-1|Lhx4-1|NF-I-1|NF-kappaB-3|NF-Y-2|OTX-1|Sp1-2|STAT-1|TCF11::MafG-1|TEF-1-1|YY1-5
ENSG00000005486,Nrf-2-1
ENSG00000005513,GLI-1|Klf7-1|Myc-1|Sp1-2|Sp4-1|Zfp161-1|Zic-3
ENSG00000005700,E2F-1|GCNF-1|NF-Y-1|Obox6-1|Sp4-1
ENSG00000005801,
ENSG00000005810,Irf-1|Lhx3-1|Mrg-1|Ncx-1|Nkx6-1-1|RREB-1-1|Sp1-1|Tgif1-2
ENSG00000005812,RORalpha1-1|Zfp161-1
ENSG00000005844,NF-kappaB-3
ENSG00000005882,Arnt-1|CTCF-1|Ets-1|HEB-1|HEN1-1|Myc-2|Myf-2|NF-Y-1|Sp1-1|Sp4-2
ENSG00000005884,AP-4-1|Ascl2-1|CACD-2|E2A-1|Foxa-1|Foxj2-1|GABP-3|HNF4-1|Myf-1|Sp1-5|Sp4-1|TEF-1-1|Zfp161-1
ENSG00000005889,CTCF-1|Nanog-1|Pou6f1-1|YY1-5
ENSG00000005893,HNF4-2|Hoxa3-1|Klf7-1|Rfx-2|RP58-1|Sp1-3|Sp4-1|Zic-1
ENSG00000005955,Foxa-1|Klf7-1|KROX-1|LF-A1-1|NF-kappaB-3|NF-Y-2|SF1-1|Sp1-3|Sp4-1|YY1-1
ENSG00000005961,Elf1-1|Ets-3|GATA-1|NERF1a-1|Nrf-2-1|PU.1-1
ENSG00000005981,AP-4-2|CACD-1|CTCF-1|FEV-1|HNF1-1|Pax-4-1|RXR-1
ENSG00000006007,Elk1-1|Ets-1|GABP-3|GATA-1|NF-Y-3|Nrf-2-1|Rfx-1|Sp1-1|Tgif1-1|YY1-1
ENSG00000006015,CTCF-1|Klf7-2|Sp1-1|Sp4-1
ENSG00000006016,HNF4-1|Klf7-2|PPARG-1|Sp1-3|Sp4-1
ENSG00000006025,AP-1-2|Ascl2-2|E2A-2|HEN1-4|Klf7-1|Nrf-2-1|Olf-1-1|Pou5f1-1|RREB-1-1|Sp1-2|Tal1-1|TLX1::NFIC-1
ENSG00000006042,Zfp161-1|Zic-2
ENSG00000006047,AREB6-1|CTCF-1|E2F-1|Ebox-1|Elf1-1|Ets-1|FEV-1|Gsc-1|HNF4-1|Klf7-5|Myc-3|RAR-1|Sp1-9|Sp4-2|Stra13-1|Tal1-1
ENSG00000006059,ATF-1|CACD-1|CREB-1|Ets-1|Hoxa13-1|NRSF-1|Octamer-1|Pou2f1-2
ENSG00000006071,Elk1-1|Eomes-1|GABP-1|NRSF-1
ENSG00000006074,
ENSG00000006075,Srf-1|STAT-1
ENSG00000006114,AP-4-1|Arnt-1|E2F-1|Ebox-1|GABP-2|HEB-1|Klf7-1|Myc-2|Sp1-1|Stra13-1|Tel2-1|Zfp161-1
ENSG00000006116,Dbx2-1|GATA-1|KROX-1|LXR-2|Mrg1::Hoxa9-1|NF-kappaB-1|Nkx6-1-1|NRSF-3|RXR-1
ENSG00000006118,E2A-1|Myf-2|SF1-1
ENSG00000006125,Ehf-1|Gfi1-1|LF-A1-1|Rfx-1
ENSG00000006128,AP-1-1|CEBPD-1|Foxa-1|Hlx1-1|HNF1-1|Hoxc9-1|KROX-1|Lhx3-3|Myc-2|Nkx6-1-2|Pbx-1-1|Prrx2-1|RP58-1|Sp1-1|Sp4-1
ENSG00000006194,Nrf-1-1|Tcf-1
ENSG00000006210,Err-alpha-1|Esr1-1|GCNF-1|MIF-1-1|NERF1a-1|NR4A2-1|Rfx-2|RREB-1-1|SF1-1|TLX1::NFIC-2
ENSG00000006282,HNF4-1
ENSG00000006283,AP-4-2|ATF3-1|Egr-1|INSM1-1|Klf7-2|KROX-3|Myc-1|NF-kappaB-1|NF-Y-3|RP58-2|RREB-1-1|Sp1-7|Sp4-1|TEF-1-1
ENSG00000006327,ATF-5|ATF3-1|CREB-3|CTCF-1|Jundm2-2|KROX-1|Myf-1|Sp1-5
ENSG00000006377,ATF-4|ATF3-1|ATF4-1|CREB-1|Dbx1-1|GATA-1|HNF1-1|Hoxa10-1|Hoxa9-1|Hoxd10-1|Hoxd8-1|Irf-1|Jundm2-1|Mef2-2|NF-Y-1|NRSF-1|Obox6-1|Octamer-1|Osf2-1|Pou2f1-4|Pou3f3-1|Pou6f1-1
ENSG00000006432,Ebox-1|Klf7-1|Myf-1|NF-Y-2|Sp1-1|Sp4-2
ENSG00000006451,Elf1-1|Ets-3|NR4A2-1|Sp1-2|YY1-4
ENSG00000006453,CTCF-1|HNF4-1|Hoxb8-1|Klf7-2|Mef2-2|Sp1-1|Sp4-1
ENSG00000006459,CTCF-1|Elk1-1|GABP-1|KROX-1|Srf-6|Zfp161-1
ENSG00000006468,AP-4-2|CTCF-1|E2A-1|Ebox-1|Egr-1|Elk1-1|Foxj2-1|Irf-1|KROX-2|LF-A1-1|Myc-2|Myf-3|NF-I-1|Osf2-1|Pou5f1-1|PPARG-1|PU.1-1|Sox-2|Sp1-2|Sp4-2|Srf-2|Zfp161-1
ENSG00000006530,
ENSG00000006534,E2A-1|Klf7-1|Myc-2|Sp1-1
ENSG00000006555,E2A-1
ENSG00000006576,Egr-1|Hoxb4-1|Klf7-1|KROX-1|Prrx2-1|Sp1-3|Sp4-1|STAT-1
ENSG00000006606,
ENSG00000006607,NF-Y-1|PU.1-1|Sp1-2
ENSG00000006611,Irf-1|Klf7-3|Sp1-3|Sp4-2
ENSG00000006625,
ENSG00000006634,Obox6-1|RREB-1-1
ENSG00000006638,Egr-1|Ets-1|Klf7-3|Sp1-3|Sp4-1
ENSG00000006652,AP-1-2|AP-4-1|Bach1-1|Bach2-1|CTCF-1|Ets-1|HEB-1|Maf-1|NF-E2-1|Nobox-1|Nrf-2-2|RORalpha1-2|Tal1-1|TCF11::MafG-1|Tel2-1
ENSG00000006659,
ENSG00000006695,Elk1-1|GABP-2|Myc-1|PPARG-1|RAR-1|Sp1-1|Sp4-1|Tcf-1|Tel2-1|YY1-2
ENSG00000006704,Arnt-1|CDP-1|Err-alpha-1|Foxd3-1|GCNF-1|GLI-1|NR4A2-1|Pou6f1-1|SF1-1|Sp1-1|Sp4-2|Zic-3
ENSG00000006712,ATF-1|ATF3-1|ATF4-2|CREB-2|Jundm2-2|NF-Y-1|Sp4-1|STAT-1
ENSG00000006715,Arid3a-1|CTCF-1|Elf3-1|Eomes-1|Foxa-1|Foxj2-1|Hoxd8-1|Nkx2-1|Nkx6-1-1|Pou2f1-1|RAR-1|RORalpha1-1
ENSG00000006740,Barhl1-1|Dbx1-1|Dbx2-2|E2F-1|En-1-1|Esx1-1|Foxa-1|HEN1-1|Hlx1-1|Hmx-1|Hoxb4-1|Hoxd8-2|Isl2-1|Lhx3-2|Msx-1-1|Myf-2|NF-kappaB-1|NR4A2-1|Octamer-1|Pax-6-1|Pou3f2-1|Pou3f4-1|Rfx-2|RORalpha1-1|STAT-1
ENSG00000006744,AP-1-2|Egr-1|GABP-1|Klf7-1|NF-Y-2|Sp1-1
ENSG00000006747,En-1-1|Hoxb7-1|Lhx3-1|Nkx6-1-1|Osf2-1|RREB-1-1
ENSG00000006756,
ENSG00000006757,ATF-3|ATF3-1|CREB-3|GABP-4|Hoxa7-1|Jundm2-2|Lhx3-1|Nkx6-1-1|RAR-1|STAT-2
ENSG00000006788,Hsf-1|LXR-1|Mef2-1
ENSG00000006831,Foxd1-1|GCNF-1|NF-Y-1|Nkx2-1
ENSG00000006837,AP-4-1|Arnt-1|Ascl2-1|CTCF-1|E2A-1|Ebox-2|HEB-1|Klf7-1|Myc-2|Sp1-1|Sp4-1|STAT-1|Stra13-5
ENSG00000007001,Elk1-1|Hoxb13-2|Myc-1|NF-Y-1|Pax7-1|RP58-1|Sp1-1|TEF-1-1
ENSG00000007038,Hsf-2|TLX1::NFIC-1
ENSG00000007047,ATF3-1|Err-alpha-1|GABP-2|Myc-1|Nkx2-1|Octamer-1
ENSG00000007062,Ascl2-1|Lmo2-complex-1|Myf-2
ENSG00000007080,AP-4-1|ATF-2|ATF3-1|ATF4-2|CREB-3|Jundm2-2|Sp1-1|YY1-3
ENSG00000007129,
ENSG00000007168,ATF-6|ATF3-2|ATF4-2|CREB-1|Hoxb9-1|KROX-1|Nrf-2-3|Sp1-2|Tal1-1|TCF11::MafG-2|YY1-1
ENSG00000007171,HEB-1|Hoxc9-1|NF-kappaB-1|Pou2f1-1
ENSG00000007174,Egr-1|HNF6-1|Klf7-2|NF-I-1|Pbx-1-3|RAR-1|Rfx-1|Sp1-4|Sp4-3|Tcf-1
ENSG00000007202,CTCF-2|Elf1-1|Err-alpha-1|GABP-1|KROX-2|PPARG-1|Sp1-1|Sp4-1|Tal1-1|Zfp161-1
ENSG00000007216,Ets-1|HNF1-1|Hsf-1|Nrf-2-1|RAR-1|RXR::LXR-1|Tal1-1
ENSG00000007237,FEV-1|GCNF-1|HEB-1|HEN1-1|Klf7-1|LRH1-1|NERF1a-1|Olf-1-1|RORalpha1-1|RREB-1-1|SF1-1|Sp1-1|Sp4-1|STAT-2
ENSG00000007255,CACD-1|Ehf-2|NF-Y-2|Sp1-1|Sp4-1|Spdef-1
ENSG00000007264,MIF-1-1|Rfx-2
ENSG00000007306,CTCF-2|NRSF-1
ENSG00000007312,ATF3-1|Elf1-1|Ets-2|HEN1-2|HNF4-2|Klf7-2|NERF1a-2|NF-I-1|NR3C-2|Olf-1-1|PU.1-1|RP58-2|Sp1-2|Sp4-1|Tal1beta-1
ENSG00000007314,Ascl2-1|E2A-1|HEN1-2|Klf7-1|Myf-1
ENSG00000007341,Elf1-1|Elf3-1|HNF4-1|Pou2f1-1|PU.1-2
ENSG00000007350,
ENSG00000007372,AREB6-1|ATF-2|ATF3-2|ATF4-2|CHX10-1|CREB-2|CTCF-1|E2A-1|Foxj2-1|GABP-1|GATA-2|Gbx2-1|Jundm2-2|Klf7-1|Mrg-1|Myf-1|NF-Y-2|RORalpha1-3|Sp1-1|Sp4-1|YY1-2
ENSG00000007376,E2F-2|NF-Y-1|Sp1-2|Sp4-1
ENSG00000007384,E2A-1|Ehf-1|Ets-2|GABP-2|NERF1a-1|Nrf-1-1|RP58-1|RREB-1-1|Sp1-2|Tel2-1|Zfp161-1
ENSG00000007392,Ets-1
ENSG00000007402,E2A-2|Ebox-2|Hoxa3-1|Myf-2|RP58-2|Srf-1
ENSG00000007516,ATF4-1|Klf7-1|PU.1-1|RP58-1|Sp1-1|Sp4-2
ENSG00000007520,Ebox-1|GABP-3|Myc-2|Stra13-3
ENSG00000007541,Sp1-1
ENSG00000007545,NF-Y-2|Sp1-1
ENSG00000007866,Esr2-1|Klf7-1|Mef2-1|NF-kappaB-1|Sp1-3|Sp4-1
ENSG00000007908,FEV-1|Nanog-1|NF-kappaB-3|PPARG-1
ENSG00000007923,CTCF-1|Egr-1|GCNF-1|HNF4-1|KROX-1|Myf-2|NF-kappaB-1|Nrf-2-1|RP58-1|SF1-2
ENSG00000007933,
ENSG00000007944,E2A-2|Klf7-1|LXR-3|Maf-1|NERF1a-1|PPARG-1|Sp1-1|Sp4-1|Tal1beta-1
ENSG00000007952,Bach2-1|FEV-1|Nobox-1|Pax7-2|Phox2a-1|Pou4f3-1
ENSG00000007968,Ascl2-1|E2F-1|KROX-1|RREB-1-1|Sp1-1
ENSG00000008018,Ehf-1|Elk1-1|Ets-2|GABP-4|Klf7-1|Sp1-1|Tel2-2
ENSG00000008056,ATF-4|ATF3-1|Bach1-1|CREB-1|E2A-1|Egr-1|HEN1-4|Jundm2-2|Klf7-1|KROX-2|NF-E2-1|Nrf-1-1|NRSF-3|YY1-1
ENSG00000008083,AP-4-1|Bsx-1|Dlx2-1|Elf1-1|Hoxb9-1|Hsf-1|KROX-1|LXR-1|NF-Y-2|Nkx6-1-1|NRSF-2|Obox3-1|Octamer-1|Pou2f1-1|Pou5f1-1|Pou6f1-1|RREB-1-1|Sp1-1|Sp4-1|YY1-1|znf143-1
ENSG00000008086,CTCF-1|Dmbx1-1|En-1-1|Err-alpha-1|HEB-1|HNF1-1|HNF4-1|Hoxa3-1|Hoxa9-1|Hoxb13-1|Hoxb3-1|Irf-1|Isx-2|Klf7-3|Lhx3-1|Lhx4-2|Lhx8-1|MIF-1-1|NF-kappaB-1|NF-Y-1|Nkx6-1-1|Nobox-1|Nrf-1-1|Obox6-1|Pax7-1|Pou2f1-1|Pou3f2-1|Rfx-1|SF1-1|Sp1-4|Sp4-2|Tcf-1
ENSG00000008118,
ENSG00000008128,Nrf-1-1
ENSG00000008130,Nrf-1-3|SF1-1|Sp4-1
ENSG00000008196,Elk1-1|GABP-1|HNF6-1|Hoxd8-1|Pdx1-1|Pou6f1-1|YY1-1
ENSG00000008197,Arid3a-3|Esx1-2|Foxc1-1|Hoxa7-1|Hoxb4-1|Hoxb8-1|Hsf-1|KROX-1|Lhx3-1|Nkx2-2|Nkx3-2|Pax7-1|Pou3f4-1|RREB-1-1|Srf-5
ENSG00000008226,
ENSG00000008256,Arnt-1|HEB-1|Klf7-1|Myc-2|Sp1-2|Stra13-2|Tcf-1|TLX1::NFIC-1
ENSG00000008277,AP-4-1|ATF3-1|E2F-1|NF-kappaB-2|Nkx3-1|Pdx1-2|Sp4-1|Zfp161-1
ENSG00000008282,GABP-1|Irf-1|Lhx3-1|Myf-1|Nrf-1-1|Tcf-1|Zfp161-1
ENSG00000008283,CTCF-1|GABP-2|Rfx-1|Sp1-1
ENSG00000008294,AP-1-1|Klf7-1|LRH1-1|Maf-1|Sp1-3|Sp4-1|YY1-1
ENSG00000008300,GABP-1|KROX-1|NF-Y-3|YY1-1
ENSG00000008311,NF-Y-1
ENSG00000008323,Six-1|Sp1-1
ENSG00000008324,Nobox-1|Nrf-1-1|Zfp161-2
ENSG00000008382,NF-Y-4|Sp1-1
ENSG00000008394,CDP-1|CHX10-1|E2F-1|Err-alpha-1|HNF4-2|Hoxd8-1|Mef2-2|OTX-1|PPARG-1|RAR-2|RORalpha1-1
ENSG00000008405,Bach2-1|CTCF-2|Klf7-3|KROX-1|NF-Y-1|Sp1-3|Sp4-1|Zfp161-2
ENSG00000008438,
ENSG00000008441,INSM1-1|LXR-1|NF-kappaB-1|Olf-1-1|YY1-1|Zfp161-1|Zic-1
ENSG00000008513,Egr-1|Ets-2|GCNF-1|MIF-1-1|NR4A2-1|Nrf-1-1|Rfx-1|RREB-1-1|TEF-1-1
ENSG00000008516,NF-kappaB-1|Sp4-1|STAT-1
ENSG00000008517,ATF-2|Sp1-1|Sp4-1
ENSG00000008710,Sp1-2|Sp4-1
ENSG00000008735,HNF4-1|PPARG-1
ENSG00000008838,AP-4-1|Ascl2-3|Dlx5-1|E2A-1|Hlxb9-1|Klf7-1|Maf-1|NR3C-3|Nrf-2-1|Octamer-1|Pou2f1-6|Pou5f1-1|Rfx-3|RREB-1-1|Sp1-1|Tgif1-1|TLX1::NFIC-1|Vax2-1
ENSG00000008853,AP-1-1|Bach2-1|TLX1::NFIC-1
ENSG00000008869,Eomes-1|GABP-1|Nrf-1-4|Spdef-1|TBX5-2
ENSG00000008952,Bach2-1|Egr-1|Obox3-1|Obox6-1|RP58-1
ENSG00000008988,AP-1-1|Bach1-1|Bach2-1|E2F-2|Ehf-1|Tal1beta-1
ENSG00000009307,Myc-1|Nrf-1-1|Nrf-2-1|RP58-1|Sp1-2|WT1-1|YY1-3|Zic-1
ENSG00000009335,
ENSG00000009413,E2F-1|Jundm2-2|Pax-6-1|Prrx1-1|Rfx-1|RREB-1-1|RXR-1|Sp1-1
ENSG00000009694,AP-2-2|Dbx1-1|Foxa-2|Foxd1-1|GATA-1|HEN1-1|HNF1-2|Hoxb13-1|Hoxd8-1|Nkx6-1-1|Pou2f1-1|Pou6f1-1
ENSG00000009709,CTCF-1|Esr1-1|HNF4-5|LF-A1-1|LXR-1|NR4A2-1|PPAR-1|PPARG-3|RAR-1|RREB-1-2|RXR::LXR-1|Sp1-2|Tcf-1
ENSG00000009724,PPAR-1|STAT-2|Tcf-2
ENSG00000009765,HEB-1
ENSG00000009780,Egr-2|KROX-1|MIF-1-2|NRSF-1|Rfx-2
ENSG00000009790,
ENSG00000009830,Klf7-1|KROX-1|NF-Y-1|Rfx-2|Sp1-2|Sp4-2
ENSG00000009844,CTCF-1|Ehf-1|GABP-2|HNF4-2|INSM1-1|Klf7-1|MIF-1-1|PPARG-2|PU.1-1|RXR::LXR-1|Sp1-1|Sp4-1
ENSG00000009950,Klf7-2|NF-Y-2|Sp1-3|Sp4-2
ENSG00000009954,AP-4-1|HNF4-2|Hoxa9-1|KROX-1|NF-kappaB-3|NR4A2-1|PPARG-2|RAR-1|RXR::LXR-1|Sp1-3|Sp4-1|YY1-1
ENSG00000010017,Barhl1-1|Barx2-2|Dbx2-2|En-1-1|Esx1-1|Hlx1-1|HNF1-3|Hoxa13-1|Hoxa7-1|Hoxb3-1|Hoxb4-1|Hoxc6-1|Hoxd8-2|Isl2-1|Lhx3-2|Lmo2-complex-1|Nkx6-1-1|Octamer-1|Pax-6-1|Pax7-1|Phox2a-1|Pou2f1-1|Pou3f2-2|Pou3f4-2|Pou4f3-2|PPARG-1|Prrx2-1|Sp4-1|Vax2-1
ENSG00000010030,E2A-1|Irf-1|STAT-4
ENSG00000010072,
ENSG00000010165,NF-Y-2|Sp1-1
ENSG00000010219,Eomes-1|Klf7-1|Rfx-1
ENSG00000010244,AP-1-1|Nrf-2-1|Stra13-1|YY1-4
ENSG00000010256,Err-alpha-1|NR4A2-2|SF1-1|Sp1-1
ENSG00000010270,ATF-4|ATF3-1|ATF4-1|CREB-1|Jundm2-2
ENSG00000010278,E2A-1|E2F-1|Elk1-1|GABP-1|HEB-2|Nrf-1-1|RREB-1-1|STAT-1|Zfp161-1
ENSG00000010282,AREB6-1|Err-alpha-1|HNF4-1|Myf-1|NRSF-3|SF1-1|Sp1-1
