Gene stable ID,SMART domains ID
ENSG00000233948,SM00589
ENSG00000277106,SM00730
ENSG00000261210,
ENSG00000261210,SM00034
ENSG00000242221,SM00408
ENSG00000242221,SM00409
ENSG00000184343,
ENSG00000233948,SM00184
ENSG00000233948,SM00336
ENSG00000160606,SM00724
ENSG00000160606,
ENSG00000164308,
ENSG00000005889,
ENSG00000117505,
ENSG00000121764,SM01381
ENSG00000168925,SM00020
ENSG00000121764,
ENSG00000277956,
ENSG00000170848,SM00408
ENSG00000170848,SM00409
ENSG00000160602,SM00220
ENSG00000157540,SM00220
ENSG00000157540,
ENSG00000170848,
ENSG00000119720,
ENSG00000232397,
ENSG00000243441,
ENSG00000105514,SM00173
ENSG00000105514,SM00174
ENSG00000105514,SM00176
ENSG00000105514,SM00175
ENSG00000233481,
ENSG00000176884,SM00918
ENSG00000176884,SM00079
ENSG00000224487,
ENSG00000120685,
ENSG00000237258,
ENSG00000140254,
ENSG00000005889,SM00355
ENSG00000187492,
ENSG00000106605,
ENSG00000221878,SM00408
ENSG00000221878,SM00409
ENSG00000026103,SM00208
ENSG00000128626,
ENSG00000176884,
ENSG00000135338,
ENSG00000160602,
ENSG00000243130,SM00409
ENSG00000243130,SM00408
ENSG00000198753,SM00630
ENSG00000198753,SM00429
ENSG00000198753,SM00423
ENSG00000106829,SM00320
ENSG00000198753,
ENSG00000106829,
ENSG00000243130,
ENSG00000274675,
ENSG00000187492,SM00112
ENSG00000107882,
ENSG00000198478,
ENSG00000163666,SM00389
ENSG00000163666,
ENSG00000235696,SM00327
ENSG00000235696,SM00032
ENSG00000235696,SM00020
ENSG00000158077,SM01289
ENSG00000158077,SM00368
ENSG00000163235,
ENSG00000026103,SM00005
ENSG00000101986,SM00382
ENSG00000122483,
ENSG00000101986,
ENSG00000185863,
ENSG00000089693,
ENSG00000198242,
ENSG00000101188,
ENSG00000184709,SM00369
ENSG00000261793,
ENSG00000026103,
ENSG00000204941,SM00408
ENSG00000204941,SM00409
ENSG00000067365,
ENSG00000176928,
ENSG00000204941,
ENSG00000092529,SM00720
ENSG00000092529,SM00054
ENSG00000092529,SM00230
ENSG00000171365,SM00116
ENSG00000171365,
ENSG00000139197,SM00028
ENSG00000274675,SM01047
ENSG00000274675,SM00327
ENSG00000275433,SM00409
ENSG00000275433,SM00408
ENSG00000235696,
ENSG00000119698,
ENSG00000159335,
ENSG00000154832,SM00249
ENSG00000135047,SM00848
ENSG00000135047,SM00645
ENSG00000103227,
ENSG00000135903,SM00389
ENSG00000135903,SM00351
ENSG00000137055,SM00320
ENSG00000137055,
ENSG00000204160,
ENSG00000118997,
ENSG00000184434,SM00369
ENSG00000184434,SM00082
ENSG00000270885,SM00175
ENSG00000270885,SM00173
ENSG00000104835,
ENSG00000163081,
ENSG00000233911,SM00352
ENSG00000233911,SM00389
ENSG00000109519,
ENSG00000119682,
ENSG00000154832,
ENSG00000155066,
ENSG00000282379,
ENSG00000015171,SM00297
ENSG00000015171,SM00293
ENSG00000015171,SM00249
ENSG00000173660,
ENSG00000196139,
ENSG00000092529,
ENSG00000103496,SM00503
ENSG00000096968,SM00252
ENSG00000096968,SM00295
ENSG00000096968,SM00219
ENSG00000282379,SM00184
ENSG00000096968,
ENSG00000187533,
ENSG00000138134,
ENSG00000138134,SM00232
ENSG00000276726,SM00271
ENSG00000276726,
ENSG00000269190,SM00256
ENSG00000269190,SM01198
ENSG00000118997,SM00382
ENSG00000173482,SM00404
ENSG00000173482,SM00194
ENSG00000173482,SM00060
ENSG00000173482,SM00137
ENSG00000173482,SM00409
ENSG00000119682,SM00119
ENSG00000277361,
ENSG00000096872,
ENSG00000184731,
ENSG00000112062,SM00220
ENSG00000269190,
ENSG00000143971,
ENSG00000160888,
ENSG00000118777,SM00382
ENSG00000147119,
ENSG00000269547,SM01198
ENSG00000242335,SM00020
ENSG00000242335,SM00327
ENSG00000242335,SM00032
ENSG00000118777,
ENSG00000271567,
ENSG00000170681,
ENSG00000188694,
ENSG00000100987,SM00389
ENSG00000233095,SM00407
ENSG00000276734,SM00129
ENSG00000232263,
ENSG00000142347,SM00242
ENSG00000142347,SM00326
ENSG00000119411,SM00449
ENSG00000119411,SM00589
ENSG00000197683,
ENSG00000142347,
ENSG00000112062,
ENSG00000233095,
ENSG00000096433,SM00472
ENSG00000198805,
ENSG00000206107,
ENSG00000117481,
ENSG00000173482,
ENSG00000186980,
ENSG00000184307,
ENSG00000137288,
ENSG00000107796,SM00268
ENSG00000141497,
ENSG00000182816,
ENSG00000138604,
ENSG00000089847,SM00248
ENSG00000198390,
ENSG00000239388,SM00253
ENSG00000239388,SM00248
ENSG00000239388,SM00969
ENSG00000197019,
ENSG00000240432,
ENSG00000103496,SM00397
ENSG00000158109,
ENSG00000119431,
ENSG00000103707,
ENSG00000186971,
ENSG00000270379,
ENSG00000198758,SM00326
ENSG00000103496,
ENSG00000139800,SM00355
ENSG00000113361,SM00112
ENSG00000137857,SM00054
ENSG00000157045,
ENSG00000050438,
ENSG00000151576,
ENSG00000137857,
ENSG00000156110,
ENSG00000273947,SM00409
ENSG00000228177,
ENSG00000198758,
ENSG00000271447,SM00120
ENSG00000084073,
ENSG00000235396,SM00181
ENSG00000235396,SM00179
ENSG00000235396,SM01338
ENSG00000235396,SM00248
ENSG00000235396,SM01339
ENSG00000235396,SM00004
ENSG00000142273,SM00184
ENSG00000143570,
ENSG00000178662,
ENSG00000043355,SM00355
ENSG00000205250,SM01372
ENSG00000262911,SM00271
ENSG00000187961,SM00875
ENSG00000187961,SM00612
ENSG00000187961,SM00225
ENSG00000227222,
ENSG00000233490,SM00390
ENSG00000007168,SM00667
ENSG00000187961,
ENSG00000123594,SM00726
ENSG00000123594,SM01246
ENSG00000134202,
ENSG00000233490,
ENSG00000151923,SM00361
ENSG00000151923,SM00360
ENSG00000205250,
ENSG00000271447,SM00235
ENSG00000227222,SM00487
ENSG00000065923,
ENSG00000204352,
ENSG00000148123,SM00014
ENSG00000148123,
ENSG00000271447,
ENSG00000105246,SM00060
ENSG00000169504,
ENSG00000157500,SM00233
ENSG00000157500,SM00462
ENSG00000275841,SM00409
ENSG00000275841,SM00408
ENSG00000270806,
ENSG00000150636,
ENSG00000007168,SM00320
ENSG00000111218,
ENSG00000138439,
ENSG00000157500,
ENSG00000007168,
ENSG00000140279,SM00054
ENSG00000134201,
ENSG00000171206,SM00184
ENSG00000171206,
ENSG00000280759,
ENSG00000165238,SM00220
ENSG00000266338,SM01148
ENSG00000198585,
ENSG00000224395,
ENSG00000151923,
ENSG00000276490,
ENSG00000143107,SM00060
ENSG00000163617,
ENSG00000175040,
ENSG00000186212,SM00248
ENSG00000169203,
ENSG00000177938,
ENSG00000151694,SM00050
ENSG00000151694,
ENSG00000279782,
ENSG00000204463,SM00213
ENSG00000177051,SM00256
ENSG00000177051,
ENSG00000280759,SM00809
ENSG00000165841,
ENSG00000067992,SM00387
ENSG00000276068,SM00238
ENSG00000276068,SM00382
ENSG00000160325,SM01077
ENSG00000283597,
ENSG00000143578,
ENSG00000150760,SM00326
ENSG00000134330,
ENSG00000101222,
ENSG00000151332,
ENSG00000237452,SM00398
ENSG00000085721,
ENSG00000108242,
ENSG00000166479,
ENSG00000188916,
ENSG00000278362,SM00409
ENSG00000106070,SM00314
ENSG00000106070,SM00233
ENSG00000106070,SM00252
ENSG00000140093,SM00093
ENSG00000250821,SM01313
ENSG00000167565,
ENSG00000165238,
ENSG00000250821,
ENSG00000168487,SM00042
ENSG00000168487,SM00179
ENSG00000168487,SM00235
ENSG00000168487,SM00181
ENSG00000196369,SM00055
ENSG00000170099,SM00093
ENSG00000143452,
ENSG00000196369,
ENSG00000114113,
ENSG00000270647,SM00547
ENSG00000270647,SM00360
ENSG00000274112,
ENSG00000122756,SM00060
ENSG00000122756,SM00408
ENSG00000122756,SM00409
ENSG00000237313,
ENSG00000270647,
ENSG00000170099,
ENSG00000139629,SM00458
ENSG00000144231,SM00657
ENSG00000100897,
ENSG00000228977,
ENSG00000176909,SM00513
ENSG00000106070,
ENSG00000114115,
ENSG00000176909,
ENSG00000124570,SM00093
ENSG00000175793,SM00101
ENSG00000168297,SM00312
ENSG00000163515,
ENSG00000183023,SM00237
ENSG00000139629,
ENSG00000181804,
ENSG00000185614,
ENSG00000143578,SM00338
ENSG00000143537,SM00608
ENSG00000143537,SM00050
ENSG00000142751,
ENSG00000179580,SM00184
ENSG00000127184,
ENSG00000183023,
ENSG00000155659,SM00408
ENSG00000155659,SM00409
ENSG00000136840,
ENSG00000233687,
ENSG00000077380,
ENSG00000168487,
ENSG00000115183,SM00248
ENSG00000115183,SM00028
ENSG00000124570,
ENSG00000226931,
ENSG00000197894,
ENSG00000155659,SM00406
ENSG00000230855,
ENSG00000274746,SM00349
ENSG00000274746,SM00355
ENSG00000147081,SM00807
ENSG00000138629,SM00165
ENSG00000163864,
ENSG00000147081,
ENSG00000178038,SM00698
ENSG00000090013,
ENSG00000138709,SM00684
ENSG00000138709,SM00715
ENSG00000080839,SM01367
ENSG00000080839,SM01368
ENSG00000080839,SM00385
ENSG00000080839,SM01369
ENSG00000080839,
ENSG00000127863,SM00208
ENSG00000125817,SM00674
ENSG00000127863,
ENSG00000138709,
ENSG00000143543,
ENSG00000148218,SM01004
ENSG00000236346,
ENSG00000233803,
