Ensembl_ID,Motifs
ENSG00000188394,GCNF-1|Hoxb13-1|TBX5_1-1|HEB-1|MafB_2-1|MafK-1|Pou2f1_9-1
ENSG00000172785,
ENSG00000132635,Myc_2-1|Myc_3-1|Myc_6-1|Ebox-2|Nrf-1_2-2|Dlx5-1|Ncx_1-1|Myc_5-1|Myc_4-2|GABP_3-2|Ehf-1|PU.1_3-1|GABP_1-1|Sp1_3-1
ENSG00000175387,Sp1_3-3|NF-Y_3-2|Arnt_1-1|E2F_8-2|Pou2f1_1-1|Pou2f1_7-1|Octamer-1|Foxc1_1-1|PU.1_3-1|Tel2-1
ENSG00000104043,E2A_1-1|CTCF-1|Sp4-1|Sp1_3-1|E2A_3-1
ENSG00000165209,Myf_2-1|NF-Y_3-1|Sp4-2|Sp1_3-1|E2A_5-1|AREB6_3-1|HEN1_1-1|PPARG_3-1|Esr1_1-1|Esr2-1
ENSG00000182511,Ascl2-1|Tal1-1
ENSG00000170113,
ENSG00000054796,Nrf-1_2-1|Arid3a_2-2
ENSG00000074410,Arid3a_2-1|Lhx3_1-1|Nrf-1_2-1
ENSG00000087495,CTCF-1|RORalpha1_2-1|RORalpha1_3-1
ENSG00000183784,Mef2_1-1|MafK-1|MafB_2-1|Tel2-1|Tgif1_2-1
ENSG00000067900,PU.1_3-1|HEN1_1-1|E2A_5-1|ATF_4-1|Ascl2-1|HEB-1|AP-4_3-1|AP-2_7-1|Sp1_3-3|Nrf-1_2-1|Zfp161_3-6|Sp4-1|Klf7-1|GCNF-1|HNF6-1|PPARG_3-1|AP-1_2-1|Mef2_1-1
ENSG00000128965,Myc_4-1|NF-Y_3-1|NF-Y_1-1|Klf7-2|E2A_3-1|Myf_3-1|E2A_1-1|AP-4_3-1|HEB-1
ENSG00000124104,Ets_4-1|RXR_1-1|Sp1_3-4|Klf7-2|Sp4-1|RORalpha1_2-1|RORalpha1_3-1
ENSG00000148204,INSM1-1|NF-kappaB_4-2|NF-kappaB_5-2|Sp1_3-1|RREB-1_1-2|Zic_3-1|Rfx_2-1
ENSG00000101146,Hoxa7_2-1|Rfx_1-1|MIF-1-1|Nrf-1_2-1|Ets_2-1|Tel2-1
ENSG00000215305,RREB-1_1-1|Myc_2-1|Myc_3-1|Myc_6-1|Ebox-2|Nrf-1_2-2|Dlx5-1|Ncx_1-1|Myc_5-1|Myc_4-2|GABP_3-2|Ehf-1|PU.1_3-1|GABP_1-1|Sp1_3-1
ENSG00000153666,Ascl2-1
ENSG00000142192,Hsf_3-1|Sp1_3-1|Klf7-1|NRSF_1-1|E2A_5-1|Lmo2-complex_1-1|AREB6_3-1|RXR_1-2
ENSG00000101473,Ets_1-1|Nrf-2_1-1|NF-Y_3-1|HNF4_5-1|PPARG_1-1|RAR-1|RXR::LXR-1|HNF4_6-1|PPARG_3-1|HNF4_8-1|KROX-1|Zic_1-1|Zic_3-1
ENSG00000128908,ATF_2-1|RREB-1_1-1|AREB6_3-1|E2F_5-1|ATF3-1|CACD_2-1|KROX-2|Egr_2-1|Klf7-1|Sp1_3-1|STAT_1-2|STAT_5-2|STAT_12-1|Ehf-1|Elf3-1|STAT_14-1|GABP_1-1|Tel2-1|Irf_7-1
ENSG00000140284,Esr2-1|E2A_1-1|CTCF-1|Sp4-1|Sp1_3-1
ENSG00000198033,NF-Y_3-1
ENSG00000121388,NF-Y_3-1
ENSG00000256222,
ENSG00000132819,E2F_8-1
ENSG00000107099,Mef2_1-1|MafK-1|MafB_2-1|Tel2-1
ENSG00000119522,PPAR_3-1|PPARG_3-1|HNF4_6-1|HNF4_8-1|HNF4_1-1|Hoxd8-1|Sp1_3-2|Rfx_2-1|Rfx_5-1|Sp4-1|Myf_4-1|Mef2_5-2|Tcf_1-1
ENSG00000141449,HEB-1|HEN1_1-1|Lmo2-complex_1-1|Pax-5_3-1|Sp1_3-1|Myc_5-1|PPARG_1-1|Zfp161_3-1|Mrg_2-1|Tgif1_1-1
ENSG00000166265,Hoxa5_2-1|Octamer-1|Hoxd8-1|Msx-1_2-1|KROX-2|Sp4-1|Sp1_3-1
ENSG00000196074,Sp1_3-1|CTCF-1
ENSG00000140287,RREB-1_1-1|Arid3a_2-2|En-1_3-1|Hoxb7-1|Pou3f4-1|Pou4f3-1|Hoxa3_2-1|Lhx3_1-1|Rfx_5-1
ENSG00000132958,
ENSG00000140455,HNF1_6-1|HNF1_1-1|FEV-1|Bach1-1|Bach2-1|Myc_6-1|Sp4-1|Ascl2-1|AP-4_3-1|Ehf-1|Elf3-1|Tel2-1|Mrg_2-1|Tgif1_1-1|Barhl1-1|Prrx2_1-1|Nobox_1-1|Mef2_4-1
ENSG00000184828,Rfx_5-1|Mef2_4-1
ENSG00000154734,GLI-1|Sp1_3-2|KROX-1|Zic_2-1|Zic_3-1|Ascl2-1|Zfp161_3-1
ENSG00000106689,Pbx-1_3-1|HNF6-1|Nkx2_8-1|Ascl2-1|KROX-1|Dlx3-1|Barx1-1|Hoxa5_3-2|Hoxb6-1|Pax-4_2-2|Zic_1-1|Zic_2-1|HEN1_1-1|HEB-1|Sox_4-1|Hoxa3_2-2|Hoxc6-1|Prrx1-2|Hoxc9-1|FXR_1-1|STAT_14-1|Pou2f1_4-1|CDP_6-1|RREB-1_1-3|Isx-2|Msx2-1|Nobox_1-1|Prrx2_1-1|Lhx4-1|Lhx8-1
ENSG00000259455,
ENSG00000154736,Sp1_3-2|Hoxb9-1|Hoxa9-1|Ets_2-1|NERF1a-1|STAT_9-1|Hoxb4-1|CHX10-1
ENSG00000261739,
ENSG00000196199,GABP_3-1|Klf7-1|Sp4-1
ENSG00000178997,AP-4_3-1|NF-Y_1-1|NF-Y_3-1|KROX-2|Egr_3-1|Klf7-1|Sp1_3-1|ATF_2-1|NF-Y_2-1|HNF6-1
ENSG00000156239,Lhx4-1|Pou3f2_4-1|Pou6f1_2-1|Nrf-1_2-4|Octamer-1
ENSG00000196547,Sp1_3-2|KROX-1|Egr_3-1|Egr_4-1
ENSG00000107104,PPARG_1-1
ENSG00000121390,Nrf-1_2-3
ENSG00000174450,
ENSG00000268960,STAT_14-2|Pdx1_1-1
ENSG00000269591,Tgif1_2-1|OTX-1
ENSG00000119408,HEB-1|AP-4_3-1|Sp4-1|GABP_3-1|Ets_1-1
ENSG00000137090,Sp4-1|Klf7-1|Zfp161_3-2|YY1_4-1
ENSG00000104064,Tal1beta-1|KROX-1|Egr_3-1|Sp4-1|Sp1_3-1|FEV-1|Mef2_1-1|Ets_1-1|STAT_1-2|E2F_5-1|Nrf-1_2-1|Myc_2-1|Msx2-1|Dlx5-1
ENSG00000179455,RXR_1-1|Ets_1-1|Tel2-1|GABP_1-1
ENSG00000134030,RP58-1|Nkx6-1_2-1|Barhl1-1|Barx2-1|En-1_3-1|Msx-1_2-1|Nkx6-1_1-1|Isl2-1|Nobox_1-1|Pou2f1_10-1|znf143-1|Myc_6-1|Klf7-1|Sp1_3-2|Ascl2-1|AP-4_3-1|RREB-1_1-1|Sp4-1|Zfp161_3-3
ENSG00000064218,
ENSG00000132950,Pdx1_2-1|Sp1_3-2|Sp4-1|NF-Y_3-1|YY1_5-1
ENSG00000128322,
ENSG00000198862,GABP_3-1|GABP_1-1|ATF_2-1|ATF_3-1|ATF3-1|NF-Y_3-1|E2F_6-1
ENSG00000254585,Lmo2-complex_1-1|KROX-2|AP-4_3-1|HEB-1|NF-I_2-1|Sp1_3-2|Sp4-1|E2F_5-1
ENSG00000182636,Elk1_1-1|PU.1_3-1|Ets_4-1|GABP_3-1|Sp1_3-1|Nrf-1_2-1
ENSG00000132801,Ets_1-1|Nrf-2_1-1|NF-Y_3-1|HNF4_5-1|PPARG_1-1|RAR-1|RXR::LXR-1|HNF4_6-1|PPARG_3-1|HNF4_8-1|KROX-1|Zic_1-1|Zic_3-1
ENSG00000136930,Srf_6-2|KROX-1|GABP_2-1|GABP_3-1|GABP_1-1|Elk1_2-1|Sp4-1|Klf7-1|Sp1_3-1
ENSG00000185823,
ENSG00000173253,Mef2_1-1|Myf_3-1|E2A_3-1|NF-Y_3-2|NF-Y_1-1|PPARG_3-1|Bach2-1|HNF4_5-1|RXR::LXR-1|HNF4_1-1
ENSG00000168612,Irf_11-1|NF-kappaB_3-1|Rfx_2-2|PPAR_3-1|HNF4_5-1|PPARG_1-2|PPARG_3-1
ENSG00000124092,Egr_3-1|Egr_4-1|Nrf-1_2-1|Sp1_3-1|CTCF-1
ENSG00000187446,AP-4_3-1|NF-Y_1-1|NF-Y_3-1|KROX-2|Egr_3-1|Klf7-1|Sp1_3-1|ATF_2-1|NF-Y_2-1|HNF6-1
ENSG00000149634,STAT_9-1
ENSG00000124257,CTCF-1|Sp4-1|Myc_5-1|Myc_4-2|Stra13_2-1|Ets_2-1|Ets_4-1|PU.1_3-1|Elf1-1|Pdx1_1-1|Err-alpha-1
ENSG00000180264,LRH1-1|Klf7-1|Sp1_3-1|TLX1::NFIC-1|CTCF-1|Myf_3-1
ENSG00000104147,CTCF-1|Klf7-1|Sp1_3-1
ENSG00000189269,
ENSG00000156253,Nrf-1_2-2
ENSG00000136931,Sp1_3-2|Egr_1-1|Arnt_1-1|Myc_5-1|Myc_4-1|Ebox-1|Nrf-2_2-1|Nrf-2_3-1|KROX-1|Sp4-1|HEB-2
ENSG00000101665,znf143-1|NF-kappaB_2-1|MIF-1-1|RREB-1_1-1|Hoxa9-1|Sp1_3-2|Foxa_2-1|Egr_2-1|Egr_3-2|CTCF-1|Sp4-1|Ebox-1|Myc_5-1|Myc_4-2
ENSG00000196227,Sp1_3-1|CTCF-1
ENSG00000132670,RP58-1|Ets_1-1
ENSG00000132825,Sp1_3-2|Klf7-1|znf143-1
ENSG00000128739,Nrf-1_2-1
ENSG00000148200,RORalpha1_2-1|RORalpha1_3-1|TBX5_3-1|Foxd3-1|Sox_4-1|Pou5f1_2-1|Bsx-1|Dlx5-1|Hlxb9-1|Nkx1-1-1|Msx2-1|RAR-1|Hoxc10-1|Hoxb13-1|Myf_3-1|Sp1_3-1|Jundm2-1|ATF_3-1|ATF_4-1|ATF3-1|ATF4-1|CREB_5-1|znf143-1|Pou2f1_1-1|Octamer-1|Irf_11-1|CTCF-1|HNF4_6-1
ENSG00000124215,
ENSG00000159496,
ENSG00000064601,CTCF-1|Sp4-1|Myc_5-1|Myc_4-2|Stra13_2-1
ENSG00000185585,Sp1_3-1|CTCF-1
ENSG00000156256,STAT_14-1|NF-Y_3-2|NF-Y_2-1|Mrg_1-1|Nkx6-1_1-1|Gfi1_1-1|Tgif1_1-1|GATA_3-1
ENSG00000141446,SF1-1|HNF4_8-1|Sp4-1|Sp1_3-1|E2A_3-1|Ascl2-1|Myf_3-1|HEN1_2-1|GABP_2-1|Nrf-1_2-1|YY1_5-1|YY1_3-1|Zfp161_3-1|CTCF-1
ENSG00000121741,YY1_5-1|Zic_2-2|Sp1_3-2|KROX-1|ATF3-1|Pdx1_2-1|ATF_3-1|CTCF-2|HEN1_1-2|Ascl2-1|Prrx2_1-1
ENSG00000137804,CTCF-1|Klf7-1|Sp1_3-1
ENSG00000197361,Srf_6-2|Foxd1_1-1|Err-alpha-1|RORalpha1_1-1|LRH1-1|SF1-1
ENSG00000136918,Klf7-1|E2A_1-1|CTCF-1|Sp1_3-1
ENSG00000080503,Mef2_4-1|Mef2_5-2|Msx2-1|Barhl1-1|Vax2-1|Nkx2_8-1|Nobox_1-1|Klf7-2|Sp1_3-4|Hsf_3-1|Sp4-1|KROX-2|Egr_3-1|Elk1_3-1|Dbx2-1|AP-1_1-1|AP-1_2-1|Pou6f1_2-1|Pou2f1_10-1|Foxa_4-1|Hlxb9-1|Hoxb7-1|Hoxb8-1|Nrf-2_1-1|RREB-1_1-1
ENSG00000136942,Sp1_3-1
ENSG00000136950,Sp1_3-1
ENSG00000176659,Tal1-2|Barhl1-1|Eomes-1|Pdx1_2-1|Mrg1::Hoxa9_2-1|Hoxb8-1|Nkx2_8-1|AREB6_3-1|CTCF-1
ENSG00000187792,RORalpha1_1-1|GATA_14-1|Myf_4-1|Tal1beta-1|Ebox-1|RREB-1_1-1|RXR_1-1|HEN1_1-1|Elk1_1-1|Ets_4-1
ENSG00000167088,Nrf-2_1-1|Elk1_2-1
ENSG00000128218,RXR_1-1|HEN1_1-1|Elk1_1-1|Ets_4-1|Lmo2-complex_1-1|Pou2f1_7-1|Pou2f1_5-1|Octamer-1
ENSG00000138592,Klf7-2|Sp1_3-1|Ascl2-1|Tal1-1|AP-4_3-1|Hoxb9-1|MafB_2-1
ENSG00000179242,Sp4-1|E2F_5-1
ENSG00000136935,Pou5f1_2-1|Octamer-1|OTX-1|Hoxa5_2-1|RORalpha1_1-1|NR3C_3-1|GATA_3-1
ENSG00000169314,Ets_2-1|Ets_4-1|FEV-1|Sp1_3-1|Sp4-1|PPARG_3-1|HNF4_8-1
ENSG00000173281,Sp4-1|NF-Y_3-2|NF-Y_2-1|Ebox-1|Osf2_2-1
ENSG00000103657,GATA_13-1|Arid3a_2-1|PU.1_3-1|Sp1_3-2|RORalpha1_2-1
ENSG00000253426,Sp4-1|NF-Y_3-2|NF-Y_2-1|Ebox-1|Osf2_2-1
ENSG00000158201,Sp1_3-1|KROX-1|Err-alpha-1|LRH1-1|NR4A2-1|SF1-1|RAR-1
ENSG00000250479,Klf7-1|PPARG_1-1|RXR::LXR-1|PPARG_3-1|HNF4_8-1|Sp1_3-1|YY1_2-1|YY1_4-1|SF1-1|NR4A2-1|Zic_3-1|Rfx_2-1
ENSG00000124253,Bach2-1|MafB_2-1|HNF4_5-1|PPARG_1-2|RAR-1|HNF4_8-1|RORalpha1_2-1|HNF4_1-1|ATF_2-1|ATF_4-1|ATF3-1|ATF_3-1
ENSG00000121743,Sp4-1|Sp1_3-1|Klf7-1|Egr_2-1|Egr_4-1|Mef2_5-1
ENSG00000141627,Sp1_3-1|E2A_3-1|YY1_5-1|Zfp161_3-2|Arnt_1-1|Stra13_1-1|Ebox-1|Myc_4-4|znf143-1|Myc_3-1|MIF-1-1|Rfx_5-1
ENSG00000165474,PPARG_1-1|Err-alpha-1|Myf_2-1|Klf7-1|YY1_3-1|E2A_1-1
ENSG00000140553,HEN1_2-1|GABP_3-1|GABP_1-1
ENSG00000102309,CDP_3-1
ENSG00000099953,Klf7-1|PPARG_1-1|RXR::LXR-1|PPARG_3-1|HNF4_8-1|Sp1_3-1|YY1_2-1|YY1_4-1|SF1-1|NR4A2-1|Zic_3-1|Rfx_2-1
ENSG00000179253,Dlx3-1|Dlx5-2|Dlx2-1|Hoxa5_3-1|Hoxa3_2-1|Octamer-1
ENSG00000121742,Elk1_1-1|GABP_3-1|Ets_1-1|Sp1_3-1|Hoxa7_2-1|Hoxb4-2|Phox2a-2|Pou3f2_4-1|Hlxb9-1|Hoxd8-1|Vax2-1|Hoxc9-2|RREB-1_1-1|RORalpha1_3-1|GCNF-1|LRH1-1|SF1-1|Crx_2-1
ENSG00000173611,Egr_4-1|NF-Y_2-1|NF-Y_3-1|CTCF-1|E2A_1-3|MafB_2-1
ENSG00000156261,znf143-1
ENSG00000267954,
ENSG00000273173,Nrf-1_2-2|YY1_2-1|YY1_3-1
ENSG00000173273,CHX10-1|Klf7-3|Sp1_3-1|FEV-1|NF-Y_3-1|Sp4-1
ENSG00000130699,Nrf-1_2-1|NF-Y_3-1|YY1_5-1
ENSG00000147852,Nkx6-1_1-1|Arid3a_2-1|HNF1_7-1|Dbx1-1|Hoxb8-1|Barx2-1|Elf3-1|FEV-1|Sp4-1|HNF4_5-1|RREB-1_1-1|Sox_10-1|Hoxa5_3-1|Myc_5-1|NF-Y_3-1
ENSG00000186871,Klf7-1|Sp1_3-1
ENSG00000165475,NF-Y_3-1|Sp1_3-1
ENSG00000035664,Arid3a_2-2|CHX10-1
ENSG00000137806,Tal1-1
