EnsemblID,TFBS,Count
ENSG00000259458,Pou2f1_9,1
ENSG00000137880,NF-Y_3,2
ENSG00000137880,HEN1_1,1
ENSG00000137880,Lmo2-complex_1,1
ENSG00000137880,NF-I_2,3
ENSG00000137880,TLX1::NFIC,4
ENSG00000137880,Sp4,2
ENSG00000137880,GABP_3,1
ENSG00000137880,GABP_1,1
ENSG00000137880,Elk1_2,1
ENSG00000137880,Elk1_3,1
ENSG00000137880,STAT_5,1
ENSG00000137880,STAT_9,1
ENSG00000137880,HNF4_5,1
ENSG00000104129,Nrf-1_2,1
ENSG00000104129,Tal1,1
ENSG00000104129,AP-4_3,1
ENSG00000177150,Elk1_2,1
ENSG00000177150,GABP_1,1
ENSG00000177150,Tel2,1
ENSG00000177150,CREB_5,1
ENSG00000177150,E4F1,1
ENSG00000155313,Hsf_3,1
ENSG00000155313,STAT_12,1
ENSG00000155313,E2F_8,1
ENSG00000155313,Klf7,1
ENSG00000155313,Sp1_3,1
ENSG00000155313,NRSF_2,1
ENSG00000155313,Err-alpha,1
ENSG00000155313,RORalpha1_1,1
ENSG00000155313,SF1,1
ENSG00000155313,Mef2_1,1
ENSG00000155313,Mef2_5,1
ENSG00000101638,NF-E2,1
ENSG00000101638,AP-1_1,1
ENSG00000101638,AP-1_2,1
ENSG00000101638,Sp4,1
ENSG00000101638,Hoxa13,1
ENSG00000101638,Sp1_3,1
ENSG00000101638,Isl2,1
ENSG00000101638,Foxa_2,1
ENSG00000101638,E2A_1,1
ENSG00000101638,AP-4_3,1
ENSG00000232560,NF-kappaB_3,1
ENSG00000232560,Gfi1_1,1
ENSG00000232560,RREB-1_1,1
ENSG00000232560,Obox6,1
ENSG00000154639,Mef2_5,1
ENSG00000154639,Rfx_5,1
ENSG00000154639,Rfx_2,2
ENSG00000154639,Ehf,1
ENSG00000154639,GABP_2,1
ENSG00000154639,Elk1_2,1
ENSG00000154639,GABP_1,1
ENSG00000154639,Tel2,1
ENSG00000154639,KROX,2
ENSG00000154639,Sp1_3,1
ENSG00000154639,Egr_3,1
ENSG00000154639,Sp4,1
ENSG00000154639,Ets_1,1
ENSG00000154639,Pou2f1_8,1
ENSG00000101654,Elk1_2,1
ENSG00000101654,GABP_1,1
ENSG00000101654,Tel2,1
ENSG00000101654,CREB_5,1
ENSG00000101654,E4F1,1
ENSG00000078043,NF-E2,1
ENSG00000156958,CTCF,1
ENSG00000156958,Rfx_2,1
ENSG00000156958,Rfx_5,1
ENSG00000154640,Bach1,1
ENSG00000154640,Bach2,1
ENSG00000154640,AP-1_3,1
ENSG00000154640,Jundm2,2
ENSG00000154640,ATF_2,1
ENSG00000154640,ATF_3,2
ENSG00000154640,ATF_4,1
ENSG00000154640,ATF3,2
ENSG00000154640,CREB_5,2
ENSG00000154640,CREB_1,1
ENSG00000154640,Zic_3,1
ENSG00000154640,GABP_3,1
ENSG00000154640,Nrf-2_1,1
ENSG00000154640,Sp1_3,2
ENSG00000154640,Klf7,1
ENSG00000188277,GABP_2,1
ENSG00000188277,PU.1_3,1
ENSG00000188277,Ets_4,1
ENSG00000188277,Ets_1,1
ENSG00000188277,Tel2,1
ENSG00000188277,Sp1_3,1
ENSG00000188277,Nrf-2_3,1
ENSG00000188277,AP-1_2,1
ENSG00000188277,Olf-1_1,1
ENSG00000188277,HEN1_1,2
ENSG00000188277,Dlx2,1
ENSG00000188277,Ebox,1
ENSG00000188277,AP-1_1,1
ENSG00000188277,HNF4_8,1
ENSG00000188277,TLX1::NFIC,1
ENSG00000249139,Tcf_2,1
ENSG00000249139,Tcf_1,1
ENSG00000249139,STAT_9,1
ENSG00000249139,NR3C_5,1
ENSG00000249139,NR3C_3,2
ENSG00000158901,NONE,-1
ENSG00000140416,PPARG_3,1
ENSG00000140416,Srf_1,1
ENSG00000140416,Srf_5,1
ENSG00000140416,RREB-1_1,3
ENSG00000140416,Zfp161_3,1
ENSG00000140416,CACD_2,1
ENSG00000180205,OTX,1
ENSG00000154642,STAT_12,1
ENSG00000154642,Zfp161_3,1
ENSG00000154642,Egr_3,1
ENSG00000140577,LRH1,1
ENSG00000140577,SF1,1
ENSG00000166140,Nrf-1_2,1
ENSG00000166140,Tal1,1
ENSG00000166140,AP-4_3,1
ENSG00000101138,NF-Y_3,1
ENSG00000101138,NF-Y_1,1
ENSG00000101138,Nrf-1_2,1
ENSG00000101138,YY1_5,2
ENSG00000101138,CDP_3,1
ENSG00000154645,CTCF,1
ENSG00000180305,NONE,-1
ENSG00000068793,Sp1_3,2
ENSG00000180083,NONE,-1
ENSG00000182931,NONE,-1
ENSG00000154646,Tcf_2,1
ENSG00000168634,NONE,-1
ENSG00000149651,NF-E2,1
ENSG00000101365,Hsf_1,2
ENSG00000101365,SF1,1
ENSG00000101365,GABP_2,1
ENSG00000101365,GABP_1,1
ENSG00000101365,Elk1_2,1
ENSG00000167216,Stra13_1,1
ENSG00000167216,Klf7,1
ENSG00000167216,Sp1_3,1
ENSG00000167216,NF-E2,1
ENSG00000124116,Rfx_5,1
ENSG00000124116,AP-1_3,1
ENSG00000124116,Hoxa3_2,1
ENSG00000124116,Hoxc9,1
ENSG00000124116,Jundm2,2
ENSG00000124116,ATF_2,1
ENSG00000124116,ATF_3,1
ENSG00000124116,ATF3,1
ENSG00000124116,CREB_5,2
ENSG00000124116,ATF_4,1
ENSG00000087589,GCNF,1
ENSG00000087589,Osf2_2,1
ENSG00000154654,RREB-1_1,1
ENSG00000154654,CTCF,1
ENSG00000154654,Hoxb8,1
ENSG00000154654,Hoxa9,1
ENSG00000166143,HNF4_5,1
ENSG00000166143,PPARG_3,2
ENSG00000166143,RXR::LXR,1
ENSG00000166143,HNF4_8,2
ENSG00000166143,HNF4_6,1
ENSG00000166143,RAR,1
ENSG00000166262,Rfx_5,1
ENSG00000166262,STAT_5,1
ENSG00000166262,Bach2,1
ENSG00000176136,CTCF,1
ENSG00000185231,Arid3a_2,1
ENSG00000185231,Pdx1_2,1
ENSG00000185231,Zic_1,1
ENSG00000185231,Zic_2,1
ENSG00000185231,Zic_3,1
ENSG00000185231,CTCF,1
ENSG00000103642,Hoxd8,1
ENSG00000103642,Sp1_3,2
ENSG00000103642,Sp4,2
ENSG00000197299,Klf7,1
ENSG00000197299,Sp1_3,2
ENSG00000197299,Sp4,1
ENSG00000197299,Myf_3,1
ENSG00000197299,NF-Y_3,1
ENSG00000197299,Elk1_2,1
ENSG00000154719,Gfi1_1,1
ENSG00000154719,CTCF,3
ENSG00000175322,NONE,-1
ENSG00000101160,Sp1_3,1
ENSG00000101160,HNF4_5,1
ENSG00000101160,HNF4_8,1
ENSG00000101160,GABP_1,1
ENSG00000022277,Elk1_2,1
ENSG00000022277,Elk1_3,1
ENSG00000022277,GABP_3,1
ENSG00000022277,GABP_1,2
ENSG00000022277,Tel2,2
ENSG00000022277,Ehf,1
ENSG00000022277,GABP_2,1
ENSG00000166145,Hsf_1,1
ENSG00000166145,STAT_9,1
ENSG00000166145,Egr_4,1
ENSG00000166145,Klf7,1
ENSG00000166145,Sp1_3,2
ENSG00000166145,AP-1_1,1
ENSG00000166145,Ets_2,1
ENSG00000088881,RXR_1,1
ENSG00000088881,Esr1_3,1
ENSG00000088881,NF-kappaB_5,1
ENSG00000088881,NF-kappaB_2,1
ENSG00000088881,Sp1_3,2
ENSG00000088881,RBP-Jkappa_2,1
ENSG00000088881,Klf7,1
ENSG00000101162,NR4A2,1
ENSG00000101162,Myf_4,1
ENSG00000101162,Nkx6-1_1,1
ENSG00000140285,Pou6f1_2,1
ENSG00000140285,CTCF,1
ENSG00000140285,Lmo2-complex_1,1
ENSG00000140285,Hoxb9,1
ENSG00000140285,Hmx_2,1
ENSG00000140285,Nkx6-1_1,1
ENSG00000140285,Tal1,1
ENSG00000140285,HNF6,2
ENSG00000140285,Elk1_1,1
ENSG00000140285,FXR_2,1
ENSG00000140285,FXR_1,1
ENSG00000183206,NONE,-1
ENSG00000101457,Rfx_5,1
ENSG00000101457,AP-1_3,1
ENSG00000101457,Hoxa3_2,1
ENSG00000101457,Hoxc9,1
ENSG00000101457,Jundm2,2
ENSG00000101457,ATF_2,1
ENSG00000101457,ATF_3,1
ENSG00000101457,ATF3,1
ENSG00000101457,CREB_5,2
ENSG00000101457,ATF_4,1
ENSG00000266996,NONE,-1
ENSG00000154721,Rfx_2,1
ENSG00000154721,Ascl2,1
ENSG00000154721,Eomes,1
ENSG00000154721,HEB,1
ENSG00000154721,Tal1,1
ENSG00000154721,AP-4_3,1
ENSG00000154721,YY1_5,1
ENSG00000124172,Ets_1,1
ENSG00000124172,YY1_2,1
ENSG00000124172,YY1_4,1
ENSG00000124172,CTCF,1
ENSG00000124172,Nrf-2_1,1
ENSG00000124172,Sp1_3,2
ENSG00000124172,NF-Y_1,1
ENSG00000124172,Klf7,1
ENSG00000124172,NF-Y_3,1
ENSG00000234298,NONE,-1
ENSG00000185088,GABP_2,1
ENSG00000185088,GABP_3,1
ENSG00000185088,GABP_1,1
ENSG00000185088,Ehf,1
ENSG00000183791,NONE,-1
ENSG00000206181,Foxa_1,1
ENSG00000206181,Foxj2_1,1
ENSG00000206181,Foxa_4,1
ENSG00000206181,Irf_11,1
ENSG00000206181,Octamer,1
ENSG00000206181,Otx2,1
ENSG00000206181,OTX,1
ENSG00000170122,NONE,-1
ENSG00000166128,PPARG_3,1
ENSG00000166128,Obox6,1
ENSG00000166128,Gsc,1
ENSG00000166128,NF-Y_3,1
ENSG00000166128,Sp1_3,5
ENSG00000166128,Klf7,2
ENSG00000166128,Sp4,1
ENSG00000166128,KROX,1
ENSG00000166128,Egr_3,1
ENSG00000166128,HNF4_8,1
ENSG00000166128,Hoxa7_2,1
ENSG00000166128,Hoxb4,1
ENSG00000166128,Nobox_2,1
ENSG00000166128,Lhx3_1,1
ENSG00000175063,NF-Y_3,1
ENSG00000175063,NF-Y_2,1
ENSG00000175063,NF-Y_1,1
ENSG00000124091,Jundm2,1
ENSG00000124091,CREB_5,1
ENSG00000101166,GABP_1,1
ENSG00000101166,Tel2,1
ENSG00000101166,NR4A2,1
ENSG00000101166,SF1,1
ENSG00000101166,Nrf-1_2,2
ENSG00000101166,AP-1_1,1
ENSG00000101166,NR3C_5,1
ENSG00000101166,Esr2,1
ENSG00000101166,NR3C_3,1
ENSG00000101166,Foxd1_1,1
ENSG00000167220,Nrf-1_2,1
ENSG00000167220,GABP_1,1
ENSG00000167220,Elk1_2,1
ENSG00000167220,Elk1_3,1
ENSG00000154723,SF1,1
ENSG00000154723,Elk1_3,1
ENSG00000154723,Egr_2,1
ENSG00000154723,Sp4,1
ENSG00000154723,Sp1_3,1
ENSG00000154723,KROX,1
ENSG00000154723,Egr_3,1
ENSG00000154723,NERF1a,1
ENSG00000154723,Ets_4,1
ENSG00000154723,Ets_2,1
ENSG00000154723,Elf1,1
ENSG00000154723,PU.1_3,1
ENSG00000154723,Ehf,1
ENSG00000154723,Spdef,1
ENSG00000154723,YY1_2,1
ENSG00000154723,YY1_5,1
ENSG00000154723,YY1_3,1
ENSG00000154723,YY1_4,1
ENSG00000154723,Nrf-1_2,1
ENSG00000154723,PPARG_3,1
ENSG00000154723,GCNF,1
ENSG00000171448,Sp4,2
ENSG00000171448,Klf7,2
ENSG00000171448,Sp1_3,3
ENSG00000171448,WT1,1
ENSG00000171448,MAZR,1
ENSG00000171448,Elk1_3,1
ENSG00000171448,GABP_3,1
ENSG00000171448,Nrf-2_1,1
ENSG00000171448,NRSF_2,1
ENSG00000171448,NF-Y_3,1
ENSG00000171448,KROX,1
ENSG00000124103,NONE,-1
ENSG00000104047,Rfx_5,1
ENSG00000104047,STAT_5,1
ENSG00000104047,Bach2,1
ENSG00000088882,Sp1_3,1
ENSG00000088882,NERF1a,1
ENSG00000088882,Ets_2,1
ENSG00000213714,Jundm2,1
ENSG00000104140,Klf7,3
ENSG00000104140,Sp1_3,2
ENSG00000104140,CTCF,1
ENSG00000140564,Ascl2,2
ENSG00000140564,Sp1_3,1
ENSG00000140564,GATA_14,1
ENSG00000140564,PPARG_3,1
ENSG00000140564,NERF1a,1
ENSG00000140564,Ets_2,1
ENSG00000140564,Elk1_1,1
ENSG00000140564,Ets_4,1
ENSG00000140564,Tel2,1
ENSG00000140157,Elf3,1
ENSG00000140157,Hoxa13,1
ENSG00000140157,Nrf-1_2,1
ENSG00000140157,Klf7,2
ENSG00000140157,Sp1_3,1
ENSG00000267228,Sp4,1
ENSG00000154727,SF1,1
ENSG00000154727,Elk1_3,1
ENSG00000154727,Egr_2,1
ENSG00000154727,Sp4,1
ENSG00000154727,Sp1_3,1
ENSG00000154727,KROX,1
ENSG00000154727,Egr_3,1
ENSG00000154727,NERF1a,1
ENSG00000154727,Ets_4,1
ENSG00000154727,Ets_2,1
ENSG00000154727,Elf1,1
ENSG00000154727,PU.1_3,1
ENSG00000154727,Ehf,1
ENSG00000154727,Spdef,1
ENSG00000154727,YY1_2,1
ENSG00000154727,YY1_5,1
ENSG00000154727,YY1_3,1
ENSG00000154727,YY1_4,1
ENSG00000154727,Nrf-1_2,1
ENSG00000154727,PPARG_3,1
ENSG00000154727,GCNF,1
ENSG00000087510,Irf_7,1
ENSG00000087510,Ascl2,1
ENSG00000087510,Sp4,1
ENSG00000087510,Sp1_3,2
ENSG00000087510,Pou3f2_3,1
ENSG00000087510,Esr1_3,1
ENSG00000087510,Esr2,1
ENSG00000087510,Myf_3,1
ENSG00000087510,KROX,1
ENSG00000087510,Elf1,1
ENSG00000087510,CTCF,1
ENSG00000124203,NONE,-1
ENSG00000101470,Ets_4,1
ENSG00000101470,RXR_1,1
ENSG00000101470,Sp1_3,4
ENSG00000101470,Klf7,2
ENSG00000101470,Sp4,1
ENSG00000101470,RORalpha1_2,1
ENSG00000101470,RORalpha1_3,1
ENSG00000104142,CTCF,2
ENSG00000104142,Klf7,1
ENSG00000104142,Spdef,1
ENSG00000104142,Ehf,1
ENSG00000104142,Elf3,1
ENSG00000104142,GABP_1,1
ENSG00000104142,Lmo2-complex_1,1
ENSG00000138613,Sp1_3,4
ENSG00000138613,Klf7,1
ENSG00000138613,Sp4,1
ENSG00000011454,RORalpha1_2,1
ENSG00000011454,Arid3a_2,3
ENSG00000011454,Nrf-1_2,3
ENSG00000011454,Sp4,2
ENSG00000011454,Klf7,1
ENSG00000011454,Sp1_3,2
ENSG00000011454,Stra13_1,1
ENSG00000011454,KROX,1
ENSG00000011454,Egr_3,1
ENSG00000011454,Tal1,1
ENSG00000011454,Pbx-1_2,1
ENSG00000011454,Pbx-1_3,1
ENSG00000011454,Pbx-1_1,1
ENSG00000011454,HNF6,1
ENSG00000134049,Sp4,1
ENSG00000124205,Bach2,1
ENSG00000124205,Zfp161_3,3
ENSG00000124205,AP-4_3,1
ENSG00000124205,Klf7,1
ENSG00000124205,Sp1_3,2
ENSG00000124205,HNF4_6,1
ENSG00000124205,Tcf_1,1
ENSG00000124205,Sp4,1
ENSG00000124205,Zic_2,1
ENSG00000124205,E2F_5,1
ENSG00000124205,Obox3,1
ENSG00000124205,Pitx3,1
ENSG00000128917,E2A_1,1
ENSG00000128917,Sp1_3,7
ENSG00000128917,Tal1beta,1
ENSG00000128917,KROX,2
ENSG00000128917,Ascl2,1
ENSG00000128917,AP-4_3,1
ENSG00000128917,HEN1_1,1
ENSG00000128917,HEN1_2,2
ENSG00000128917,AhR::Arnt_2,1
ENSG00000128917,Sp4,1
ENSG00000128917,AREB6_3,1
ENSG00000128917,Egr_3,1
ENSG00000128917,Egr_1,1
ENSG00000128917,Arid3a_2,2
ENSG00000128917,Lhx3_2,1
ENSG00000128917,OTX,1
ENSG00000128917,CTCF,1
ENSG00000128917,GABP_3,1
ENSG00000128917,Mef2_1,1
ENSG00000128917,Mef2_4,1
ENSG00000128917,RBP-Jkappa_2,1
ENSG00000128917,RORalpha1_1,1
ENSG00000128917,Elf1,1
ENSG00000198326,AP-4_1,1
ENSG00000198326,Ascl2,1
ENSG00000198326,Tal1,1
ENSG00000198326,AP-4_3,1
ENSG00000198326,Esr1_3,2
ENSG00000198326,Esr1_1,1
ENSG00000198326,Esr2,2
ENSG00000198326,Klf7,1
ENSG00000198326,Ets_4,1
ENSG00000198326,HNF4_5,1
ENSG00000198326,E2A_5,1
ENSG00000198326,Lmo2-complex_1,1
ENSG00000198326,AREB6_3,1
ENSG00000241690,AP-4_1,1
ENSG00000241690,Ascl2,1
ENSG00000241690,Tal1,1
ENSG00000241690,AP-4_3,1
ENSG00000241690,Esr1_3,2
ENSG00000241690,Esr1_1,1
ENSG00000241690,Esr2,2
ENSG00000241690,Klf7,1
ENSG00000241690,Ets_4,1
ENSG00000241690,HNF4_5,1
ENSG00000241690,E2A_5,1
ENSG00000241690,Lmo2-complex_1,1
ENSG00000241690,AREB6_3,1
ENSG00000180777,NONE,-1
ENSG00000101144,Myf_3,1
ENSG00000101144,E2A_1,1
ENSG00000101144,E2A_3,1
ENSG00000101144,Ebox,1
ENSG00000101144,Klf7,1
ENSG00000101144,Sp1_3,1
ENSG00000101144,KROX,1
ENSG00000101144,PPARG_1,1
ENSG00000215474,Pbx-1_2,1
ENSG00000215474,HNF6,1
ENSG00000215474,Hoxa5_3,1
ENSG00000215474,Hoxd8,1
ENSG00000215474,Nkx6-1_1,1
ENSG00000258713,AP-4_1,1
ENSG00000258713,Ascl2,1
ENSG00000258713,Tal1,1
ENSG00000258713,AP-4_3,1
ENSG00000258713,Esr1_3,2
ENSG00000258713,Esr1_1,1
ENSG00000258713,Esr2,2
ENSG00000258713,Klf7,1
ENSG00000258713,Ets_4,1
ENSG00000258713,HNF4_5,1
ENSG00000258713,E2A_5,1
ENSG00000258713,Lmo2-complex_1,1
ENSG00000258713,AREB6_3,1
ENSG00000188394,GCNF,1
ENSG00000188394,Hoxb13,1
ENSG00000188394,TBX5_1,1
ENSG00000188394,HEB,1
ENSG00000188394,MafB_2,1
ENSG00000188394,MafK,1
ENSG00000188394,Pou2f1_9,1
ENSG00000172785,NONE,-1
ENSG00000132635,Myc_2,1
ENSG00000132635,Myc_3,1
ENSG00000132635,Myc_6,1
ENSG00000132635,Ebox,2
ENSG00000132635,Nrf-1_2,2
ENSG00000132635,Dlx5,1
ENSG00000132635,Ncx_1,1
ENSG00000132635,Myc_5,1
ENSG00000132635,Myc_4,2
ENSG00000132635,GABP_3,2
ENSG00000132635,Ehf,1
ENSG00000132635,PU.1_3,1
ENSG00000132635,GABP_1,1
ENSG00000132635,Sp1_3,1
ENSG00000175387,Sp1_3,3
ENSG00000175387,NF-Y_3,2
ENSG00000175387,Arnt_1,1
ENSG00000175387,E2F_8,2
ENSG00000175387,Pou2f1_1,1
ENSG00000175387,Pou2f1_7,1
ENSG00000175387,Octamer,1
ENSG00000175387,Foxc1_1,1
ENSG00000175387,PU.1_3,1
ENSG00000175387,Tel2,1
ENSG00000104043,E2A_1,1
ENSG00000104043,CTCF,1
ENSG00000104043,Sp4,1
ENSG00000104043,Sp1_3,1
ENSG00000104043,E2A_3,1
ENSG00000165209,Myf_2,1
ENSG00000165209,NF-Y_3,1
ENSG00000165209,Sp4,2
ENSG00000165209,Sp1_3,1
ENSG00000165209,E2A_5,1
ENSG00000165209,AREB6_3,1
ENSG00000165209,HEN1_1,1
ENSG00000165209,PPARG_3,1
ENSG00000165209,Esr1_1,1
ENSG00000165209,Esr2,1
ENSG00000182511,Ascl2,1
ENSG00000182511,Tal1,1
ENSG00000170113,NONE,-1
ENSG00000054796,Nrf-1_2,1
ENSG00000054796,Arid3a_2,2
ENSG00000074410,Arid3a_2,1
ENSG00000074410,Lhx3_1,1
ENSG00000074410,Nrf-1_2,1
ENSG00000087495,CTCF,1
ENSG00000087495,RORalpha1_2,1
ENSG00000087495,RORalpha1_3,1
ENSG00000183784,Mef2_1,1
ENSG00000183784,MafK,1
ENSG00000183784,MafB_2,1
ENSG00000183784,Tel2,1
ENSG00000183784,Tgif1_2,1
ENSG00000067900,PU.1_3,1
ENSG00000067900,HEN1_1,1
ENSG00000067900,E2A_5,1
ENSG00000067900,ATF_4,1
ENSG00000067900,Ascl2,1
ENSG00000067900,HEB,1
ENSG00000067900,AP-4_3,1
ENSG00000067900,AP-2_7,1
ENSG00000067900,Sp1_3,3
ENSG00000067900,Nrf-1_2,1
ENSG00000067900,Zfp161_3,6
ENSG00000067900,Sp4,1
ENSG00000067900,Klf7,1
ENSG00000067900,GCNF,1
ENSG00000067900,HNF6,1
ENSG00000067900,PPARG_3,1
ENSG00000067900,AP-1_2,1
ENSG00000067900,Mef2_1,1
ENSG00000128965,Myc_4,1
ENSG00000128965,NF-Y_3,1
ENSG00000128965,NF-Y_1,1
ENSG00000128965,Klf7,2
ENSG00000128965,E2A_3,1
ENSG00000128965,Myf_3,1
ENSG00000128965,E2A_1,1
ENSG00000128965,AP-4_3,1
ENSG00000128965,HEB,1
ENSG00000124104,Ets_4,1
ENSG00000124104,RXR_1,1
ENSG00000124104,Sp1_3,4
ENSG00000124104,Klf7,2
ENSG00000124104,Sp4,1
ENSG00000124104,RORalpha1_2,1
ENSG00000124104,RORalpha1_3,1
ENSG00000148204,INSM1,1
ENSG00000148204,NF-kappaB_4,2
ENSG00000148204,NF-kappaB_5,2
ENSG00000148204,Sp1_3,1
ENSG00000148204,RREB-1_1,2
ENSG00000148204,Zic_3,1
ENSG00000148204,Rfx_2,1
ENSG00000101146,Hoxa7_2,1
ENSG00000101146,Rfx_1,1
ENSG00000101146,MIF-1,1
ENSG00000101146,Nrf-1_2,1
ENSG00000101146,Ets_2,1
ENSG00000101146,Tel2,1
ENSG00000215305,RREB-1_1,1
ENSG00000215305,Myc_2,1
ENSG00000215305,Myc_3,1
ENSG00000215305,Myc_6,1
ENSG00000215305,Ebox,2
ENSG00000215305,Nrf-1_2,2
ENSG00000215305,Dlx5,1
ENSG00000215305,Ncx_1,1
ENSG00000215305,Myc_5,1
ENSG00000215305,Myc_4,2
ENSG00000215305,GABP_3,2
ENSG00000215305,Ehf,1
ENSG00000215305,PU.1_3,1
ENSG00000215305,GABP_1,1
ENSG00000215305,Sp1_3,1
ENSG00000153666,Ascl2,1
ENSG00000142192,Hsf_3,1
ENSG00000142192,Sp1_3,1
ENSG00000142192,Klf7,1
ENSG00000142192,NRSF_1,1
ENSG00000142192,E2A_5,1
ENSG00000142192,Lmo2-complex_1,1
ENSG00000142192,AREB6_3,1
ENSG00000142192,RXR_1,2
ENSG00000101473,Ets_1,1
ENSG00000101473,Nrf-2_1,1
ENSG00000101473,NF-Y_3,1
ENSG00000101473,HNF4_5,1
ENSG00000101473,PPARG_1,1
ENSG00000101473,RAR,1
ENSG00000101473,RXR::LXR,1
ENSG00000101473,HNF4_6,1
ENSG00000101473,PPARG_3,1
ENSG00000101473,HNF4_8,1
ENSG00000101473,KROX,1
ENSG00000101473,Zic_1,1
ENSG00000101473,Zic_3,1
ENSG00000128908,ATF_2,1
ENSG00000128908,RREB-1_1,1
ENSG00000128908,AREB6_3,1
ENSG00000128908,E2F_5,1
ENSG00000128908,ATF3,1
ENSG00000128908,CACD_2,1
ENSG00000128908,KROX,2
ENSG00000128908,Egr_2,1
ENSG00000128908,Klf7,1
ENSG00000128908,Sp1_3,1
ENSG00000128908,STAT_1,2
ENSG00000128908,STAT_5,2
ENSG00000128908,STAT_12,1
ENSG00000128908,Ehf,1
ENSG00000128908,Elf3,1
ENSG00000128908,STAT_14,1
ENSG00000128908,GABP_1,1
ENSG00000128908,Tel2,1
ENSG00000128908,Irf_7,1
ENSG00000140284,Esr2,1
ENSG00000140284,E2A_1,1
ENSG00000140284,CTCF,1
ENSG00000140284,Sp4,1
ENSG00000140284,Sp1_3,1
ENSG00000198033,NF-Y_3,1
ENSG00000121388,NF-Y_3,1
ENSG00000256222,NONE,-1
ENSG00000132819,E2F_8,1
ENSG00000107099,Mef2_1,1
ENSG00000107099,MafK,1
ENSG00000107099,MafB_2,1
ENSG00000107099,Tel2,1
ENSG00000119522,PPAR_3,1
ENSG00000119522,PPARG_3,1
ENSG00000119522,HNF4_6,1
ENSG00000119522,HNF4_8,1
ENSG00000119522,HNF4_1,1
ENSG00000119522,Hoxd8,1
ENSG00000119522,Sp1_3,2
ENSG00000119522,Rfx_2,1
ENSG00000119522,Rfx_5,1
ENSG00000119522,Sp4,1
ENSG00000119522,Myf_4,1
ENSG00000119522,Mef2_5,2
ENSG00000119522,Tcf_1,1
ENSG00000141449,HEB,1
ENSG00000141449,HEN1_1,1
ENSG00000141449,Lmo2-complex_1,1
